title_id	publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id
10645	De Economist	0013-063X	1572-9982	1852	1	1	2016			http://link.springer.com/journal/10645			fulltext		Springer US	Serial							
10203	Decisions in Economics and Finance	1593-8883	1129-6569	1978	1	1	2016			http://link.springer.com/journal/10203			fulltext		Springer Milan	Serial							
13524	Demography	0070-3370	1533-7790	1964	1	1	2015			http://link.springer.com/journal/13524			fulltext		Springer US	Serial							
101	Der Anaesthesist	0003-2417	1432-055X	2005	54	1	2016			http://link.springer.com/journal/101			fulltext		Springer Medizin	Serial							
104	Der Chirurg	0009-4722	1433-0385	2005	76	1	2016			http://link.springer.com/journal/104			fulltext		Springer Medizin	Serial							
11428	Der Diabetologe	1860-9716	1860-9724	2005	1	1	2016			http://link.springer.com/journal/11428			fulltext		Springer Medizin	Serial							
11377	Der Gastroenterologe	1861-9681	1861-969X	2006	1	1	2016			http://link.springer.com/journal/11377			fulltext		Springer Medizin	Serial							
129	Der Gynäkologe	0017-5994	1433-0393	2005	38	1	2016			http://link.springer.com/journal/129			fulltext		Springer Medizin	Serial							
105	Der Hautarzt	0017-8470	1432-1173	2005	56	1	2016			http://link.springer.com/journal/105			fulltext		Springer Medizin	Serial							
108	Der Internist	0020-9554	1432-1289	2005	46	1	2016			http://link.springer.com/journal/108			fulltext		Springer Medizin	Serial							
13279	der junge zahnarzt	1869-5744	1869-5752	2010	1	1	2016			http://link.springer.com/journal/13279			fulltext		Springer Medizin	Serial							
12285	Der MKG-Chirurg	1865-9659	1865-9667	2008	1	1	2016			http://link.springer.com/journal/12285			fulltext		Springer Medizin	Serial							
11560	Der Nephrologe	1862-040X	1862-0418	2006	1	1	2016			http://link.springer.com/journal/11560			fulltext		Springer Medizin	Serial							
115	Der Nervenarzt	0028-2804	1433-0407	2005	76	1	2016			http://link.springer.com/journal/115			fulltext		Springer Medizin	Serial							
761	Der Onkologe	0947-8965	1433-0415	2005	11	1	2016			http://link.springer.com/journal/761			fulltext		Springer Medizin	Serial							
347	Der Ophthalmologe	0941-293X	1433-0423	2005	102	1	2016			http://link.springer.com/journal/347			fulltext		Springer Medizin	Serial							
132	Der Orthopäde	0085-4530	1433-0431	2005	34	1	2016			http://link.springer.com/journal/132			fulltext		Springer Medizin	Serial							
292	Der Pathologe	0172-8113	1432-1963	2005	26	1	2016			http://link.springer.com/journal/292			fulltext		Springer Medizin	Serial							
10405	Der Pneumologe	1613-5636	1613-6055	2005	2	1	2016			http://link.springer.com/journal/10405			fulltext		Springer Medizin	Serial							
117	Der Radiologe	0033-832X	1432-2102	2005	45	1	2016			http://link.springer.com/journal/117			fulltext		Springer Medizin	Serial							
482	Der Schmerz	0932-433X	1432-2129	2005	19	1	2016			http://link.springer.com/journal/482			fulltext		Springer Medizin	Serial							
113	Der Unfallchirurg	0177-5537	1433-044X	2005	108	1	2016			http://link.springer.com/journal/113			fulltext		Springer Medizin	Serial							
120	Der Urologe	0340-2592	1433-0563	2005	44	1	2016			http://link.springer.com/journal/120			fulltext		Springer Medizin	Serial							
10617	Design Automation for Embedded Systems	0929-5585	1572-8080	1996	1	1	2016			http://link.springer.com/journal/10617			fulltext		Springer US	Serial							
10623	Designs, Codes and Cryptography	0925-1022	1573-7586	1991	1	1	2016			http://link.springer.com/journal/10623			fulltext		Springer US	Serial							
427	Development Genes and Evolution	0949-944X	1432-041X	1894	1	1	2016			http://link.springer.com/journal/427			fulltext		Springer Berlin Heidelberg	Serial							
125	Diabetologia	0012-186X	1432-0428	1965	1	1	2016			http://link.springer.com/journal/125			fulltext		Springer Berlin Heidelberg	Serial							
10624	Dialectical Anthropology	0304-4092	1573-0786	1975	1	1	2016			http://link.springer.com/journal/10624			fulltext		Springer Netherlands	Serial							
10620	Digestive Diseases and Sciences	0163-2116	1573-2568	1979	24	1	2016			http://link.springer.com/journal/10620			fulltext		Springer US	Serial							
454	Discrete & Computational Geometry	0179-5376	1432-0444	1986	1	1	2016			http://link.springer.com/journal/454			fulltext		Springer US	Serial							
10626	Discrete Event Dynamic Systems	0924-6703	1573-7594	1991	1	1	2016			http://link.springer.com/journal/10626			fulltext		Springer US	Serial							
10619	Distributed and Parallel Databases	0926-8782	1573-7578	1993	1	1	2016			http://link.springer.com/journal/10619			fulltext		Springer US	Serial							
446	Distributed Computing	0178-2770	1432-0452	1986	1	1	2016			http://link.springer.com/journal/446			fulltext		Springer Berlin Heidelberg	Serial							
10633	Documenta Ophthalmologica	0012-4486	1573-2622	1938	1	1	2016			http://link.springer.com/journal/10633			fulltext		Springer Berlin Heidelberg	Serial							
10631	Doklady Chemistry	0012-5008	1608-3113	2005	400	1	2016			http://link.springer.com/journal/10631			fulltext		Pleiades Publishing	Serial							
11471	Doklady Earth Sciences	1028-334X	1531-8354	2006	406	1	2016			http://link.springer.com/journal/11471			fulltext		Pleiades Publishing	Serial							
11472	Doklady Mathematics	1064-5624	1531-8362	2006	73	1	2016			http://link.springer.com/journal/11472			fulltext		Pleiades Publishing	Serial							
11446	Doklady Physics	1028-3358	1562-6903	2005	50	1	2016			http://link.springer.com/journal/11446			fulltext		Pleiades Publishing	Serial							
13346	Drug Delivery and Translational Research	2190-393X	2190-3948	2011	1	1	2016			http://link.springer.com/journal/13346			fulltext		Springer US	Serial							
12627	Dublin Journal of Medical Science (1836-1845)	0790-231X		1836	9	1	1845	28	2	http://link.springer.com/journal/12627			fulltext		Springer London	Serial							
40772	Dublin Journal of Medical Science (1872-1920)		0790-231X	1872	53	1	1920	149	2	http://link.springer.com/journal/40772			fulltext		Springer London	Serial							
40773	Dublin Journal of Medical Science (1920-1922)		0790-231X	1920	1	1	1922	3	2	http://link.springer.com/journal/40773			fulltext		Springer London	Serial							
12628	Dublin Quarterly Journal of Medical Science	0790-2328		1846	1	1	1871	52	2	http://link.springer.com/journal/12628			fulltext		Springer London	Serial							
10638	Dynamics and Control	0925-4668	1573-8450	1991	1	1	1996		4	http://link.springer.com/journal/10638			fulltext		Kluwer Academic Publishers	Serial							
455	Dysphagia	0179-051X	1432-0460	1986	1	1	2016			http://link.springer.com/journal/455			fulltext		Springer US	Serial							
502	e & i Elektrotechnik und Informationstechnik	0932-383X	1613-7620	2005	122	1	2016			http://link.springer.com/journal/502			fulltext		Springer Vienna	Serial							
10643	Early Childhood Education Journal	1082-3301	1573-1707	1973	1	1	2016			http://link.springer.com/journal/10643			fulltext		Springer Netherlands	Serial							
11038	Earth, Moon, and Planets	0167-9295	1573-0794	1969	1	1	2016			http://link.springer.com/journal/11038			fulltext		Springer Netherlands	Serial							
12140	East Asia	1096-6838	1874-6284	2005	22	1	2016			http://link.springer.com/journal/12140			fulltext		Springer Netherlands	Serial							
10393	EcoHealth	1612-9202	1612-9210	2005	2	1	2016			http://link.springer.com/journal/10393			fulltext		Springer US	Serial							
11284	Ecological Research	0912-3814	1440-1703	1986	1	1	2013			http://link.springer.com/journal/11284			fulltext		Springer Japan	Serial							
12231	Economic Botany	0013-0001	1874-9364	1947	1	1	2016			http://link.springer.com/journal/12231			fulltext		Springer US	Serial							
10160	Economic Bulletin	0343-754X	1438-261X	1974	11	1	1996		12	http://link.springer.com/journal/10160			fulltext		Springer-Verlag	Serial							
10644	Economic Change and Restructuring	1573-9414	1574-0277	1961	1	1	2016			http://link.springer.com/journal/10644			fulltext		Springer US	Serial							
199	Economic Theory	0938-2259	1432-0479	1991	1	1	2016			http://link.springer.com/journal/199			fulltext		Springer Berlin Heidelberg	Serial							
10101	Economics of Governance	1435-6104	1435-8131	2005	6	1	2016			http://link.springer.com/journal/10101			fulltext		Springer Berlin Heidelberg	Serial							
10021	Ecosystems	1432-9840	1435-0629	2005	8	1	2016			http://link.springer.com/journal/10021			fulltext		Springer US	Serial							
10646	Ecotoxicology	0963-9292	1573-3017	1992	1	1	2016			http://link.springer.com/journal/10646			fulltext		Springer US	Serial							
10639	Education and Information Technologies	1360-2357	1573-7608	1996	1	1	2016			http://link.springer.com/journal/10639			fulltext		Springer US	Serial							
11092	Educational Assessment, Evaluation and Accountability	1874-8597	1874-8600	1987	1	1	2003			http://link.springer.com/journal/11092			fulltext		Springer Netherlands	Serial							
10648	Educational Psychology Review	1040-726X	1573-336X	1989	1	1	2016			http://link.springer.com/journal/10648			fulltext		Springer US	Serial							
10671	Educational Research for Policy and Practice	1570-2081	1573-1723	2005	4	1	2016			http://link.springer.com/journal/10671			fulltext		Springer Netherlands	Serial							
10649	Educational Studies in Mathematics	0013-1954	1573-0816	1968	1	1	2016			http://link.springer.com/journal/10649			fulltext		Springer Netherlands	Serial							
11423	Educational Technology Research and Development	1042-1629	1556-6501	1953	1	2	2016			http://link.springer.com/journal/11423			fulltext		Springer US	Serial							
202	Electrical Engineering	0948-7921	1432-0487	1912	1	1	2016			http://link.springer.com/journal/202			fulltext		Springer Berlin Heidelberg	Serial							
10660	Electronic Commerce Research	1389-5753	1572-9362	2005	5	1	2016			http://link.springer.com/journal/10660			fulltext		Springer US	Serial							
12525	Electronic Markets	1019-6781	1422-8890	2009	19	1	2016			http://link.springer.com/journal/12525			fulltext		Springer Berlin Heidelberg	Serial							
10140	Emergency Radiology	1070-3004	1438-1435	1994	1	1	2016			http://link.springer.com/journal/10140			fulltext		Springer Berlin Heidelberg	Serial							
10663	Empirica	0340-8744	1573-6911	1974	1	1	2016			http://link.springer.com/journal/10663			fulltext		Springer US	Serial							
181	Empirical Economics	0377-7332	1435-8921	1976	1	1	2016			http://link.springer.com/journal/181			fulltext		Springer Berlin Heidelberg	Serial							
10664	Empirical Software Engineering	1382-3256	1573-7616	1996	1	2	2016			http://link.springer.com/journal/10664			fulltext		Springer US	Serial							
10672	Employee Responsibilities and Rights Journal	0892-7545	1573-3378	1988	1	1	2016			http://link.springer.com/journal/10672			fulltext		Springer US	Serial							
12020	Endocrine	1355-008X	1559-0100	1995	3	1	2016			http://link.springer.com/journal/12020			fulltext		Springer US	Serial							
12022	Endocrine Pathology	1046-3976	1559-0097	1990	1	1	2016			http://link.springer.com/journal/12022			fulltext		Springer US	Serial							
12053	Energy Efficiency	1570-646X	1570-6478	2008	1	1	2016			http://link.springer.com/journal/12053			fulltext		Springer Netherlands	Serial							
13295	e-Neuroforum		1868-856X	2010	1	1	2011	2	4	http://link.springer.com/journal/13295			fulltext		Springer Berlin Heidelberg	Serial							
366	Engineering with Computers	0177-0667	1435-5663	1985	1	1	2016			http://link.springer.com/journal/366			fulltext		Springer London	Serial							
11474	Entomological Review	0013-8738	1555-6689	2006	86	1	2016			http://link.springer.com/journal/11474			fulltext		Pleiades Publishing	Serial							
10669	Environment Systems and Decisions	2194-5403	2194-5411	1981	1	1	2016			http://link.springer.com/journal/10669			fulltext		Springer US	Serial							
10651	Environmental and Ecological Statistics	1352-8505	1573-3009	1994	1	1	2016			http://link.springer.com/journal/10651			fulltext		Springer US	Serial							
10640	Environmental and Resource Economics	0924-6460	1573-1502	1991	1	1	2016			http://link.springer.com/journal/10640			fulltext		Springer Netherlands	Serial							
10641	Environmental Biology of Fishes	0378-1909	1573-5133	1976	1	1	2016			http://link.springer.com/journal/10641			fulltext		Springer Netherlands	Serial							
10311	Environmental Chemistry Letters	1610-3653	1610-3661	2005	2	4	2016			http://link.springer.com/journal/10311			fulltext		Springer International Publishing	Serial							
12665	Environmental Earth Sciences	1866-6280	1866-6299	2009	59	2	2016			http://link.springer.com/journal/12665			fulltext		Springer Berlin Heidelberg	Serial							
10018	Environmental Economics and Policy Studies	1432-847X	1867-383X	2005	7	1	2016			http://link.springer.com/journal/10018			fulltext		Springer Japan	Serial							
10652	Environmental Fluid Mechanics	1567-7419	1573-1510	2005	4	4	2016			http://link.springer.com/journal/10652			fulltext		Springer Netherlands	Serial							
10653	Environmental Geochemistry and Health	0269-4042	1573-2983	1979	1	1	2016			http://link.springer.com/journal/10653			fulltext		Springer Netherlands	Serial							
254	Environmental Geology	0943-0105	1432-0495	1975	1	1	1996		8	http://link.springer.com/journal/254			fulltext		Springer Berlin Heidelberg	Serial							
12199	Environmental Health and Preventive Medicine	1342-078X	1347-4715	2005	10	1	2011	16	6	http://link.springer.com/journal/12199			fulltext		BioMed Central	Serial							
267	Environmental Management	0364-152X	1432-1009	1977	1	1	2016			http://link.springer.com/journal/267			fulltext		Springer US	Serial							
10666	Environmental Modeling & Assessment	1420-2026	1573-2967	1996	1	1	2016			http://link.springer.com/journal/10666			fulltext		Springer International Publishing	Serial							
10661	Environmental Monitoring and Assessment	0167-6369	1573-2959	1981	1	1	2016			http://link.springer.com/journal/10661			fulltext		Springer International Publishing	Serial							
11356	Environmental Science and Pollution Research	0944-1344	1614-7499	1994	1	1	2016			http://link.springer.com/journal/11356			fulltext		Springer Berlin Heidelberg	Serial							
12027	ERA Forum	1612-3093	1863-9038	2005	6	1	2016			http://link.springer.com/journal/12027			fulltext		Springer Berlin Heidelberg	Serial							
10670	Erkenntnis	0165-0106	1572-8420	1930	1	1	2016			http://link.springer.com/journal/10670			fulltext		Springer Netherlands	Serial							
10341	Erwerbs-Obstbau	0014-0309	1439-0302	2005	47	1	2016			http://link.springer.com/journal/10341			fulltext		Springer Berlin Heidelberg	Serial							
10388	Esophagus	1612-9059	1612-9067	2005	2	1	2016			http://link.springer.com/journal/10388			fulltext		Springer Japan	Serial							
12237	Estuaries and Coasts	1559-2723	1559-2731	1978	1	1	2004	27	6	http://link.springer.com/journal/12237			fulltext		Springer US	Serial							
10677	Ethical Theory and Moral Practice	1386-2820	1572-8447	2005	7	5	2016			http://link.springer.com/journal/10677			fulltext		Springer Netherlands	Serial							
10676	Ethics and Information Technology	1388-1957	1572-8439	2005	7	1	2016			http://link.springer.com/journal/10676			fulltext		Springer Netherlands	Serial							
481	Ethik in der Medizin	0935-7335	1437-1618	2005	17	1	2016			http://link.springer.com/journal/481			fulltext		Springer Berlin Heidelberg	Serial							
10681	Euphytica	0014-2336	1573-5060	1952	1	1	2016			http://link.springer.com/journal/10681			fulltext		Springer Netherlands	Serial							
11475	Eurasian Soil Science	1064-2293	1556-195X	2006	39	1	2016			http://link.springer.com/journal/11475			fulltext		Pleiades Publishing	Serial							
13385	European Actuarial Journal	2190-9733	2190-9741	2011	1	1	2016			http://link.springer.com/journal/13385			fulltext		Springer Berlin Heidelberg	Serial							
405	European Archives of Oto-Rhino-Laryngology	0937-4477	1434-4726	1864	1	1	2016			http://link.springer.com/journal/405			fulltext		Springer Berlin Heidelberg	Serial							
406	European Archives of Psychiatry and Clinical Neuroscience	0940-1334	1433-8491	1868	1	1	2016			http://link.springer.com/journal/406			fulltext		Springer Berlin Heidelberg	Serial							
249	European Biophysics Journal	0175-7571	1432-1017	1974	1	1	2016			http://link.springer.com/journal/249			fulltext		Springer International Publishing	Serial							
40804	European Business Organization Law Review	1566-7529	1741-6205	2005	6	1	2016			http://link.springer.com/journal/40804			fulltext		Springer International Publishing	Serial							
787	European Child & Adolescent Psychiatry	1018-8827	1435-165X	1992	1	1	2016			http://link.springer.com/journal/787			fulltext		Springer Berlin Heidelberg	Serial							
12365	European Demographic Information Bulletin	0046-2756		1970	1	1	1983	14	4	http://link.springer.com/journal/12365			fulltext		Springer Netherlands	Serial							
217	European Food Research and Technology	1438-2377	1438-2385	1898	1	1	2016			http://link.springer.com/journal/217			fulltext		Springer Berlin Heidelberg	Serial							
13194	European Journal for Philosophy of Science	1879-4912	1879-4920	2011	1	1	2016			http://link.springer.com/journal/13194			fulltext		Springer Netherlands	Serial							
10433	European Journal of Ageing	1613-9372	1613-9380	2005	2	1	2016			http://link.springer.com/journal/10433			fulltext		Springer Netherlands	Serial							
421	European Journal of Applied Physiology	1439-6319	1439-6327	1928	1	1	2016			http://link.springer.com/journal/421			fulltext		Springer Berlin Heidelberg	Serial							
10096	European Journal of Clinical Microbiology & Infectious Diseases	0934-9723	1435-4373	1982	1	1	2016			http://link.springer.com/journal/10096			fulltext		Springer Berlin Heidelberg	Serial							
228	European Journal of Clinical Pharmacology	0031-6970	1432-1041	1968	1	1	2016			http://link.springer.com/journal/228			fulltext		Springer Berlin Heidelberg	Serial							
13318	European Journal of Drug Metabolism and Pharmacokinetics	0378-7966	2107-0180	1976	1	1	2013			http://link.springer.com/journal/13318			fulltext		Springer International Publishing	Serial							
10654	European Journal of Epidemiology	0393-2990	1573-7284	1985	1	1	2016			http://link.springer.com/journal/10654			fulltext		Springer Netherlands	Serial							
10342	European Journal of Forest Research	1612-4669	1612-4677	1857	1	1	2016			http://link.springer.com/journal/10342			fulltext		Springer Berlin Heidelberg	Serial							
10657	European Journal of Law and Economics	0929-1261	1572-9990	1994	1	1	2016			http://link.springer.com/journal/10657			fulltext		Springer US	Serial							
259	European Journal of Nuclear Medicine and Molecular Imaging	1619-7070	1619-7089	1976	1	1	2016			http://link.springer.com/journal/259			fulltext		Springer Berlin Heidelberg	Serial							
394	European Journal of Nutrition	1436-6207	1436-6215	1960	1	1	2016			http://link.springer.com/journal/394			fulltext		Springer Berlin Heidelberg	Serial							
590	European Journal of Orthopaedic Surgery & Traumatology	1633-8065	1432-1068	1991	1	1	2016			http://link.springer.com/journal/590			fulltext		Springer Paris	Serial							
431	European Journal of Pediatrics	0340-6199	1432-1076	1911	1	1	2016			http://link.springer.com/journal/431			fulltext		Springer Berlin Heidelberg	Serial							
10658	European Journal of Plant Pathology	0929-1873	1573-8469	1895	1	1	2016			http://link.springer.com/journal/10658			fulltext		Springer Netherlands	Serial							
238	European Journal of Plastic Surgery	0930-343X	1435-0130	1971	1	1	2016			http://link.springer.com/journal/238			fulltext		Springer Berlin Heidelberg	Serial							
10680	European Journal of Population	0168-6577	1572-9885	1985	1	1	2016			http://link.springer.com/journal/10680			fulltext		Springer Netherlands	Serial							
10212	European Journal of Psychology of Education	0256-2928	1878-5174	1986	1	1	2016			http://link.springer.com/journal/10212			fulltext		Springer Netherlands	Serial							
68	European Journal of Trauma and Emergency Surgery	1863-9933	1863-9941	1975	1	1	2016			http://link.springer.com/journal/68			fulltext		Springer Berlin Heidelberg	Serial							
10344	European Journal of Wildlife Research	1612-4642	1439-0574	1955	1	1	2016			http://link.springer.com/journal/10344			fulltext		Springer Berlin Heidelberg	Serial							
107	European Journal of Wood and Wood Products	0018-3768	1436-736X	1937	1	1	2016			http://link.springer.com/journal/107			fulltext		Springer Berlin Heidelberg	Serial							
10610	European Journal on Criminal Policy and Research	0928-1371	1572-9869	1993	1	1	2016			http://link.springer.com/journal/10610			fulltext		Springer Netherlands	Serial							
330	European Radiology	0938-7994	1432-1084	1991	1	1	2016			http://link.springer.com/journal/330			fulltext		Springer Berlin Heidelberg	Serial							
10406	European Radiology Supplements	1613-3749	1613-3757	2004	14	1	2008	18	5	http://link.springer.com/journal/10406			fulltext		Springer-Verlag	Serial							
586	European Spine Journal	0940-6719	1432-0932	1992	1	1	2016			http://link.springer.com/journal/586			fulltext		Springer Berlin Heidelberg	Serial							
10353	European Surgery	1682-8631	1682-4016	1969	1	1	2016			http://link.springer.com/journal/10353			fulltext		Springer Vienna	Serial							
11692	Evolutionary Biology	0071-3260	1934-2845	2007	34	1	2016			http://link.springer.com/journal/11692			fulltext		Springer US	Serial							
10682	Evolutionary Ecology	0269-7653	1573-8477	1987	1	1	2016			http://link.springer.com/journal/10682			fulltext		Springer International Publishing	Serial							
12065	Evolutionary Intelligence	1864-5909	1864-5917	2008	1	1	2016			http://link.springer.com/journal/12065			fulltext		Springer Berlin Heidelberg	Serial							
10493	Experimental and Applied Acarology	0168-8162	1572-9702	1985	1	1	2016			http://link.springer.com/journal/10493			fulltext		Springer International Publishing	Serial							
10686	Experimental Astronomy	0922-6435	1572-9508	1989	1	1	2016			http://link.springer.com/journal/10686			fulltext		Springer Netherlands	Serial							
221	Experimental Brain Research	0014-4819	1432-1106	1966	1	2	2016			http://link.springer.com/journal/221			fulltext		Springer Berlin Heidelberg	Serial							
10683	Experimental Economics	1386-4157	1573-6938	2005	8	1	2016			http://link.springer.com/journal/10683			fulltext		Springer US	Serial							
11340	Experimental Mechanics	0014-4851	1741-2765	1961	1	1	2016			http://link.springer.com/journal/11340			fulltext		Springer US	Serial							
348	Experiments in Fluids	0723-4864	1432-1114	1983	1	1	2016			http://link.springer.com/journal/348			fulltext		Springer Berlin Heidelberg	Serial							
12403	Exposure and Health	2451-9766	2451-9685	2009	1	1	2016			http://link.springer.com/journal/12403			fulltext		Springer Netherlands	Serial							
10687	Extremes	1386-1999	1572-915X	2005	7	1	2016			http://link.springer.com/journal/10687			fulltext		Springer US	Serial							
792	Extremophiles	1431-0651	1433-4909	2005	9	1	2016			http://link.springer.com/journal/792			fulltext		Springer Japan	Serial							
10347	Facies	0172-9179	1612-4820	1979	1	1	2016			http://link.springer.com/journal/10347			fulltext		Springer Berlin Heidelberg	Serial							
10689	Familial Cancer	1389-9600	1573-7292	2005	4	1	2016			http://link.springer.com/journal/10689			fulltext		Springer Netherlands	Serial							
10691	Feminist Legal Studies	0966-3622	1572-8455	1993	1	1	2016			http://link.springer.com/journal/10691			fulltext		Springer Netherlands	Serial							
601	Few-Body Systems	0177-7963	1432-5411	1986	1	1	2016			http://link.springer.com/journal/601			fulltext		Springer Vienna	Serial							
12221	Fibers and Polymers	1229-9197	1875-0052	2005	6	1	2016			http://link.springer.com/journal/12221			fulltext		The Korean Fiber Society	Serial							
10692	Fibre Chemistry	0015-0541	1573-8493	1969	1	1	2016			http://link.springer.com/journal/10692			fulltext		Springer US	Serial							
780	Finance and Stochastics	0949-2984	1432-1122	2005	9	1	2016			http://link.springer.com/journal/780			fulltext		Springer Berlin Heidelberg	Serial							
11408	Financial Markets and Portfolio Management	1934-4554	2373-8529	2005	19	1	2016			http://link.springer.com/journal/11408			fulltext		Springer US	Serial							
10694	Fire Technology	0015-2684	1572-8099	1965	1	1	2016			http://link.springer.com/journal/10694			fulltext		Springer US	Serial							
10695	Fish Physiology and Biochemistry	0920-1742	1573-5168	1986	1	1	2016			http://link.springer.com/journal/10695			fulltext		Springer Netherlands	Serial							
10696	Flexible Services and Manufacturing Journal	1936-6582	1936-6590	1988	1	1	2016			http://link.springer.com/journal/10696			fulltext		Springer US	Serial							
10494	Flow, Turbulence and Combustion	1386-6184	1573-1987	1998	60	1	2016			http://link.springer.com/journal/10494			fulltext		Springer Netherlands	Serial							
10697	Fluid Dynamics	0015-4628	1573-8507	1966	1	1	2016			http://link.springer.com/journal/10697			fulltext		Pleiades Publishing	Serial							
12224	Folia Geobotanica	1211-9520	1874-9348	1966	1	1	2016			http://link.springer.com/journal/12224			fulltext		Springer Netherlands	Serial							
12223	Folia Microbiologica	0015-5632	1874-9356	1956	1	1	2016			http://link.springer.com/journal/12223			fulltext		Springer Netherlands	Serial							
12161	Food Analytical Methods	1936-9751	1936-976X	2007	1	1	2016			http://link.springer.com/journal/12161			fulltext		Springer US	Serial							
11947	Food and Bioprocess Technology	1935-5130	1935-5149	2007	1	3	2016			http://link.springer.com/journal/11947			fulltext		Springer US	Serial							
12560	Food and Environmental Virology	1867-0334	1867-0342	2008	1	1	2016			http://link.springer.com/journal/12560			fulltext		Springer US	Serial							
11483	Food Biophysics	1557-1858	1557-1866	2006	1	1	2016			http://link.springer.com/journal/11483			fulltext		Springer US	Serial							
12393	Food Engineering Reviews	1866-7910	1866-7929	2009	1	1	2016			http://link.springer.com/journal/12393			fulltext		Springer US	Serial							
10068	Food Science and Biotechnology	1226-7708	2092-6456	2010	19	1	2016			http://link.springer.com/journal/10068			fulltext		The Korean Society of Food Science and Technology	Serial							
12571	Food Security	1876-4517	1876-4525	2009	1	1	2016			http://link.springer.com/journal/12571			fulltext		Springer Netherlands	Serial							
12024	Forensic Science, Medicine and Pathology	1547-769X	1556-2891	2005	1	1	2016			http://link.springer.com/journal/12024			fulltext		Springer US	Serial							
11419	Forensic Toxicology	1860-8965	1860-8973	2006	24	1	2016			http://link.springer.com/journal/11419			fulltext		Springer Japan	Serial							
11757	Forensische Psychiatrie, Psychologie, Kriminologie	1862-7072	1862-7080	2007	1	2	2016			http://link.springer.com/journal/11757			fulltext		Springer Berlin Heidelberg	Serial							
165	Formal Aspects of Computing	0934-5043	1433-299X	1989	1	1	2016			http://link.springer.com/journal/165			fulltext		Springer London	Serial							
10703	Formal Methods in System Design	0925-9856	1572-8102	1992	1	1	2016			http://link.springer.com/journal/10703			fulltext		Springer US	Serial							
10010	Forschung im Ingenieurwesen	0015-7899	1434-0860	1930	1	1	2016			http://link.springer.com/journal/10010			fulltext		Springer Berlin Heidelberg	Serial							
12277	Fortschrittsberichte über Kolloide und Polymere	0071-8017		1971	55	1	1971	55	1	http://link.springer.com/journal/12277			fulltext		Springer-Verlag	Serial							
451	Forum der Psychoanalyse	0178-7667	1437-0751	2005	21	1	2016			http://link.springer.com/journal/451			fulltext		Springer Medizin	Serial							
10698	Foundations of Chemistry	1386-4238	1572-8463	2005	7	1	2016			http://link.springer.com/journal/10698			fulltext		Springer Netherlands	Serial							
10208	Foundations of Computational Mathematics	1615-3375	1615-3383	2005	5	1	2016			http://link.springer.com/journal/10208			fulltext		Springer US	Serial							
10701	Foundations of Physics	0015-9018	1572-9516	1970	1	1	2016			http://link.springer.com/journal/10701			fulltext		Springer US	Serial							
10702	Foundations of Physics Letters	0894-9875	1572-9524	1988	1	1	1996		7	http://link.springer.com/journal/10702			fulltext		Kluwer Academic Publishers-Plenum Publishers	Serial							
10699	Foundations of Science	1233-1821	1572-8471	2005	10	1	2016			http://link.springer.com/journal/10699			fulltext		Springer Netherlands	Serial							
11515	Frontiers in Biology	1674-7984	1674-7992	2010	5	1	2015			http://link.springer.com/journal/11515			fulltext		Higher Education Press	Serial							
11708	Frontiers in Energy	2095-1701	2095-1698	2011	5	1	2016			http://link.springer.com/journal/11708			fulltext		Higher Education Press	Serial							
11709	Frontiers of Architecture and Civil Engineering in China	1673-7407	1673-7512	2007	1	1	2016			http://link.springer.com/journal/11709			fulltext		Higher Education Press	Serial							
11515	Frontiers of Biology in China 	1673-3509	1673-3622	2006	1	1	2014			http://link.springer.com/journal/11515			fulltext		Higher Education Press	Serial							
11705	Frontiers of Chemical Engineering in China	1673-7369	1673-7474	2007	1	1	2016			http://link.springer.com/journal/11705			fulltext		Higher Education Press	Serial							
11705	Frontiers of Chemical Science and Engineering	2095-0179	2095-0187	2011	5	1	2016			http://link.springer.com/journal/11705			fulltext		Higher Education Press	Serial							
11704	Frontiers of Computer Science	2095-2228	2095-2236	2012	6	1	2016			http://link.springer.com/journal/11704			fulltext		Higher Education Press	Serial							
11704	Frontiers of Computer Science in China	1673-7350	1673-7466	2007	1	1	2016			http://link.springer.com/journal/11704			fulltext		Higher Education Press	Serial							
11707	Frontiers of Earth Science	2095-0195	2095-0209	2011	5	1	2016			http://link.springer.com/journal/11707			fulltext		Higher Education Press	Serial							
11707	Frontiers of Earth Science in China	1673-7385	1673-7490	2007	1	1	2016			http://link.springer.com/journal/11707			fulltext		Higher Education Press	Serial							
11708	Frontiers of Energy and Power Engineering in China	1673-7393	1673-7504	2007	1	1	2016			http://link.springer.com/journal/11708			fulltext		Higher Education Press	Serial							
11783	Frontiers of Environmental Science & Engineering	2095-2201	2095-221X	2012	6	1	2016			http://link.springer.com/journal/11783			fulltext		Higher Education Press	Serial							
11783	Frontiers of Environmental Science & Engineering in China	1673-7415	1673-7520	2007	1	1	2016			http://link.springer.com/journal/11783			fulltext		Higher Education Press	Serial							
11706	Frontiers of Materials Science	2095-025X	2095-0268	2011	5	1	2016			http://link.springer.com/journal/11706			fulltext		Higher Education Press	Serial							
