PUBLICATION_TITLE	PRINT_IDENTIFIER	ONLINE_IDENTIFIER	DATE_FIRST_ISSUE_ONLINE	NUM_FIRST_VOL_ONLINE	NUM_FIRST_ISSUE_ONLINE	DATE_LAST_ISSUE_ONLINE	NUM_LAST_VOL_ONLINE	NUM_LAST_ISSUE_ONLINE	TITLE_URL	FIRST_AUTHOR	TITLE_ID	EMBARGO_INFO	COVERAGE_DEPTH	NOTES	PUBLISHER_NAME	PUBLICATION_TYPE	DATE_MONOGRAPH_PUBLISHED_PRINT	DATE_MONOGRAPH_PUBLISHED_ONL	MONOGRAPH_VOLUME	MONOGRAPH_EDITION	FIRST_EDITOR	PARENT_PUBLICATION_TITLE_ID	PRECEDING_PUBLICATION_TITLE_ID	ACCESS_TYPE
International Journal of Turbo & Jet-Engines 	0334-0082	2191-0332	1985-03-01	2	1	2018-12-15	35	4	https://www.degruyter.com/openurl?genre=journal&issn=2191-0332		2191-0332		fulltext		De Gruyter	serial								P
International Journal on Disability and Human Development	2191-1231	2191-0367	1999-01-01	1	Jan	2017-11-20	16	4	https://www.degruyter.com/openurl?genre=journal&issn=2191-0367		2191-0367		fulltext		De Gruyter	serial								P
International Review of Applied Linguistics in Language Teaching	0019-042X	1613-4141	1963-01-01	1	Jan/Dez	2018-11-28	56	4	https://www.degruyter.com/openurl?genre=journal&issn=1613-4141		1613-4141		fulltext		De Gruyter Mouton	serial								P
International Yearbook for Tillich Research	1990-4231	2190-7455	2011-06-20		6	2018-11-15		13	https://www.degruyter.com/openurl?genre=journal&issn=2190-7455		2190-7455		fulltext		De Gruyter	yearbook								P
International Yearbook of Futurism Studies	2192-0281	2192-029X	2011-11-30		1	2013-06-15		3	https://www.degruyter.com/openurl?genre=journal&issn=2192-029X		2192-029X		fulltext		De Gruyter	yearbook								P
Internationales Archiv für Sozialgeschichte der deutschen Literatur	0340-4528	1865-9128	1976-01-01	1	1	2018-11-28	43	2	https://www.degruyter.com/openurl?genre=journal&issn=1865-9128		1865-9128		fulltext		De Gruyter	serial								P
Internationales Handelsrecht	1617-5395	2193-9527	1999-03-24		3	2018-12-15	18	6	https://www.degruyter.com/openurl?genre=journal&issn=2193-9527		2193-9527		fulltext		Verlag Dr. Otto Schmidt	serial								P
Internationales Jahrbuch der Erwachsenenbildung	0074-9818	2194-3699	1969-11-30		1	2016-11-30		39	https://www.degruyter.com/openurl?genre=journal&issn=2194-3699		2194-3699		fulltext		Böhlau Verlag	yearbook								P
Internationales Jahrbuch für philosophische Anthropologie	2192-4279	2192-4287	2008-12-15		1 (2007/08)	2017-12-20		7	https://www.degruyter.com/openurl?genre=journal&issn=2192-4287		2192-4287		fulltext		De Gruyter (A)	yearbook								P
Issues in Legal Scholarship	2194-5780	1539-8323	2001-06-01	1	1	2016-08-20	14	1	https://www.degruyter.com/openurl?genre=journal&issn=1539-8323		1539-8323		fulltext		De Gruyter	serial								P
it - Information Technology	1611-2776	2196-7032	1959-06-20		1	2016-12-01	58	6	https://www.degruyter.com/openurl?genre=journal&issn=2196-7032		2196-7032		fulltext		De Gruyter Oldenbourg	serial								P
Jahrbuch der Göttinger Akademie der Wissenschaften	0373-9767	1868-9191	2008-10-20		1	2016-08-15		6	https://www.degruyter.com/openurl?genre=journal&issn=1868-9191		1868-9191		fulltext		De Gruyter	yearbook								P
Jahrbuch der Juristischen Zeitgeschichte	1869-6899	1869-6902	2010-01-01		11	2018-11-15		19	https://www.degruyter.com/openurl?genre=journal&issn=1869-6902		1869-6902		fulltext		De Gruyter	yearbook								P
Jahrbuch der Raabe-Gesellschaft	0075-2371	1865-8857	1960-01-01	1	1	2018-11-15		59	https://www.degruyter.com/openurl?genre=journal&issn=1865-8857		1865-8857		fulltext		De Gruyter	yearbook								P
Jahrbuch des Kölnischen Geschichtsvereins	0341-9320	2198-0675	1912-06-15		1	2015-06-15		83	https://www.degruyter.com/openurl?genre=journal&issn=2198-0675		2198-0675		fulltext		Böhlau Verlag	yearbook								P
Jahrbuch für die Geschichte Mittel- und Ostdeutschlands	0075-2614	2191-9909	2009-01-01		1	2018-11-15		64	https://www.degruyter.com/openurl?genre=journal&issn=2191-9909		2191-9909		fulltext		De Gruyter	yearbook								P
Jahrbuch für Germanistische Sprachgeschichte	1869-7038	1869-7046	2010-12-20		1	2018-11-15		9	https://www.degruyter.com/openurl?genre=journal&issn=1869-7046		1869-7046		fulltext		De Gruyter	yearbook								P
Jahrbuch für Wirtschaftsgeschichte / Economic History Yearbook	0075-2800	2196-6842	1960-06-15	1	1	2018-11-15	59	2	https://www.degruyter.com/openurl?genre=journal&issn=2196-6842		2196-6842		fulltext		Akademie Verlag	serial								P
Jahrbuch für Wissenschaft und Ethik	1430-9017	1613-1142	1996-01-01		1	2018-10-20		23	https://www.degruyter.com/openurl?genre=journal&issn=1613-1142		1613-1142		fulltext		De Gruyter	yearbook								P
Journal der Juristischen Zeitgeschichte	1863-9984	1868-8810	2010-04-01	4	1	2018-09-20	12	3	https://www.degruyter.com/openurl?genre=journal&issn=1868-8810		1868-8810		fulltext		De Gruyter	serial								P
Journal des Économistes et des Études Humaines	2194-5799	2153-1552	1990-01-01	1	1	2018-12-20	24	2	https://www.degruyter.com/openurl?genre=journal&issn=2153-1552		2153-1552		fulltext		De Gruyter	serial								P
Journal for Manufacturing Science and Production 	2191-4184	2191-0375	1997-12-01	1	1	2016-12-31	16	4	https://www.degruyter.com/openurl?genre=journal&issn=2191-0375		2191-0375		fulltext		De Gruyter	serial								P
Journal for the History of Modern Theology / Zeitschrift für Neuere Theologiegeschichte	0943-7592	1612-9776	1994-01-01	1	1	2018-05-20	25	1-2	https://www.degruyter.com/openurl?genre=journal&issn=1612-9776		1612-9776		fulltext		De Gruyter	serial								P
Journal für die reine und angewandte Mathematik	0075-4102	1435-5345	1826-01-01		1	2018-12-31		745	https://www.degruyter.com/openurl?genre=journal&issn=1435-5345		1435-5345		fulltext		De Gruyter	serial								P
Journal of African Languages and Linguistics	0167-6164	1613-3811	1979-01-01	1	1	2018-10-27	39	2	https://www.degruyter.com/openurl?genre=journal&issn=1613-3811		1613-3811		fulltext		De Gruyter Mouton	serial								P
Journal of Agricultural & Food Industrial Organization	2194-5896	1542-0485	2003-01-01	1	1	2018-11-20	16	2	https://www.degruyter.com/openurl?genre=journal&issn=1542-0485		1542-0485		fulltext		De Gruyter	serial								P
Journal of Ancient History	2324-8106	2324-8114	2013-05-20	1	1	2018-12-18	6	2	https://www.degruyter.com/openurl?genre=journal&issn=2324-8114		2324-8114		fulltext		De Gruyter	serial								P
Journal of Ancient Near Eastern History	2328-9554	2328-9562	2014-02-28	1	1	2018-09-20	5	1-2	https://www.degruyter.com/openurl?genre=journal&issn=2328-9562		2328-9562		fulltext		De Gruyter	serial								P
Journal of Applied Analysis	1425-6908	1869-6082	1995-06-01	1	1	2018-12-30	24	2	https://www.degruyter.com/openurl?genre=journal&issn=1869-6082		1869-6082		fulltext		De Gruyter	serial								P
Journal of Applied Geodesy	1862-9016	1862-9024	2007-03-22	1	1	2018-10-25	12	4	https://www.degruyter.com/openurl?genre=journal&issn=1862-9024		1862-9024		fulltext		De Gruyter	serial								P
Journal of Basic and Clinical Physiology and Pharmacology	0792-6855	2191-0286	1986-12-01	6	Supplement	2016-11-15	27	6	https://www.degruyter.com/openurl?genre=journal&issn=2191-0286		2191-0286		fulltext		De Gruyter	serial								P
Journal of Biosecurity, Biosafety and Biodefense Law	2194-590X	2154-3186	2011-07-15		1	2016-06-15		7	https://www.degruyter.com/openurl?genre=journal&issn=2154-3186		2154-3186		fulltext		De Gruyter	serial								P
Journal of Business Valuation and Economic Loss Analysis	2194-5861	1932-9156	2006-01-01	1	1	2018-02-15	13	1	https://www.degruyter.com/openurl?genre=journal&issn=1932-9156		1932-9156		fulltext		De Gruyter	serial								P
Journal of Causal Inference 	2193-3677	2193-3685	2013-06-15	1	1	2018-09-30	6	2	https://www.degruyter.com/openurl?genre=journal&issn=2193-3685		2193-3685		fulltext		De Gruyter	serial								F
Journal of Complementary and Integrative Medicine	2194-6329	1553-3840	2004-01-01	1	1	2018-12-15	15	4	https://www.degruyter.com/openurl?genre=journal&issn=1553-3840		1553-3840		fulltext		De Gruyter	serial								P
Journal of Contemporary Drama in English	2195-0156	2195-0164	2013-05-20	1	1	2018-11-20	6	2	https://www.degruyter.com/openurl?genre=journal&issn=2195-0164		2195-0164		fulltext		De Gruyter	serial								P
Journal of Drug Policy Analysis	2194-6337	1941-2851	2008-01-01	1	1	2018-12-20	11	2	https://www.degruyter.com/openurl?genre=journal&issn=1941-2851		1941-2851		fulltext		De Gruyter	serial								P
Journal of Early Modern Christianity	2196-6648	2196-6656	2014-05-31	1	1	2018-11-15	5	2	https://www.degruyter.com/openurl?genre=journal&issn=2196-6656		2196-6656		fulltext		De Gruyter	serial								P
Journal of Econometric Methods	2194-6345	2156-6674	2012-01-01	1	1	2018-01-20	7	1	https://www.degruyter.com/openurl?genre=journal&issn=2156-6674		2156-6674		fulltext		De Gruyter	serial								P
Journal of English as a Lingua Franca	2191-9216	2191-933X	2012-03-15	1	1	2018-09-15	7	2	https://www.degruyter.com/openurl?genre=journal&issn=2191-933X		2191-933X		fulltext		De Gruyter Mouton	serial								P
Journal of European Tort Law	1868-9612	1868-9620	1998-01-01	1	1	2018-12-17	9	3	https://www.degruyter.com/openurl?genre=journal&issn=1868-9620		1868-9620		fulltext		De Gruyter	serial								P
Journal of Globalization and Development 	2194-6353	1948-1837	2010-01-01	1	1	2018-12-30	9	2	https://www.degruyter.com/openurl?genre=journal&issn=1948-1837		1948-1837		fulltext		De Gruyter	serial								P
Journal of Group Theory	1433-5883	1435-4446	1998-01-01	1	1	2018-11-21	21	6	https://www.degruyter.com/openurl?genre=journal&issn=1435-4446		1435-4446		fulltext		De Gruyter	serial								P
Journal of Homeland Security and Emergency Management	2194-6361	1547-7355	2004-01-01	1	1	2018-12-15	15	4	https://www.degruyter.com/openurl?genre=journal&issn=1547-7355		1547-7355		fulltext		De Gruyter	serial								P
Journal of Imagery Research in Sport and Physical Activity	2194-637X	1932-0191	2006-01-01	1	1	2018-12-20	13	1	https://www.degruyter.com/openurl?genre=journal&issn=1932-0191		1932-0191		fulltext		De Gruyter	serial								P
Journal of Intelligent Systems	0334-1860	2191-026X	1991-09-01	1	1	2018-10-20	27	4	https://www.degruyter.com/openurl?genre=journal&issn=2191-026X		2191-026X		fulltext		De Gruyter	serial								F
Journal of Inverse and Ill-posed Problems	0928-0219	1569-3945	1993-01-01	1	1	2018-10-30	26	6	https://www.degruyter.com/openurl?genre=journal&issn=1569-3945		1569-3945		fulltext		De Gruyter	serial								P
Journal of Laboratory Medicine	2567-9430	2567-9449	1977-01-01	1	1	2018-12-15	42	6	https://www.degruyter.com/openurl?genre=journal&issn=2567-9449		2567-9449		fulltext		De Gruyter	serial								F
Journal of Latin Linguistics	2194-8739	2194-8747	1980-06-20		1	2018-10-30	17	2	https://www.degruyter.com/openurl?genre=journal&issn=2194-8747		2194-8747		fulltext		De Gruyter Mouton	serial								P
Journal of Literary Semantics	0341-7638	1613-3838	1972-01-01	1	Jan	2018-10-15	47	2	https://www.degruyter.com/openurl?genre=journal&issn=1613-3838		1613-3838		fulltext		De Gruyter Mouton	serial								P
Journal of Literary Theory	1862-5290	1862-8990	2007-08-21	1	1	2018-09-30	12	2	https://www.degruyter.com/openurl?genre=journal&issn=1862-8990		1862-8990		fulltext		De Gruyter	serial								P
Journal of Mathematical Cryptology	1862-2976	1862-2984	2007-01-25	1	1	2016-09-20	10	3-4	https://www.degruyter.com/openurl?genre=journal&issn=1862-2984		1862-2984		fulltext		De Gruyter	serial								F
Journal of Non-Equilibrium Thermodynamics	0340-0204	1437-4358	1976-01-01	1	1	2018-10-15	43	4	https://www.degruyter.com/openurl?genre=journal&issn=1437-4358		1437-4358		fulltext		De Gruyter	serial								P
Journal of Numerical Mathematics	1570-2820	1569-3953	2001-03-01	9	März	2018-12-19	26	4	https://www.degruyter.com/openurl?genre=journal&issn=1569-3953		1569-3953		fulltext		De Gruyter	serial								P
Journal of Optical Communications	0173-4911	2191-6322	1980-03-01	1	1	2018-10-20	39	4	https://www.degruyter.com/openurl?genre=journal&issn=2191-6322		2191-6322		fulltext		De Gruyter	serial								P
Journal of Pediatric Endocrinology and Metabolism	0334-018X	2191-0251	1985-01-01	1	1	2016-12-20	29	12	https://www.degruyter.com/openurl?genre=journal&issn=2191-0251		2191-0251		fulltext		De Gruyter	serial								P
Journal of Perinatal Medicine	0300-5577	1619-3997	1973-01-01	1	1	2018-12-20	46	9	https://www.degruyter.com/openurl?genre=journal&issn=1619-3997		1619-3997		fulltext		De Gruyter	serial								P
Journal of Politeness Research	1612-5681	1613-4877	2005-02-23	1	1	2018-07-29	14	2	https://www.degruyter.com/openurl?genre=journal&issn=1613-4877		1613-4877		fulltext		De Gruyter Mouton	serial								P
Journal of Polymer Engineering	0334-6447	2191-0340	1984-01-01	4	1-2	2018-11-15	38	10	https://www.degruyter.com/openurl?genre=journal&issn=2191-0340		2191-0340		fulltext		De Gruyter	serial								P
Journal of Quantitative Analysis in Sports	2194-6388	1559-0410	2005-01-01	1	1	2018-12-30	14	4	https://www.degruyter.com/openurl?genre=journal&issn=1559-0410		1559-0410		fulltext		De Gruyter	serial								P
Journal of South Asian Languages and Linguistics	2196-0771	2196-078X	2014-03-25	1	1	2018-09-27	5	2	https://www.degruyter.com/openurl?genre=journal&issn=2196-078X		2196-078X		fulltext		De Gruyter Mouton	serial								P
Journal of the Bible and its Reception	2329-440X	2329-4434	2014-04-30	1	1	2018-10-20	5	2	https://www.degruyter.com/openurl?genre=journal&issn=2329-4434		2329-4434		fulltext		De Gruyter	serial								P
Journal of the International Arthurian Society	2196-9353	2196-9361	2013-10-15	1	1	2018-09-30	6	1	https://www.degruyter.com/openurl?genre=journal&issn=2196-9361		2196-9361		fulltext		Akademie Verlag	serial								P
Journal of the Mechanical Behavior of Materials	0334-8938	2191-0243	1989-06-01	2	1/2	2018-12-20	27	5-6	https://www.degruyter.com/openurl?genre=journal&issn=2191-0243		2191-0243		fulltext		De Gruyter	serial								F
Journal of Time Series Econometrics	2194-6507	1941-1928	2009-01-01	1	1	2018-07-30	10	2	https://www.degruyter.com/openurl?genre=journal&issn=1941-1928		1941-1928		fulltext		De Gruyter	serial								P
Journal of Tort Law	2194-6515	1932-9148	2006-12-01	1	1	2016-08-20	9	1-2	https://www.degruyter.com/openurl?genre=journal&issn=1932-9148		1932-9148		fulltext		De Gruyter	serial								P
Journal of Transcultural Medieval Studies	2198-0357	2198-0365	2014-09-15	1	1	2018-11-20	5	2	https://www.degruyter.com/openurl?genre=journal&issn=2198-0365		2198-0365		fulltext		De Gruyter	serial								P
JURA - Juristische Ausbildung	0170-1452	1612-7021	2009-01-01	31	1	2018-11-20	40	12	https://www.degruyter.com/openurl?genre=journal&issn=1612-7021		1612-7021		fulltext		De Gruyter	serial								P
Juristische Rundschau	0022-6920	1612-7064	1925-01-01		1	2018-12-19		12	https://www.degruyter.com/openurl?genre=journal&issn=1612-7064		1612-7064		fulltext		De Gruyter	serial								P
Kadmos	0022-7498	1613-0723	1962-01-01	1	1	2017-07-31	56	1-2	https://www.degruyter.com/openurl?genre=journal&issn=1613-0723		1613-0723		fulltext		De Gruyter	serial								P
Kant Yearbook	1868-4599	1868-4602	2009-06-20		1	2018-08-30		10	https://www.degruyter.com/openurl?genre=journal&issn=1868-4602		1868-4602		fulltext		De Gruyter	yearbook								P
Kant-Studien	0022-8877	1613-1134	1897-01-01	1	Jan	2018-12-12	109	4	https://www.degruyter.com/openurl?genre=journal&issn=1613-1134		1613-1134		fulltext		De Gruyter	serial								P
Kierkegaard Studies Yearbook	1430-5372	1612-9792	1996-01-01	1996	1	2018-11-15		23	https://www.degruyter.com/openurl?genre=journal&issn=1612-9792		1612-9792		fulltext		De Gruyter	yearbook								P
Klio	0075-6334	2192-7669	1901-06-20		1	2018-12-20	100	3	https://www.degruyter.com/openurl?genre=journal&issn=2192-7669		2192-7669		fulltext		De Gruyter (A)	serial								P
Kölner Schrift zum Wirtschaftsrecht	1869-3679	2194-4199	2010-01-15	1	1	2017-07-15	8	3-4	https://www.degruyter.com/openurl?genre=journal&issn=2194-4199		2194-4199		fulltext		Verlag Dr. Otto Schmidt	serial								P
Kritikon Litterarum	0340-9767	1865-7249	2007-07-23	34	1/2	2018-11-28	45	3-4	https://www.degruyter.com/openurl?genre=journal&issn=1865-7249		1865-7249		fulltext		De Gruyter	serial								P
Laboratory Phonology	1868-6346	1868-6354	2010-08-25	1	1	2015-08-29	6	3-4	https://www.degruyter.com/openurl?genre=journal&issn=1868-6354		1868-6354		fulltext		De Gruyter Mouton	serial								P
Language and Cognition	1866-9808	1866-9859	2009-05-19	1	1	2013-11-18	5	4	https://www.degruyter.com/openurl?genre=journal&issn=1866-9859		1866-9859		fulltext		De Gruyter Mouton	serial								P
Language Learning in Higher Education	2191-611X	2191-6128	2011-09-15	1	1	2018-10-30	8	2	https://www.degruyter.com/openurl?genre=journal&issn=2191-6128		2191-6128		fulltext		De Gruyter Mouton	serial								P
Law & Ethics of Human Rights	2194-6531	1938-2545	2007-01-01	1	1	2018-12-20	12	2	https://www.degruyter.com/openurl?genre=journal&issn=1938-2545		1938-2545		fulltext		De Gruyter	serial								P
Law and Development Review	2194-6523	1943-3867	2008-01-01	1	1	2018-12-01	11	2	https://www.degruyter.com/openurl?genre=journal&issn=1943-3867		1943-3867		fulltext		De Gruyter	serial								P
Lebende Sprachen	0023-9909	1868-0267	1956-01-01	1	1	2018-10-28	63	2	https://www.degruyter.com/openurl?genre=journal&issn=1868-0267		1868-0267		fulltext		De Gruyter	serial								P
Lexicographica	0175-6206	1865-9403	1985-01-01	1	1	2018-11-15		34	https://www.degruyter.com/openurl?genre=journal&issn=1865-9403		1865-9403		fulltext		De Gruyter	yearbook								P
L'Homme	1016-362x	2194-5071	1990-01-01	1	1	2015-12-01	26	2	https://www.degruyter.com/openurl?genre=journal&issn=2194-5071		2194-5071		fulltext		Böhlau Verlag	serial								P
Libri	0024-2667	1865-8423	1950-01-01	1	1	2018-12-20	68	4	https://www.degruyter.com/openurl?genre=journal&issn=1865-8423		1865-8423		fulltext		De Gruyter Saur	serial								P
Linguistic Typology 	1430-0532	1613-415X	1997-01-01	1	1	2018-10-15	22	3	https://www.degruyter.com/openurl?genre=journal&issn=1613-415X		1613-415X		fulltext		De Gruyter Mouton	serial								P
Linguistics	0024-3949	1613-396X	1963-01-01	1	1	2018-11-29	56	6	https://www.degruyter.com/openurl?genre=journal&issn=1613-396X		1613-396X		fulltext		De Gruyter Mouton	serial								P
Lodz Papers in Pragmatics 	1895-6106	1898-4436	2007-06-20	3	1	2018-12-28	14	2	https://www.degruyter.com/openurl?genre=journal&issn=1898-4436		1898-4436		fulltext		De Gruyter Mouton	serial								P
Main Group Metal Chemistry	0792-1241	2191-0219	1994-05-01	17	1-4	2018-10-15	41	5-6	https://www.degruyter.com/openurl?genre=journal&issn=2191-0219		2191-0219		fulltext		De Gruyter	serial								F
Mammalia	0025-1461	1864-1547	1936-01-01	1	1	2018-11-20	82	6	https://www.degruyter.com/openurl?genre=journal&issn=1864-1547		1864-1547		fulltext		De Gruyter	serial								P
Man and the Economy	2196-9639	2196-9647	2014-07-30	1	1	2018-12-15	5	2	https://www.degruyter.com/openurl?genre=journal&issn=2196-9647		2196-9647		fulltext		De Gruyter	serial								P
Maske und Kothurn	0025-4606	2305-0667	1955-05-15	1	1-2	2016-12-20	62	2-3	https://www.degruyter.com/openurl?genre=journal&issn=2305-0667		2305-0667		fulltext		Böhlau Verlag	serial								P
Mathematical Economics Letters	2195-4615	2195-4623	2013-03-20	1	1	2014-09-20	2	3-4	https://www.degruyter.com/openurl?genre=journal&issn=2195-4623		2195-4623		fulltext		De Gruyter	serial								P
Metaphysica	1437-2053	1874-6373	2014-04-15	15	1	2018-09-15	19	2	https://www.degruyter.com/openurl?genre=journal&issn=1874-6373		1874-6373		fulltext		De Gruyter	serial								P
Microform & Digitization Review	2190-0752	2190-541X	1972-01-01	1	1	2012-12-10	41	3-4	https://www.degruyter.com/openurl?genre=journal&issn=2190-541X		2190-541X		fulltext		De Gruyter	serial								P
Militärgeschichtliche Zeitschrift	2193-2336	2196-6850	1967-06-15	1-2	1	2016-11-20	75	2	https://www.degruyter.com/openurl?genre=journal&issn=2196-6850		2196-6850		fulltext		Oldenbourg Wissenschaftsverlag	serial								P
Millennium	1867-030X	1867-0318	2004-01-01	1	1	2018-11-15		15	https://www.degruyter.com/openurl?genre=journal&issn=1867-0318		1867-0318		fulltext		De Gruyter	yearbook								P
Mitteilungen der Deutschen Mathematiker-Vereinigung	0947-4471	0942-5977	1993-03-15	1	1	2018-12-15	26	4	https://www.degruyter.com/openurl?genre=journal&issn=0942-5977		0942-5977		fulltext		De Gruyter	serial								P
Mitteilungen des Instituts für Österreichische Geschichtsforschung	0073-8484	2307-2903	1880-06-30	1	1	2016-10-30	124	2	https://www.degruyter.com/openurl?genre=journal&issn=2307-2903		2307-2903		fulltext		Böhlau Verlag	serial								P
Monatsschrift für Deutsches Recht	0340-1812	2194-4202	2005-01-05	59	1	2016-12-20	70	24	https://www.degruyter.com/openurl?genre=journal&issn=2194-4202		2194-4202		fulltext		Verlag Dr. Otto Schmidt	serial								P
Monte Carlo Methods and Applications	0929-9629	1569-3961	1995-01-01	1	1	2018-12-15	24	4	https://www.degruyter.com/openurl?genre=journal&issn=1569-3961		1569-3961		fulltext		De Gruyter	serial								P
Moral Philosophy and Politics	2194-5616	2194-5624	2014-04-15	1	1	2018-10-15	5	2	https://www.degruyter.com/openurl?genre=journal&issn=2194-5624		2194-5624		fulltext		De Gruyter	serial								P
Multicultural Learning and Teaching	2194-654X	2161-2412	2006-01-01	1	1	2018-09-20	13	2	https://www.degruyter.com/openurl?genre=journal&issn=2161-2412		2161-2412		fulltext		De Gruyter	serial								P
Multilingua	0167-8507	1613-3684	1982-01-01	1	1	2018-11-20	37	6	https://www.degruyter.com/openurl?genre=journal&issn=1613-3684		1613-3684		fulltext		De Gruyter Mouton	serial								P
Multimodal Communication	2230-6579	2230-6587	2012-01-20	1	1	2016-12-20	5	2	https://www.degruyter.com/openurl?genre=journal&issn=2230-6587		2230-6587		fulltext		De Gruyter Mouton	serial								P
Muslim World Journal of Human Rights	2194-6558	1554-4419	2004-01-01	1	1	2018-06-15	15	1	https://www.degruyter.com/openurl?genre=journal&issn=1554-4419		1554-4419		fulltext		De Gruyter	serial								P
Naharaim	1862-9148	1862-9156	2007-05-20	1	1	2018-11-20	12	1-2	https://www.degruyter.com/openurl?genre=journal&issn=1862-9156		1862-9156		fulltext		De Gruyter	serial								P
Nanotechnology Reviews	2191-9089	2191-9097	2012-01-20	1	1	2016-12-20	5	6	https://www.degruyter.com/openurl?genre=journal&issn=2191-9097		2191-9097		fulltext		De Gruyter	serial								F
Neue Zeitschrift für Systematische Theologie und Religionsphilosophie	0028-3517	1612-9520	1959-01-01	1	1	2018-11-22	60	4	https://www.degruyter.com/openurl?genre=journal&issn=1612-9520		1612-9520		fulltext		De Gruyter	serial								P
New Global Studies	2194-6566	1940-0004	2007-01-01	1	1	2018-12-30	12	3	https://www.degruyter.com/openurl?genre=journal&issn=1940-0004		1940-0004		fulltext		De Gruyter	serial								P
Nietzscheforschung	1869-5604	2191-9259	1994-06-15		1	2018-06-15		25	https://www.degruyter.com/openurl?genre=journal&issn=2191-9259		2191-9259		fulltext		De Gruyter (A)	yearbook								P
Nietzsche-Studien	0342-1422	1613-0790	1972-01-01		1	2018-11-15		47	https://www.degruyter.com/openurl?genre=journal&issn=1613-0790		1613-0790		fulltext		De Gruyter	yearbook								P
Nonlinear Engineering	2192-8010	2192-8029	2012-03-20	1	1-2	2016-12-20	5	4	https://www.degruyter.com/openurl?genre=journal&issn=2192-8029		2192-8029		fulltext		De Gruyter	serial								F
Nonprofit Policy Forum	2194-6035	2154-3348	2010-01-01	1	1	2016-12-20	7	4	https://www.degruyter.com/openurl?genre=journal&issn=2154-3348		2154-3348		fulltext		De Gruyter	serial								F
Orientalistische Literaturzeitung	0030-5383	2196-6877	1898-06-20		1	2016-12-15	111	6	https://www.degruyter.com/openurl?genre=journal&issn=2196-6877		2196-6877		fulltext		De Gruyter (A)	serial								P
Österreichische Musikzeitschrift	0029-9316	2307-2970	1946-01-15	1	1	2014-11-22	69	6	https://www.degruyter.com/openurl?genre=journal&issn=2307-2970		2307-2970		fulltext		Böhlau Verlag	serial								P
Paragrana	0938-0116	2196-6885	2008-06-15	17	1	2018-10-30	27	2	https://www.degruyter.com/openurl?genre=journal&issn=2196-6885		2196-6885		fulltext		De Gruyter (A)	serial								P
Peace Economics, Peace Science and Public Policy	1079-2457	1554-8597	1993-01-01	1	1	2018-12-20	24	4	https://www.degruyter.com/openurl?genre=journal&issn=1554-8597		1554-8597		fulltext		De Gruyter	serial								P
Perspektiven der Wirtschaftspolitik	1465-6493	1468-2516	2000-02-20	1	1	2018-12-20	19	4	https://www.degruyter.com/openurl?genre=journal&issn=1468-2516		1468-2516		fulltext		De Gruyter	serial								P
Philologus	0031-7985	2196-7008	1846-06-20		1	2018-11-28	162	2	https://www.degruyter.com/openurl?genre=journal&issn=2196-7008		2196-7008		fulltext		De Gruyter (A)	serial								P
Photonics & Lasers in Medicine	2193-0635	2193-0643	2012-02-28	1	1	2016-11-28	5	4	https://www.degruyter.com/openurl?genre=journal&issn=2193-0643		2193-0643		fulltext		De Gruyter	serial								P
PIK - Praxis der Informationsverarbeitung und Kommunikation	0930-5157	1865-8342	1978-01-01	1	1	2016-09-20	39	3-4	https://www.degruyter.com/openurl?genre=journal&issn=1865-8342		1865-8342		fulltext		De Gruyter	serial								P
Pólemos	2035-5262	2036-4601	2012-07-15	6	1	2018-09-20	12	2	https://www.degruyter.com/openurl?genre=journal&issn=2036-4601		2036-4601		fulltext		De Gruyter	serial								P
POP	2194-6981	2198-0322	2012-09-30	1	1	2018-09-30	7	2	https://www.degruyter.com/openurl?genre=journal&issn=2198-0322		2198-0322		fulltext		transcript Verlag	serial								P
Poznan Studies in Contemporary Linguistics	0137-2459	1897-7499	2007-06-20	43	1	2018-11-15	54	4	https://www.degruyter.com/openurl?genre=journal&issn=1897-7499		1897-7499		fulltext		De Gruyter Mouton	serial								P
Praehistorische Zeitschrift 	0079-4848	1613-0804	1909-01-01	1	Jan	2016-12-15	91	2	https://www.degruyter.com/openurl?genre=journal&issn=1613-0804		1613-0804		fulltext		De Gruyter	serial								P
Praktische Theologie	0946-3518	2198-0462	1966-03-15	1	1	2018-11-13	53	4	https://www.degruyter.com/openurl?genre=journal&issn=2198-0462		2198-0462		fulltext		Gütersloher Verlagshaus	serial								P
Preservation, Digital Technology & Culture (PDT&C)	2195-2957	2195-2965	2013-03-26	42	1	2016-11-20	45	4	https://www.degruyter.com/openurl?genre=journal&issn=2195-2965		2195-2965		fulltext		De Gruyter Saur	serial								P
Probus	0921-4771	1613-4079	1989-01-01	1	1	2018-09-26	30	2	https://www.degruyter.com/openurl?genre=journal&issn=1613-4079		1613-4079		fulltext		De Gruyter Mouton	serial								P
Pteridines	0933-4807	2195-4720	1989-04-20	1	1	2016-12-20	27	3-4	https://www.degruyter.com/openurl?genre=journal&issn=2195-4720		2195-4720		fulltext		De Gruyter	serial								F
Public Health Forum	0944-5587	1876-4851	1993-07-20	1	1	2018-12-20	26	4	https://www.degruyter.com/openurl?genre=journal&issn=1876-4851		1876-4851		fulltext		De Gruyter	serial								P
Pure and Applied Chemistry	0033-4545	1365-3075	1960-04-20	1	1	2016-12-20	88	10-11	https://www.degruyter.com/openurl?genre=journal&issn=1365-3075		1365-3075		fulltext		De Gruyter	serial								P
