Publisher Code,Journal Title,Print ISSN,Electronic ISSN,Publisher,Url,Total Number of articles,First Year in the Licence,First Volume in the Licence,Last Year in the Licence,Last Volume in the Licence
jbs,Journal of Biosocial Science,0021-9320,1469-7599,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=jbs,3219,1969,1,2015,47
jcl,Journal of Child Language,0305-0009,1469-7602,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=jcl,2323,1974,1,2015,42
jcp,International Journal of Cultural Property,0940-7391,1465-7317,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=jcp,854,1992,1,2015,22
jeh,The Journal of Economic History,0022-0507,1471-6372,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=jeh,13024,1941,1,2015,75
jfl,Journal of French Language Studies,0959-2695,1474-0079,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=jfl,1151,1991,1,2015,25
jfp,Journal of Functional Programming,0956-7968,1469-7653,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=jfp,875,1991,1,2015,25
jfq,Journal of Financial and Quantitative Analysis,0022-1090,1756-6916,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=jfq,2833,1966,1,2015,50
jga,The Journal of the Gilded Age and Progressive Era,1537-7814,1943-3557,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=jga,773,2002,1,2015,14
jgc,Australian Journal of Guidance and Counselling,1037-2911,1839-2520,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=jgc,651,1991,1,2015,25
jgl,Journal of Germanic Linguistics,1470-5427,1475-3014,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=jgl,604,1989,1,2015,27
jhl,Journal of Helminthology,0022-149X,1475-2697,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=jhl,4439,1923,1,2015,89
jhs,The Journal of Hellenic Studies,0075-4269,2041-4099,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=jhs,12263,1880,1,2015,135
jia,Journal of the Institute of Actuaries,0020-2681,,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=jia,718,1974,101,1994,121
jie,The Aboriginal Child at School,0310-5822,2049-7784,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=jie,1744,1973,1,2015,44
jis,Journal of the Staple Inn Actuarial Society,0020-269X,,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=jis,1117,1911,1,1993,33
jjp,Japanese Journal of Political Science,1468-1099,1474-0060,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=jjp,518,2000,1,2015,16
jlg,Journal of Linguistic Geography,,2049-7547,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=jlg,20,2013,1,2015,3
jlo,The Journal of Laryngology & Otology,0022-2151,1748-5460,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=jlo,25152,1887,1,2015,129
jlr,Journal of Law and Religion,0748-0814,2163-3088,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=jlr,1318,1983,1,2015,30
jmj,Journal of the Institute of Mathematics of Jussieu,1474-7480,1475-3030,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=jmj,349,2002,1,2015,14
jmo,Journal of Management & Organization,1833-3672,1839-3527,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=jmo,740,1995,1,2015,21
jmr,Journal of Materials Research,0884-2914,2044-5326,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=jmr,11794,1986,1,2015,30
jns,Journal of Nutritional Science,,2048-6790,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=jns,168,2012,1,2015,4
joi,Journal of Institutional Economics,1744-1374,1744-1382,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=joi,353,2005,1,2015,11
jom,Journal of Mechanics,1727-7191,1811-8216,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=jom,890,1998,14,2015,31
jpa,Journal of Paleontology,0022-3360,1937-2337,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=jpa,3765,1986,60,2015,89
jph,Journal of Policy History,0898-0306,1528-4190,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=jph,998,1989,1,2015,27
jpi,Journal of Psychiatric Intensive Care,1742-6464,1744-2206,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=jpi,231,2005,1,2015,11
jpm,Journal of the Plainsong and Mediaeval Music Society,0143-4918,,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=jpm,142,1978,1,1990,13
jps,British Journal of Political Science,0007-1234,1469-2112,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=jps,1739,1971,1,2015,45
jra,Journal of the Royal Asiatic Society of Great Britain & Ireland,0035-869X,1474-0591,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=jra,18058,1834,1,2015,122
jrc,The Australian Journal of Rehabilitation Counselling,1323-8922,1838-6059,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=jrc,334,1995,1,2015,21
jro,Journal of Roman Archaeology,1047-7594,2331-5709,Journal of Roman Archaeology L.L.C.,http://journals.cambridge.org/action/displayJournal?jid=jro,2366,1988,1,2015,28
jrp,Journal of Radiotherapy in Practice,1460-3969,1467-1131,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=jrp,603,1999,1,2015,15
jrr,Journal of Relationships Research,,1838-0956,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=jrr,56,2010,1,2015,6
jrs,Journal of Roman Studies,0075-4358,1753-528X,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=jrs,8473,1911,1,2015,105
jsc,Journal of Smoking Cessation,,1834-2612,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=jsc,196,2006,1,2015,10
jse,Australasian Journal of Special Education,1030-0112,1833-6914,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=jse,103,1977,1,2015,39
jsl,The Journal of Symbolic Logic,0022-4812,1943-5886,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=jsl,12694,1936,1,2015,80
jsp,Journal of Social Policy,0047-2794,1740-2948,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=jsp,39957,1972,1,2015,44
jti,International Journal of Tropical Insect Science,1742-7584,1742-7592,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=jti,2804,1980,1,2015,35
jtp,Journal of Tropical Psychology,,1838-9902,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=jtp,41,2011,1,2015,5
jwe,Journal of Wine Economics,1931-4361,1931-437X,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=jwe,321,2006,1,2015,10
ker,The Knowledge Engineering Review,0269-8889,1469-8005,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=ker,1111,1984,1,2015,30
krv,Kantian Review,1369-4154,2044-2394,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=krv,446,1997,1,2015,20
las,Journal of Latin American Studies,0022-216X,1469-767X,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=las,5096,1969,1,2015,47
lco,Language and Cognition,1866-9808,1866-9859,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=lco,172,2009,1,2015,7
leg,Legal Theory,1352-3252,1469-8048,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=leg,419,1995,1,2015,21
lhr,Law and History Review,0738-2480,1939-9022,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=lhr,2112,1983,1,2015,33
lic,The Lichenologist,0024-2829,1096-1135,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=lic,2710,1958,1,2015,47
lim,Legal Information Management,1472-6696,1741-2021,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=lim,1139,2001,1,2015,15
lin,Journal of Linguistics,0022-2267,1469-7742,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=lin,2472,1965,1,2015,51
lis,Libyan Studies,0263-7189,2052-6148,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=lis,1034,1970,1,2015,46
ljl,Leiden Journal of International Law,0922-1565,1478-9698,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=ljl,1524,1988,1,2015,28
lpb,Laser and Particle Beams,0263-0346,1469-803X,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=lpb,2661,1983,1,2015,33
lsy,Language in Society,0047-4045,1469-8013,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=lsy,3365,1972,1,2015,44
lta,Language Teaching,0261-4448,1475-3049,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=lta,2304,1968,1,2015,48
lvc,Language Variation and Change,0954-3945,1469-8021,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=lvc,478,1989,1,2015,27
mag,The Mathematical Gazette,0025-5572,2056-6328,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=mag,629,2010,94,2015,99
mam,Microscopy and Microanalysis,1431-9276,1435-8115,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=mam,14532,1995,1,2015,21
man,Mathematical Notes,1757-7489,,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=man,332,1909,1,1961,44
mbi,Journal of the Marine Biological Association of the United Kingdom,0025-3154,1469-7769,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=mbi,9516,1887,1,2015,95
mce,Memoirs of the Entomological Society of Canada,0071-075X,,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=mce,562,1955,87,1997,129
mdh,Medical History,0025-7273,2048-8343,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=mdh,7683,1957,1,2015,59
mdy,Macroeconomic Dynamics,1365-1005,1469-8056,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=mdy,952,1997,1,2015,19
mes,International Journal of Middle East Studies,0020-7438,1471-6380,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=mes,5379,1970,1,2015,47
mih,Modern Intellectual History,1479-2443,1479-2451,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=mih,433,2004,1,2015,12
mij,MRS Internet Journal of Nitride Semiconductor Research,1092-5783,,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=mij,218,1996,1,2005,10
moa,The Journal of Modern African Studies,0022-278X,1469-7777,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=moa,4507,1963,1,2015,53
mor,Management and Organization Review,1740-8776,1740-8784,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=mor,483,2005,1,2015,11
mrc,MRS Communications,2159-6859,2159-6867,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=mrc,221,2011,1,2015,5
mre,MRS Energy & Sustainability,2329-2229,2329-2237,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=mre,22,2014,1,2015,2
mrf,International Journal of Microwave and Wireless Technologies,1759-0787,1759-0795,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=mrf,642,2009,1,2015,7
mrs,MRS Bulletin,0883-7694,1938-1425,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=mrs,8594,1974,1,2015,40
msc,Mathematical Structures in Computer Science,0960-1295,1469-8072,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=msc,946,1991,1,2015,25
mtk,Mathematika,0025-5793,2041-7942,London Mathematical Society,http://journals.cambridge.org/action/displayJournal?jid=mtk,1836,1954,1,2015,61
mto,Microscopy Today,1551-9295,2150-3583,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=mto,783,2009,17,2015,23
nav,Journal of Navigation,0373-4633,1469-7785,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=nav,5145,1948,1,2015,68
ncm,Nineteenth-Century Music Review,1479-4098,2044-8414,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=ncm,639,2004,1,2015,12
neu,Acta Neuropsychiatrica,0924-2708,1601-5215,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=neu,1340,1989,1,2015,27
njg,Netherlands Journal of Geosciences,0016-7746,1573-9708,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=njg,215,2009,88,2015,94
njl,Nordic Journal of Linguistics,0332-5865,1502-4717,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=njl,671,1978,1,2015,38
nle,Natural Language Engineering,1351-3249,1469-8110,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=nle,571,1995,1,2015,21
npt,New Perspectives on Turkey,0896-6346,1305-3299,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=npt,704,1987,1,2015,53
nrr,Nutrition Research Reviews,0954-4224,1475-2700,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=nrr,516,1988,1,2015,28
nsy,New Surveys in the Classics,0533-2451,2052-8531,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=nsy,463,1967,1,2012,42
ntq,New Theatre Quarterly,0266-464X,1474-0613,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=ntq,2663,1985,1,2015,31
nts,New Testament Studies,0028-6885,1469-8145,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=nts,3011,1954,1,2015,61
nws,Network Science,2050-1242,2050-1250,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=nws,85,2013,1,2015,3
oba,BSAP Occasional Publication,0263-967X,,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=oba,232,1978,1,1994,18
opr,Cambridge Opera Journal,0954-5867,1474-0621,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=opr,557,1989,1,2015,27
orp,The Australian and New Zealand Journal of Organisational Psychology,,1835-7601,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=orp,43,2008,1,2015,8
orx,Oryx,0030-6053,1365-3008,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=orx,5382,1950,1,2015,49
oso,Organised Sound,1355-7718,1469-8153,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=oso,819,1996,1,2015,20
pab,Paleobiology,0094-8373,1938-5331,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=pab,1557,1975,1,2015,41
pag,Politics & Gender,1743-923X,1743-9248,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=pag,630,2005,1,2015,11
par,Parasitology,0031-1820,1469-8161,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=par,10481,1908,1,2015,142
pas,Publications of the Astronomical Society of Australia,1323-3580,1448-6083,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=pas,958,1997,14,2015,32
pax,Palliative and Supportive Care,1478-9515,1478-9523,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=pax,1038,2003,1,2015,13
pba,Proceedings of the British Society of Animal Production (1972),0308-2296,,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=pba,61,1972,1,1975,4
pch,Papers of the American Society of Church History,1079-9028,,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=pch,241,1889,1,1934,9
pdj,Powder Diffraction,0885-7156,1945-7413,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=pdj,3662,1986,1,2015,30
pdm,Prehospital and Disaster Medicine,1049-023X,1945-1938,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=pdm,5829,1985,1,2015,30
pef,Journal of Pension Economics and Finance,1474-7472,1475-3022,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=pef,550,2002,1,2015,14
pem,Proceedings of the Edinburgh Mathematical Society,0013-0915,1464-3839,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=pem,4342,1883,1,2015,58
pes,Probability in the Engineering and Informational Sciences,0269-9648,1469-8951,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=pes,1178,1987,1,2015,29
pgr,Plant Genetic Resources,1479-2621,1479-263X,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=pgr,569,2003,1,2015,13
phc,Primary Health Care Research & Development,1463-4236,1477-1128,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=phc,764,2000,1,2015,16
phi,Philosophy,0031-8191,1469-817X,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=phi,7879,1926,1,2015,90
phn,Public Health Nutrition,1368-9800,1475-2727,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=phn,4184,1998,1,2015,19
pho,Phonology,0952-6757,1469-8188,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=pho,695,1984,1,2015,32
phs,Royal Institute of Philosophy Supplement,1358-2461,1755-3555,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=phs,1831,1968,1,2015,77
pla,Journal of Plasma Physics,0022-3778,1469-7807,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=pla,4447,1967,1,2015,81
pli,The Cambridge Journal of Postcolonial Literary Inquiry,2052-2614,2052-2622,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=pli,66,2014,1,2015,2
pmm,Plainsong and Medieval Music,0961-1371,1474-0087,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=pmm,443,1992,1,2015,24
pms,Psychological Medicine. Monograph Supplement,0264-1801,,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=pms,185,1982,1,1993,24
pmu,Popular Music,0261-1430,1474-0095,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=pmu,1828,1981,1,2015,34
pns,Proceedings of the Nutrition Society,0029-6651,1475-2719,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=pns,6664,1944,1,2015,74
pnt,Proceedings of the Society of Antiquaries of London,0950-7973,,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=pnt,2095,1849,1,1920,32
pol,Polar Record,0032-2474,1475-3057,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=pol,7757,1931,1,2015,51
pop,Proceedings of the American Political Science Association,1520-8605,,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=pop,241,1905,1,1914,10
ppe,Proceedings of the Prehistoric Society of East Anglia,0958-8418,,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=ppe,461,1911,1,1934,7
ppr,Proceedings of the Prehistoric Society,0079-497X,2050-2729,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=ppr,2313,1935,1,2015,81
pps,Perspectives on Politics,1537-5927,1541-0986,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=pps,4349,2003,1,2015,13
prb,Proceedings of the Royal Society of Edinburgh. Section B. Biological Sciences,0269-7270,,Royal Society of Edinburgh Scotland Foundation,http://journals.cambridge.org/action/displayJournal?jid=prb,1501,1941,61,1996,104
pre,Proceedings of the Royal Society of Edinburgh,0370-1646,,Royal Society of Edinburgh Scotland Foundation,http://journals.cambridge.org/action/displayJournal?jid=pre,5203,1845,1,1940,60
prm,Proceedings of the Royal Society of Edinburgh: Section A Mathematics,0308-2105,1473-7124,Royal Society of Edinburgh Scotland Foundation,http://journals.cambridge.org/action/displayJournal?jid=prm,4123,1941,61,2015,145
prp,Journal of Pacific Rim Psychology,1834-4909,,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=prp,106,2007,1,2015,9
psc,PS: Political Science & Politics,1049-0965,1537-5935,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=psc,8607,1968,1,2015,48
psm,Psychological Medicine,0033-2917,1469-8978,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=psm,10263,1970,1,2015,45
psp,Mathematical Proceedings of the Cambridge Philosophical Society,0305-0041,1469-8064,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=psp,8792,1924,22,2015,159
psr,American Political Science Review,0003-0554,1537-5943,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=psr,30581,1906,1,2015,109
pst,Political Science Teacher,0896-0828,,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=pst,113,1988,1,1990,3
pts,Prospects,0361-2333,1471-6399,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=pts,702,1976,1,2005,30
pup,Journal of Public Policy,0143-814X,1469-7815,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=pup,1154,1981,1,2015,35
pye,Abstracts of Working Papers in Economics,0951-0079,1471-6410,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=pye,661,1986,1,2004,21
qgc,Queensland Journal of Guidance and Counselling,1030-3162,,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=qgc,38,1987,1,1990,4
qrb,Quarterly Reviews of Biophysics,0033-5835,1469-8994,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=qrb,787,1968,1,2015,48
qre,Queensland Review,1321-8166,2049-7792,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=qre,171,1994,1,2015,22
raf,Renewable Agriculture and Food Systems,1742-1705,1742-1713,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=raf,494,2004,19,2015,30
ram,Political Science Research and Methods,2049-8470,2049-8489,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=ram,85,2013,1,2015,3
rap,Politics and Religion,1755-0483,1744-0491,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=rap,554,2008,1,2015,8
rce,International Review of the Red Cross,0020-8604,,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=rce,5624,1961,1,1998,38
rcg,Reviews in Clinical Gerontology,0959-2598,1469-9036,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=rcg,875,1991,1,2015,25
rcs,Revista Internacional de la Cruz Roja,0250-569X,,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=rcs,2535,1976,1,1999,24
rec,ReCALL,0958-3440,1474-0109,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=rec,846,1989,1,2015,27
res,Religious Studies,0034-4125,1469-901X,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=res,3452,1965,1,2015,51
rhc,Camden Fifth Series,0960-1163,1478-5110,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=rhc,675,1993,1,2015,48
rhe,Revista de Historia Económica / Journal of Iberian and Latin American Economic History,0212-6109,2041-3335,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=rhe,1681,1983,1,2015,33
rhf,Camden Fourth Series,0068-6905,,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=rhf,608,1964,1,1992,44
rhn,Camden New Series,,2042-1702,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=rhn,818,1872,1,1901,62
rho,Camden Old Series,,2042-1699,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=rho,1595,1838,1,1872,106
rhr,Camden Third Series,,2042-1710,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=rhr,949,1900,1,1963,94
rht,Transactions of the Royal Historical Society,0080-4401,1474-0648,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=rht,2256,1872,1,2015,40
ris,Review of International Studies,0260-2105,1469-9044,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=ris,1883,1975,1,2015,41
rmr,Reproductive Medicine Review,0962-2799,1469-9028,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=rmr,168,1992,1,2003,11
rms,Review of Middle East Studies,2151-3481,2329-3225,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=rms,52,1967,1,2015,49
rmu,Ramus,0048-671X,2202-932X,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=rmu,552,1972,1,2015,44
rob,Robotica,0263-5747,1469-8668,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=rob,3351,1983,1,2015,33
rom,Papers of the British School at Rome,0068-2462,2045-239X,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=rom,1311,1902,1,2015,83
rop,The Review of Politics,0034-6705,1748-6858,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=rop,6153,1939,1,2015,77
rsl,The Review of Symbolic Logic,1755-0203,1755-0211,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=rsl,323,2008,1,2015,8
ruh,Rural History,0956-7933,1474-0656,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=ruh,682,1990,1,2015,26
sam,Journal of the Society for American Music,1752-1963,1752-1971,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=sam,518,2007,1,2015,9
sap,Studies in American Political Development,0898-588X,1469-8692,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=sap,404,1986,1,2015,29
sea,Journal of Southeast Asian Studies,0022-4634,1474-0680,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=sea,3190,1970,1,2015,46
seh,Journal of Southeast Asian History,0217-7811,,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=seh,508,1960,1,1969,10
sic,Science in Context,0269-8897,1474-0664,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=sic,858,1987,1,2015,28
sip,APSIPA Transactions on Signal and Information Processing,,2048-7703,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=sip,52,2012,1,2015,4
sjp,The Spanish journal of psychology,1138-7416,1988-2904,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=sjp,1051,1998,1,2015,18
sjt,Scottish Journal of Theology,0036-9306,1475-3065,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=sjt,6683,1948,1,2015,68
sla,Studies in Second Language Acquisition,0272-2631,1470-1545,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=sla,2555,1978,1,2015,37
soy,Social Philosophy and Policy,0265-0525,1471-6437,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=soy,832,1983,1,2015,32
spp,South Pacific Journal of Psychology,0257-5434,,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=spp,186,1984,1,2005,16
sps,Social Policy and Society,1474-7464,1475-3073,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=sps,790,2002,1,2015,14
ssr,Seed Science Research,0960-2585,1475-2735,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=ssr,1073,1991,1,2015,25
tam,The Americas,0003-1615,1533-6247,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=tam,8977,1944,1,2015,72
tce,The Canadian Entomologist,0008-347X,1918-3240,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=tce,15870,1868,1,2015,147
tcm,twentieth-century music,1478-5722,1478-5730,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=tcm,251,2004,1,2015,12
tel,Transnational Environmental Law,2047-1025,2047-1033,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=tel,122,2012,1,2015,4
tem,Tempo,0040-2982,1478-2286,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=tem,3773,1939,57,2015,69
tfa,Transactions of the Faculty of Actuaries,0071-3686,,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=tfa,1004,1903,1,1992,44
thc,International Journal of Technology Assessment in Health Care,0266-4623,1471-6348,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=thc,2776,1985,1,2015,31
thg,Twin Research and Human Genetics,1832-4274,1839-2628,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=thg,1621,1998,1,2015,18
thi,Think,1477-1756,1755-1196,Cambridge University Press,http://journals.cambridge.org/action/displayJournal?jid=thi,639,2002,1,2015,14
