journal_id,title,% of articles with this title,eissn,%of articles with this eissn,pissn,%of articles with this pissn,publisher,%of articles with this publisher,url,number of articles,minYear,maxYear,cardinality,missing years,min_volume,max_volume,cardinality-volumes,number of missing volumes
jac,Journal of Antimicrobial Chemotherapy,95.7,1460-2091,100.0,0305-7453,100.0,Oxford University Press,100.0,http://jac.oxfordjournals.org,,1975,2015,41,0,1,70,70,0
jafeco,Journal of African Economies,100.0,1464-3723,100.0,0963-8024,100.0,Oxford University Press,100.0,http://jae.oxfordjournals.org,,1992,2015,24,0,1,24,24,0
jahist,The Journal of American History,72.7,1945-2314,95.5,0021-8723,75.9,Oxford University Press,82.8,http://jah.oxfordjournals.org,,1914,2015,98,4,1,102,101,1
jalsci,Journal of the History of Medicine and Allied Sciences,100.0,1468-4373,100.0,0022-5045,100.0,Oxford University Press,100.0,http://jhmas.oxfordjournals.org,,1946,2015,70,0,1,70,34,36
jamia,Journal of the American Medical Informatics Association,100.0,1527-974X,100.0,1067-5027,100.0,Oxford University Press,75.2,http://jamia.oxfordjournals.org,,1994,2015,22,0,1,22,22,0
japr,Journal of Applied Poultry Research,100.0,1537-0437,100.0,1056-6171,100.0,Oxford University Press,92.5,http://japr.oxfordjournals.org,,1992,2015,24,0,1,24,24,0
jat,Journal of Analytical Toxicology,100.0,1945-2403,100.0,0146-4760,100.0,Oxford University Press,100.0,http://jat.oxfordjournals.org,,1977,2015,39,0,1,39,39,0
jbchem,The Journal of Biochemistry,92.4,-,93.1,0021-924X,100.0,Oxford University Press,100.0,http://jb.oxfordjournals.org,,1922,2015,88,6,1,158,164,-6
jcle,Journal of Competition Law & Economics,78.9,1744-6422,100.0,1744-6414,100.0,Oxford University Press,100.0,http://jcle.oxfordjournals.org,,2015,2015,1,0,11,11,1,0
jconsl,Journal of Conflict and Security Law,100.0,1467-7962,100.0,1467-7954,100.0,Oxford University Press,100.0,http://jcsl.oxfordjournals.org,,2015,2015,1,0,20,20,1,0
jcs,Journal of Church and State,100.0,2040-4867,100.0,0021-969X,100.0,Oxford University Press,100.0,http://jcs.oxfordjournals.org,,1959,2015,57,0,1,57,57,0
jeclap,Journal of European Competition Law & Practice,100.0,2041-7772,100.0,2041-7764,100.0,Oxford University Press,100.0,http://jeclap.oxfordjournals.org,,2015,2015,1,0,6,6,1,0
jee,Journal of Economic Entomology,100.0,1938-291X,100.0,0022-0493,100.0,Oxford University Press,100.0,http://jee.oxfordjournals.org,,1908,2015,16,4,1,108,16,92
jfinec,Journal of Financial Econometrics,100.0,1479-8417,100.0,1479-8409,100.0,Oxford University Press,100.0,http://jfec.oxfordjournals.org,,2015,2015,1,0,13,13,1,0
jhered,Journal of Heredity,96.8,1465-7333,99.8,0022-1503,99.8,Oxford University Press,98.6,http://jhered.oxfordjournals.org,,1910,2015,108,3,1,106,106,0
jhs,The Journal of Hindu Studies,100.0,1756-4263,100.0,1756-4255,100.0,Oxford University Press,100.0,http://jhs.oxfordjournals.org,,2015,2015,1,0,8,8,1,0
jhuman,Journal of Human Rights Practice,100.0,1757-9627,100.0,1757-9619,100.0,Oxford University Press,100.0,http://jhrp.oxfordjournals.org,,2015,2015,1,0,7,7,1,0
jicjus,Journal of International Criminal Justice,100.0,1478-1395,100.0,1478-1387,100.0,Oxford University Press,100.0,http://jicj.oxfordjournals.org,,2015,2015,1,0,13,13,1,0
jid,Journal of Infectious Diseases,66.1,1537-6613,99.1,0022-1899,100.0,Oxford University Press,81.5,http://jid.oxfordjournals.org,,1904,2015,109,3,1,212,225,-13
jids,Journal of International Dispute Settlement,100.0,2040-3593,100.0,2040-3585,100.0,Oxford University Press,100.0,http://jids.oxfordjournals.org,,2015,2015,1,0,6,6,1,0
jielaw,Journal of International Economic Law,100.0,1464-3758,100.0,1369-3034,100.0,Oxford University Press,100.0,http://jiel.oxfordjournals.org,,2015,2015,1,0,18,18,1,0
jiplp,Journal of Intellectual Property Law & Practice,100.0,1747-1540,100.0,1747-1532,100.0,Oxford University Press,100.0,http://jiplp.oxfordjournals.org,,2015,2015,1,0,10,10,1,0
jjco,Japanese Journal of Clinical Oncology,100.0,1465-3621,100.0,0368-2811,70.4,Oxford University Press,92.4,http://jjco.oxfordjournals.org,,1975,2015,45,0,5,45,45,-4
jleorg,"The Journal of Law, Economics, and Organization",41.8,1465-7341,100.0,8756-6222,100.0,Oxford University Press,100.0,http://jleo.oxfordjournals.org,,1985,2015,31,0,1,31,31,0
jlms,Journal of the London Mathematical Society,99.5,1469-7750,99.8,0024-6107,99.8,Oxford University Press,100.0,http://jlms.oxfordjournals.org,,1926,2015,90,0,1,92,92,0
jmammal,Journal of Mammalogy,100.0,1545-1542,87.1,0022-2372,87.1,Oxford University Press,93.9,http://jmammal.oxfordjournals.org,,1919,2015,20,0,1,96,20,76
jmcb,Journal of Molecular Cell Biology,100.0,1759-4685,100.0,1674-2788,100.0,Oxford University Press,100.0,http://jmcb.oxfordjournals.org,,2015,2015,1,0,7,7,1,0
jme,Journal of Medical Entomology,100.0,1938-2928,99.6,0022-2585,100.0,Oxford University Press,100.0,http://jme.oxfordjournals.org,,1964,2015,52,0,1,52,52,0
jmicro,Microscopy,79.5,1477-9986,92.3,0022-0744,92.3,Oxford University Press,100.0,http://jmicro.oxfordjournals.org,,1953,2015,63,0,1,64,64,0
jmp,The Journal of Medicine and Philosophy,73.5,1744-5019,100.0,0360-5310,100.0,Oxford University Press,49.3,http://jmp.oxfordjournals.org,,1976,2015,40,0,1,40,40,0
jmt,Journal of Music Therapy,98.0,2053-7395,100.0,0022-2917,100.0,Oxford University Press,94.8,http://jmt.oxfordjournals.org,,1964,2015,52,0,1,52,52,0
jnci,Journal of the National Cancer Institute,72.8,1460-2105,100.0,0027-8874,100.0,Oxford University Press,100.0,http://jnci.oxfordjournals.org,,1988,2015,76,0,80,107,106,-78
jnlecg,Journal of Economic Geography,100.0,1468-2710,100.0,1468-2702,100.0,Oxford University Press,100.0,http://joeg.oxfordjournals.org,,2015,2015,1,0,15,15,1,0
jopart,Journal of Public Administration Research and Theory,81.8,1477-9803,100.0,1053-1858,100.0,Oxford University Press,99.9,http://jpart.oxfordjournals.org,,1991,2015,25,0,1,25,25,0
jpe,Journal Of Plant Ecology,100.0,1752-993X,100.0,1752-9921,100.0,Oxford University Press,100.0,http://jpe.oxfordjournals.org,,2015,2015,1,0,8,8,1,0
jpepsy,Journal of Pediatric Psychology,98.5,1465-735X,98.3,0146-8693,98.3,Oxford University Press,100.0,http://jpepsy.oxfordjournals.org,,1976,2015,40,0,1,40,40,0
jpids,Journal of the Pediatric Infectious Diseases Society,100.0,2048-7207,100.0,2048-7193,100.0,Oxford University Press,100.0,http://jpids.oxfordjournals.org,,2015,2015,1,0,4,4,1,0
jsh,Journal of Social History,100.0,1527-1897,100.0,0022-4529,99.4,Oxford University Press,100.0,http://jsh.oxfordjournals.org,,1967,2015,49,0,1,49,49,0
jwelb,The Journal of World Energy Law & Business,100.0,1754-9965,100.0,1754-9957,100.0,Oxford University Press,100.0,http://jwelb.oxfordjournals.org,,2015,2015,1,0,8,8,1,0
lawfam,"International Journal of Law, Policy and the Family",94.1,1464-3707,100.0,1360-9939,100.0,Oxford University Press,100.0,http://lawfam.oxfordjournals.org,,1987,2015,29,0,1,29,29,0
lawprj,"Law, Probability and Risk",100.0,1470-840X,100.0,1470-8396,100.0,Oxford University Press,100.0,http://lpr.oxfordjournals.org,,2015,2015,1,0,14,14,1,0
lbaeck,The Leo Baeck Institute Yearbook,94.0,1758-437X,100.0,0075-8744,100.0,Oxford University Press,90.9,http://leobaeck.oxfordjournals.org,,1956,2015,60,0,1,60,60,0
lexico,International Journal of Lexicography,100.0,1477-4577,98.0,0950-3846,98.1,Oxford University Press,100.0,http://ijl.oxfordjournals.org,,1988,2015,28,0,1,28,28,0
libraj,The Library,92.8,-,86.4,0024-2160,99.6,Oxford University Press,100.0,http://library.oxfordjournals.org,,1889,2015,123,4,1,21,19,2
litimag,Literary Imagination,100.0,1752-6566,100.0,1523-9012,100.0,Oxford University Press,100.0,http://litimag.oxfordjournals.org,,2015,2015,1,0,17,17,1,0
litthe,Literature and Theology,99.3,1477-4623,100.0,0269-1205,100.0,Oxford University Press,100.0,http://litthe.oxfordjournals.org,,1987,2015,29,0,1,29,29,0
logcom,Journal of Logic and Computation,100.0,1465-363X,100.0,0955-792X,100.0,Oxford University Press,100.0,http://logcom.oxfordjournals.org,,1990,2015,26,0,1,25,25,0
maghis,OAH Magazine of History,97.0,1938-2340,100.0,0882-228X,100.0,Oxford University Press,85.1,http://maghis.oxfordjournals.org,,1985,2013,29,0,1,27,27,0
medlaw,Medical Law Review,100.0,1464-3790,99.2,0967-0742,99.2,Oxford University Press,100.0,http://medlaw.oxfordjournals.org,,1993,2015,23,0,1,23,23,0
melus,MELUS,89.1,1946-3170,100.0,0163-755X,100.0,Oxford University Press,89.1,http://melus.oxfordjournals.org,,1974,2015,40,2,1,40,40,0
mind,Mind,100.0,1460-2113,100.0,0026-4423,100.0,Oxford University Press,100.0,http://mind.oxfordjournals.org,,1876,2015,138,2,1,124,31,93
mmy,Medical Mycology,100.0,1460-2709,98.7,1369-3786,100.0,Oxford University Press,89.4,http://mmy.oxfordjournals.org,,1998,2015,18,0,36,53,18,0
mnras,Monthly Notices of the Royal Astronomical Society,99.8,1365-2966,99.8,0035-8711,99.8,Oxford University Press,45.6,http://mnras.oxfordjournals.org,,1827,2015,20,0,1,454,164,290
modjud,Modern Judaism - A Journal of Jewish Ideas and Experience,65.7,1086-3273,100.0,0276-1114,98.4,Oxford University Press,100.0,http://mj.oxfordjournals.org,,1981,2015,35,0,1,35,35,0
molbev,Molecular Biology and Evolution,100.0,1537-1719,100.0,0737-4038,100.0,Oxford University Press,100.0,http://mbe.oxfordjournals.org,,2015,2015,1,0,32,32,1,0
molehr,Molecular Human Reproduction,74.7,1460-2407,100.0,1360-9947,100.0,Oxford University Press,100.0,http://molehr.oxfordjournals.org,,1995,2015,21,0,1,21,21,0
mollus,Journal of Molluscan Studies,100.0,1464-3766,100.0,0260-1230,100.0,Oxford University Press,100.0,http://mollus.oxfordjournals.org,,1986,2015,121,2,52,81,81,-51
monist,The Monist,100.0,2153-3601,99.5,0026-9662,99.5,Oxford University Press,100.0,http://monist.oxfordjournals.org,,1890,2015,103,23,1,98,98,0
mspecies,Mammalian Species,100.0,1545-1410,100.0,,nan,Oxford University Press,100.0,http://mspecies.oxfordjournals.org,,1969,2015,1,0,1,47,1,46
mtp,Music Therapy Perspectives,100.0,2053-7387,100.0,0734-6875,100.0,Oxford University Press,90.0,http://mtp.oxfordjournals.org,,1982,2015,32,1,1,33,33,0
mts,Music Theory Spectrum,100.0,1533-8339,100.0,0195-6167,100.0,Oxford University Press,92.7,http://mts.oxfordjournals.org,,1979,2015,37,0,1,37,37,0
musicj,Music and Letters,99.9,1477-4631,100.0,0027-4224,99.7,Oxford University Press,100.0,http://ml.oxfordjournals.org,,1920,2015,96,0,1,96,48,48
musqtl,The Musical Quarterly,100.0,1741-8399,98.7,0027-4631,98.7,Oxford University Press,100.0,http://mq.oxfordjournals.org,,1915,2015,95,6,1,98,26,72
mutage,Mutagenesis,100.0,1464-3804,100.0,0267-8357,100.0,Oxford University Press,100.0,http://mutage.oxfordjournals.org,,1986,2015,30,0,1,30,30,0
nar,Nucleic Acids Research,100.0,1362-4962,100.0,0305-1048,100.0,Oxford University Press,100.0,http://nar.oxfordjournals.org,,1974,2015,20,0,1,93,21,72
ndt,Nephrology Dialysis Transplantation,79.8,1460-2385,100.0,0931-0509,100.0,Oxford University Press,100.0,http://ndt.oxfordjournals.org,,1986,2015,30,0,1,30,30,0
neuonc,Neuro-Oncology,100.0,1523-5866,100.0,1522-8517,100.0,Oxford University Press,100.0,http://neuro-oncology.oxfordjournals.org,,2015,2015,1,0,17,17,1,0
nictob,Nicotine & Tobacco Research,100.0,1469-994X,100.0,1462-2203,100.0,Oxford University Press,100.0,http://ntr.oxfordjournals.org,,2015,2015,1,0,17,17,1,0
notesj,Notes and Queries,100.0,1471-6941,100.0,0029-3970,100.0,Oxford University Press,100.0,http://nq.oxfordjournals.org,,1849,2015,4,0,1,62,4,58
nutritionreviews,Nutrition Reviews,100.0,1753-4887,100.0,0029-6643,100.0,Oxford University Press,100.0,http://nutritionreviews.oxfordjournals.org,,1942,2015,20,0,1,73,20,53
occmed,Occupational Medicine,99.9,1471-8405,100.0,0962-7480,100.0,Oxford University Press,99.2,http://occmed.oxfordjournals.org,,1948,2015,67,1,1,65,65,0
oep,Oxford Economic Papers,100.0,1464-3812,100.0,0030-7653,100.0,Oxford University Press,100.0,http://oep.oxfordjournals.org,,1938,2015,74,4,1,67,67,0
ofid,Open Forum Infectious Diseases,100.0,2328-8957,100.0,,nan,Oxford University Press,100.0,http://ofid.oxfordjournals.org,,2015,2015,1,0,3,3,1,0
ohr,The Oral History Review,83.6,1533-8592,88.4,0094-0798,91.8,Oxford University Press,47.8,http://ohr.oxfordjournals.org,,1973,2015,42,1,1,42,42,0
operaq,The Opera Quarterly,100.0,1476-2870,100.0,0736-0053,100.0,Oxford University Press,100.0,http://oq.oxfordjournals.org,,1983,2015,33,0,1,31,31,0
oxartj,Oxford Art Journal,100.0,1741-7287,96.3,0142-6540,96.3,Oxford University Press,100.0,http://oaj.oxfordjournals.org,,1978,2015,38,0,1,38,38,0
oxjlsj,Oxford Journal of Legal Studies,99.9,1464-3820,100.0,0143-6503,100.0,Oxford University Press,100.0,http://ojls.oxfordjournals.org,,1981,2015,35,0,1,35,35,0
parlij,Parliamentary Affairs,100.0,1460-2482,100.0,0031-2290,100.0,Oxford University Press,100.0,http://pa.oxfordjournals.org,,1947,2015,69,0,1,68,45,23
past,Past & Present,88.1,1477-464X,100.0,0031-2746,100.0,Oxford University Press,99.5,http://past.oxfordjournals.org,,1952,2015,64,0,1,229,239,-10
pcp,Plant and Cell Physiology,100.0,1471-9053,98.1,0032-0781,98.1,Oxford University Press,98.6,http://pcp.oxfordjournals.org,,1959,2015,57,0,1,56,56,0
petroj,Journal of Petrology,99.9,1460-2415,99.7,0022-3530,99.7,Oxford University Press,100.0,http://petrology.oxfordjournals.org,,1960,2015,56,0,1,56,56,0
phe,Public Health Ethics,100.0,1754-9981,100.0,1754-9973,100.0,Oxford University Press,100.0,http://phe.oxfordjournals.org,,2015,2015,1,0,8,8,1,0
philmat,Philosophia Mathematica,100.0,1744-6406,96.7,0031-8019,96.7,Oxford University Press,100.0,http://philmat.oxfordjournals.org,,1964,2015,43,9,1,23,23,0
phisci,The British Journal for the Philosophy of Science,99.6,1464-3537,99.7,0007-0882,99.6,Oxford University Press,100.0,http://bjps.oxfordjournals.org,,1950,2015,66,0,1,66,50,16
plankt,Journal of Plankton Research,100.0,1464-3774,99.6,0142-7873,99.6,Oxford University Press,100.0,http://plankt.oxfordjournals.org,,1979,2015,37,0,1,37,37,0
plms,Proceedings of the London Mathematical Society,99.4,1460-244X,100.0,0024-6115,100.0,Oxford University Press,100.0,http://plms.oxfordjournals.org,,1865,2015,139,12,1,111,111,0
polana,Political Analysis,100.0,1476-4989,99.2,1047-1987,99.2,Oxford University Press,100.0,http://pan.oxfordjournals.org,,1989,2015,24,3,1,23,23,0
policing,Policing: A Journal of Policy and Practice,100.0,1752-4520,100.0,1752-4512,100.0,Oxford University Press,100.0,http://policing.oxfordjournals.org,,2015,2015,1,0,9,9,1,0
poq,Public Opinion Quarterly,99.4,1537-5331,100.0,0033-362X,100.0,Oxford University Press,100.0,http://poq.oxfordjournals.org,,1937,2015,79,0,1,79,79,0
ppar,Public Policy & Aging Report,100.0,2053-4892,100.0,1055-3037,100.0,Oxford University Press,100.0,http://ppar.oxfordjournals.org,,2015,2015,1,0,25,25,1,0
pq,The Philosophical Quarterly,100.0,1467-9213,100.0,0031-8094,100.0,Oxford University Press,96.2,http://pq.oxfordjournals.org,,1950,2015,66,0,1,65,65,0
proeng,"Protein Engineering, Design and Selection",36.6,1741-0134,77.6,1741-0126,69.8,Oxford University Press,100.0,http://peds.oxfordjournals.org,,1986,2015,30,0,1,28,28,0
ps,Poultry Science,100.0,1525-3171,100.0,0032-5791,100.0,Oxford University Press,97.2,http://ps.oxfordjournals.org,,1908,2015,99,9,1,94,94,0
pubjof,Publius: The Journal of Federalism,100.0,1747-7107,100.0,0048-5950,100.0,Oxford University Press,100.0,http://publius.oxfordjournals.org,,1971,2015,45,0,1,45,45,0
pubmed,Journal of Public Health,100.0,1741-3850,100.0,1741-3842,100.0,Oxford University Press,100.0,http://jpubhealth.oxfordjournals.org,,1990,2015,37,0,12,37,37,-11
qje,The Quarterly Journal of Economics,100.0,1531-4650,99.8,0033-5533,99.8,Oxford University Press,95.7,http://qje.oxfordjournals.org,,1933,2015,128,2,48,130,133,-50
qjmamj,The Quarterly Journal of Mechanics and Applied Mathematics,93.2,1464-3855,100.0,0033-5614,100.0,Oxford University Press,100.0,http://qjmam.oxfordjournals.org,,1948,2015,68,0,1,68,68,0
qjmedj,QJM: An International Journal of Medicine,72.7,1460-2393,97.5,1460-2725,97.6,Oxford University Press,100.0,http://qjmed.oxfordjournals.org,,1907,2015,106,3,1,108,108,0
qmathj,The Quarterly Journal of Mathematics,100.0,1464-3847,99.6,0033-5606,98.8,Oxford University Press,100.0,http://qjmath.oxfordjournals.org,,1932,2015,86,0,1,66,66,0
raps,The Review of Asset Pricing Studies,64.9,2045-9939,100.0,2045-9920,100.0,Oxford University Press,100.0,http://raps.oxfordjournals.org,,2011,2015,5,0,1,5,5,0
rcfs,The Review of Corporate Finance Studies,89.5,2046-9136,100.0,2046-9128,100.0,Oxford University Press,100.0,http://rcfs.oxfordjournals.org,,2012,2015,4,0,1,4,4,0
reep,Review of Environmental Economics and Policy,100.0,1750-6824,100.0,1750-6816,100.0,Oxford University Press,100.0,http://reep.oxfordjournals.org,,2015,2015,1,0,9,9,1,0
reflaw,International Journal of Refugee Law,84.7,1464-3715,100.0,0953-8186,100.0,Oxford University Press,100.0,http://ijrl.oxfordjournals.org,,1989,2015,27,0,1,27,27,0
refqtl,Refugee Survey Quarterly,100.0,1471-695X,100.0,1020-4067,100.0,Oxford University Press,100.0,http://rsq.oxfordjournals.org,,1982,2015,34,0,1,34,34,0
refuge,Journal of Refugee Studies,100.0,1471-6925,100.0,0951-6328,100.0,Oxford University Press,100.0,http://jrs.oxfordjournals.org,,1988,2015,28,0,1,28,28,0
restud,The Review of Economic Studies,96.7,1467-937X,100.0,0034-6527,100.0,Oxford University Press,92.1,http://restud.oxfordjournals.org,,1934,2015,83,0,1,82,82,0
rev,Research Evaluation,100.0,1471-5449,100.0,0958-2029,100.0,Oxford University Press,83.1,http://rev.oxfordjournals.org,,1991,2015,24,1,1,24,24,0
revesj,The Review of English Studies,97.9,1471-6968,100.0,0034-6551,100.0,Oxford University Press,99.7,http://res.oxfordjournals.org,,1925,2015,90,1,1,66,19,47
revfin,The Review of Financial Studies,100.0,1465-7368,100.0,0893-9454,100.0,Oxford University Press,100.0,http://rfs.oxfordjournals.org,,2015,2015,1,0,28,28,1,0
rof,Review of Finance,100.0,1573-692X,100.0,1572-3097,100.0,Oxford University Press,100.0,http://rof.oxfordjournals.org,,2015,2015,1,0,19,19,1,0
rpc,"Reports of Patent, Design and Trade Mark Cases",100.0,1756-1000,100.0,0080-1364,100.0,Oxford University Press,100.0,http://rpc.oxfordjournals.org,,2015,2015,1,0,132,132,1,0
rpd,Radiation Protection Dosimetry,100.0,1742-3406,100.0,0144-8420,100.0,Oxford University Press,100.0,http://rpd.oxfordjournals.org,,1981,2015,35,0,1,167,173,-6
scan,Social Cognitive and Affective Neuroscience,100.0,1749-5024,100.0,1749-5016,100.0,Oxford University Press,100.0,http://scan.oxfordjournals.org,,2015,2015,1,0,10,10,1,0
schbul,Schizophrenia Bulletin,100.0,1745-1701,100.0,0586-7614,100.0,Oxford University Press,100.0,http://schizophreniabulletin.oxfordjournals.org,,2015,2015,1,0,41,41,1,0
screen,Screen,100.0,1460-2474,100.0,0036-9546,76.8,Oxford University Press,100.0,http://screen.oxfordjournals.org,,1969,2015,47,0,10,56,47,0
semant,Journal of Semantics,100.0,1477-4593,100.0,0167-5133,100.0,Oxford University Press,100.0,http://jos.oxfordjournals.org,,1982,2015,32,2,1,32,32,0
semitj,Journal of Semitic Studies,100.0,1477-8556,100.0,0022-4480,100.0,Oxford University Press,100.0,http://jss.oxfordjournals.org,,1956,2015,60,0,1,60,35,25
sf,Social Forces,94.9,1534-7605,100.0,0037-7732,94.9,Oxford University Press,96.0,http://sf.oxfordjournals.org,,1922,2015,94,0,1,94,94,0
soceco,Socio-Economic Review,100.0,1475-147X,100.0,1475-1461,100.0,Oxford University Press,100.0,http://ser.oxfordjournals.org,,2015,2015,1,0,13,13,1,0
sochis,Social History of Medicine,100.0,1477-4666,100.0,0951-631X,100.0,Oxford University Press,100.0,http://shm.oxfordjournals.org,,1988,2015,28,0,1,28,28,0
social,The British Journal of Social Work,57.5,1468-263X,100.0,0045-3102,100.0,Oxford University Press,100.0,http://bjsw.oxfordjournals.org,,1971,2015,45,0,1,45,45,0
socpol,"Social Politics: International Studies in Gender, State & Society",60.7,1468-2893,100.0,1072-4745,100.0,Oxford University Press,100.0,http://sp.oxfordjournals.org,,1994,2015,22,0,1,22,22,0
socpro,Social Problems,100.0,1533-8533,100.0,0037-7791,100.0,Oxford University Press,100.0,http://socpro.oxfordjournals.org,,2001,2015,63,0,48,62,61,-46
socrel,Sociological Analysis,51.6,1759-8818,100.0,1069-4404,99.4,Oxford University Press,100.0,http://socrel.oxfordjournals.org,,1964,2015,51,1,25,76,51,1
spp,Science and Public Policy,100.0,1471-5430,100.0,0302-3427,99.0,Oxford University Press,88.3,http://spp.oxfordjournals.org,,1974,2015,42,0,1,42,42,0
ssjapj,Social Science Japan Journal,100.0,1468-2680,100.0,1369-1465,100.0,Oxford University Press,100.0,http://ssjj.oxfordjournals.org,,2015,2015,1,0,18,18,1,0
stalaw,Statute Law Review,100.0,1464-3863,100.0,0144-3593,100.0,Oxford University Press,100.0,http://slr.oxfordjournals.org,,1980,2015,36,0,1,36,36,0
sw,Social Work,100.0,1545-6846,100.0,0037-8046,100.0,Oxford University Press,100.0,http://sw.oxfordjournals.org,,1981,2015,60,0,1,60,60,0
swr,Social Work Research,100.0,1545-6838,100.0,1070-5309,100.0,Oxford University Press,100.0,http://swr.oxfordjournals.org,,1981,2015,22,0,1,39,22,17
swra,Social Work Research and Abstracts,100.0,1001-3412,100.0,0148-0847,100.0,Oxford University Press,100.0,http://swra.oxfordjournals.org,,1977,1992,16,0,13,28,16,0
sysbio,Systematic Biology,100.0,1076-836X,100.0,1063-5157,100.0,Oxford University Press,43.1,http://sysbio.oxfordjournals.org,,1952,2015,20,0,1,64,20,44
tandt,Trusts & Trustees,100.0,1363-1780,64.7,1752-2110,51.5,Oxford University Press,100.0,http://tandt.oxfordjournals.org,,1994,2015,22,0,1,21,21,0
teamat,Teaching Mathematics and its Applications: An International Journal of the IMA,80.1,1471-6976,100.0,0268-3679,100.0,Oxford University Press,100.0,http://teamat.oxfordjournals.org,,1982,2015,34,0,1,34,34,0
theolj,The Journal of Theological Studies,96.7,1477-4607,100.0,0022-5185,100.0,Oxford University Press,100.0,http://jts.oxfordjournals.org,,1899,2015,113,4,1,66,34,32
toxsci,Toxicological Sciences,97.4,1096-0929,100.0,1096-6080,100.0,Oxford University Press,99.8,http://toxsci.oxfordjournals.org,,1981,2015,35,0,1,148,154,-6
tropej,Journal of Tropical Pediatrics,100.0,1465-3664,100.0,0142-6338,100.0,Oxford University Press,100.0,http://tropej.oxfordjournals.org,,1968,2015,61,0,14,61,61,-13
trstmh,Transactions of The Royal Society of Tropical Medicine and Hygiene,100.0,1878-3503,100.0,0035-9203,100.0,Oxford University Press,97.0,http://trstmh.oxfordjournals.org,,1908,2015,105,3,2,109,109,-1
tweceb,Twentieth Century British History,100.0,1477-4674,100.0,0955-2359,100.0,Oxford University Press,100.0,http://tcbh.oxfordjournals.org,,1990,2015,26,0,1,26,26,0
ulr,Uniform Law Review - Revue de droit uniforme,94.3,2050-9065,100.0,1124-3694,100.0,Oxford University Press,100.0,http://ulr.oxfordjournals.org,,1973,2015,42,1,1,22,22,0
wber,The World Bank Economic Review,100.0,1564-698X,100.0,0258-6770,100.0,Oxford University Press,100.0,http://wber.oxfordjournals.org,,1986,2015,30,0,1,29,29,0
wbro,The World Bank Research Observer,100.0,1564-6971,100.0,0257-3032,100.0,Oxford University Press,100.0,http://wbro.oxfordjournals.org,,1986,2015,30,0,1,30,30,0
yel,Yearbook of European Law,100.0,2045-0044,100.0,0263-3264,100.0,Oxford University Press,100.0,http://yel.oxfordjournals.org,,1981,2015,33,2,1,34,34,0
yielaw,Yearbook of International Environmental Law,84.0,2045-0052,100.0,0965-1721,100.0,Oxford University Press,100.0,http://yielaw.oxfordjournals.org,,1991,2014,24,0,1,25,25,0
ywcct,The Year's Work in Critical and Cultural Theory,89.4,1471-681X,95.9,1077-4254,96.2,Oxford University Press,100.0,http://ywcct.oxfordjournals.org,,1991,2015,22,3,1,23,23,0
ywes,The Year's Work in English Studies,72.9,1471-6801,86.0,0084-4144,86.1,Oxford University Press,100.0,http://ywes.oxfordjournals.org,,1919,2015,16,3,1,94,16,78
