Publisher Code,Journal Title,Print ISSN,Electronic ISSN,Publisher,Url,Total Number of articles,First Year in the Licence,First Volume in the Licence,Last Year in the Licence,Last Volume in the Licence
10240,Publications mathématiques de l'IHÉS,0073-8301,1618-1913,Springer,http://link.springer.com/journal/10240,,1959,,2011,
10255,"Acta Mathematicae Applicatae Sinica, English Series",0168-9673,1618-3932,Springer,http://link.springer.com/journal/10255,,1984,,2011,
10257,Information Systems and e-Business Management,1617-9846,1617-9854,Springer,http://link.springer.com/journal/10257,,2005,,2011,
10258,Portuguese Economic Journal,1617-982X,1617-9838,Springer,http://link.springer.com/journal/10258,,2005,,2011,
10260,Statistical Methods and Applications,1618-2510,1613-981X,Springer,http://link.springer.com/journal/10260,,1992,,2011,
10265,Journal of Plant Research,0918-9440,1618-0860,Springer,http://link.springer.com/journal/10265,,1972,,2011,
10266,Odontology,1618-1247,1618-1255,Springer,http://link.springer.com/journal/10266,,2005,,2011,
10270,Software and Systems Modeling,1619-1366,1619-1374,Springer,http://link.springer.com/journal/10270,,2005,,2011,
10272,Intereconomics,0020-5346,1613-964X,Springer,http://link.springer.com/journal/10272,,1966,,2011,
10273,Wirtschaftsdienst,0043-6275,1613-978X,Springer,http://link.springer.com/journal/10273,,2005,,2011,
10278,Journal of Digital Imaging,0897-1889,1618-727X,Springer,http://link.springer.com/journal/10278,,2005,,2011,
10286,Clinical Autonomic Research,0959-9851,1619-1560,Springer,http://link.springer.com/journal/10286,,1991,,2011,
10287,Computational Management Science,1619-697X,1619-6988,Springer,http://link.springer.com/journal/10287,,2005,,2011,
10288,4OR,1619-4500,1614-2411,Springer,http://link.springer.com/journal/10288,,2005,,2011,
10290,Review of World Economics,1610-2878,1610-2886,Springer,http://link.springer.com/journal/10290,,1970,,2011,
10291,GPS Solutions,1080-5370,1521-1886,Springer,http://link.springer.com/journal/10291,,2005,,2011,
10295,Journal of Industrial Microbiology & Biotechnology,1367-5435,1476-5535,Springer,http://link.springer.com/journal/10295,,1986,,2011,
10304,Gynäkologische Endokrinologie,1610-2894,1610-2908,Springer,http://link.springer.com/journal/10304,,2005,,2011,
10308,Asia Europe Journal,1610-2932,1612-1031,Springer,http://link.springer.com/journal/10308,,2005,,2011,
10309,Zeitschrift für Epileptologie,1617-6782,1610-0646,Springer,http://link.springer.com/journal/10309,,2005,,2011,
10310,Journal of Forest Research,1341-6979,1610-7403,Springer,http://link.springer.com/journal/10310,,1996,,2011,
10311,Environmental Chemistry Letters,1610-3653,1610-3661,Springer,http://link.springer.com/journal/10311,,2005,,2011,
10327,Journal of General Plant Pathology,1345-2630,1610-739X,Springer,http://link.springer.com/journal/10327,,2005,,2011,
10329,Primates,0032-8332,1610-7365,Springer,http://link.springer.com/journal/10329,,1957,,2011,
10333,Paddy and Water Environment,1611-2490,1611-2504,Springer,http://link.springer.com/journal/10333,,2005,,2011,
10334,"Magnetic Resonance Materials in Physics, Biology and Medicine",0968-5243,1352-8661,Springer,http://link.springer.com/journal/10334,,1993,,2011,
10336,Journal of Ornithology,2193-7192,2193-7206,Springer,http://link.springer.com/journal/10336,,1853,,2011,
10337,Chromatographia,0009-5893,1612-1112,Springer,http://link.springer.com/journal/10337,,1968,,2011,
10339,Cognitive Processing,1612-4782,1612-4790,Springer,http://link.springer.com/journal/10339,,2005,,2011,
10340,Journal of Pest Science,1612-4758,1612-4766,Springer,http://link.springer.com/journal/10340,,1925,,2011,
10341,Erwerbs-Obstbau,0014-0309,1439-0302,Springer,http://link.springer.com/journal/10341,,2005,,2011,
10342,European Journal of Forest Research,1612-4669,1612-4677,Springer,http://link.springer.com/journal/10342,,1857,,2011,
10343,Gesunde Pflanzen,0367-4223,1439-0345,Springer,http://link.springer.com/journal/10343,,2005,,2011,
10344,European Journal of Wildlife Research,1612-4642,1439-0574,Springer,http://link.springer.com/journal/10344,,1955,,2011,
10346,Landslides,1612-510X,1612-5118,Springer,http://link.springer.com/journal/10346,,2005,,2011,
10347,Facies,0172-9179,1612-4820,Springer,http://link.springer.com/journal/10347,,1979,,2011,
10353,European Surgery,1682-8631,1682-4016,Springer,http://link.springer.com/journal/10353,,1969,,2011,
10354,Wiener Medizinische Wochenschrift,0043-5341,1563-258X,Springer,http://link.springer.com/journal/10354,,2005,,2011,
10357,Natur und Recht,0172-1631,1439-0515,Springer,http://link.springer.com/journal/10357,,2005,,2011,
10368,International Economics and Economic Policy,1612-4804,1612-4812,Springer,http://link.springer.com/journal/10368,,2005,,2011,
10384,Japanese Journal of Ophthalmology,0021-5155,1613-2246,Springer,http://link.springer.com/journal/10384,,2005,,2011,
10388,Esophagus,1612-9059,1612-9067,Springer,http://link.springer.com/journal/10388,,2005,,2011,
10389,Journal of Public Health,0943-1853,1613-2238,Springer,http://link.springer.com/journal/10389,,1993,,2011,
10393,EcoHealth,1612-9202,1612-9210,Springer,http://link.springer.com/journal/10393,,2005,,2011,
10396,Journal of Medical Ultrasonics,1346-4523,1613-2254,Springer,http://link.springer.com/journal/10396,,2005,,2011,
10397,Gynecological Surgery,1613-2076,1613-2084,Springer,http://link.springer.com/journal/10397,,2005,,2011,
10404,Microfluidics and Nanofluidics,1613-4982,1613-4990,Springer,http://link.springer.com/journal/10404,,2005,,2011,
10405,Der Pneumologe,1613-5636,1613-6055,Springer,http://link.springer.com/journal/10405,,2005,,2011,
10409,Acta Mechanica Sinica,0567-7718,1614-3116,Springer,http://link.springer.com/journal/10409,,2005,,2011,
10433,European Journal of Ageing,1613-9372,1613-9380,Springer,http://link.springer.com/journal/10433,,2005,,2011,
10434,Annals of Surgical Oncology,1068-9265,1534-4681,Springer,http://link.springer.com/journal/10434,,1994,,2011,
10436,Annals of Finance,1614-2446,1614-2454,Springer,http://link.springer.com/journal/10436,,2005,,2011,
10437,African Archaeological Review,0263-0338,1572-9842,Springer,http://link.springer.com/journal/10437,,1983,,2011,
10439,Annals of Biomedical Engineering,0090-6964,1573-9686,Springer,http://link.springer.com/journal/10439,,1972,,2011,
10440,Acta Applicandae Mathematicae,0167-8019,1572-9036,Springer,http://link.springer.com/journal/10440,,1983,,2011,
10441,Acta Biotheoretica,0001-5342,1572-8358,Springer,http://link.springer.com/journal/10441,,1935,,2011,
10443,Applied Composite Materials,0929-189X,1573-4897,Springer,http://link.springer.com/journal/10443,,1994,,2011,
10444,Advances in Computational Mathematics,1019-7168,1572-9044,Springer,http://link.springer.com/journal/10444,,1993,,2011,
10447,International Journal for the Advancement of Counselling,0165-0653,1573-3246,Springer,http://link.springer.com/journal/10447,,1978,,2011,
10450,Adsorption,0929-5607,1572-8757,Springer,http://link.springer.com/journal/10450,,1995,,2011,
10451,Advances Contraception,0267-4874,1573-7195,Springer,http://link.springer.com/journal/10451,,1985,,1996,
10452,Aquatic Ecology,1386-2588,1573-5125,Springer,http://link.springer.com/journal/10452,,1968,,2011,
10453,Aerobiologia,0393-5965,1573-3025,Springer,http://link.springer.com/journal/10453,,1985,,2011,
10455,Annals of Global Analysis and Geometry,0232-704X,1572-9060,Springer,http://link.springer.com/journal/10455,,1983,,2011,
10456,Angiogenesis,0969-6970,1573-7209,Springer,http://link.springer.com/journal/10456,,2005,,2011,
10457,Agroforestry Systems,0167-4366,1572-9680,Springer,http://link.springer.com/journal/10457,,1982,,2011,
10458,Autonomous Agents and Multi-Agent Systems,1387-2532,1573-7454,Springer,http://link.springer.com/journal/10458,,2005,,2011,
10459,Advances in Health Sciences Education,1382-4996,1573-1677,Springer,http://link.springer.com/journal/10459,,1996,,2011,
10460,Agriculture and Human Values,0889-048X,1572-8366,Springer,http://link.springer.com/journal/10460,,1984,,2011,
10461,AIDS and Behavior,1090-7165,1573-3254,Springer,http://link.springer.com/journal/10461,,2005,,2011,
10462,Artificial Intelligence Review,0269-2821,1573-7462,Springer,http://link.springer.com/journal/10462,,1986,,2011,
10463,Annals of the Institute of Statistical Mathematics,0020-3157,1572-9052,Springer,http://link.springer.com/journal/10463,,1949,,2011,
10465,American Journal of Dance Therapy,0146-3721,1573-3262,Springer,http://link.springer.com/journal/10465,,1977,,2011,
10468,Algebras and Representation Theory,1386-923X,1572-9079,Springer,http://link.springer.com/journal/10468,,2005,,2011,
10469,Algebra and Logic,0002-5232,1573-8302,Springer,http://link.springer.com/journal/10469,,1968,,2011,
10470,Analog Integrated Circuits and Signal Processing,0925-1030,1573-1979,Springer,http://link.springer.com/journal/10470,,1991,,2011,
10472,Annals of Mathematics and Artificial Intelligence,1012-2443,1573-7470,Springer,http://link.springer.com/journal/10472,,1990,,2011,
10474,Acta Mathematica Hungarica,0236-5294,1588-2632,Springer,http://link.springer.com/journal/10474,,1950,,2011,
10476,Analysis Mathematica,0133-3852,1588-273X,Springer,http://link.springer.com/journal/10476,,1975,,2011,
10479,Annals of Operations Research,0254-5330,1572-9338,Springer,http://link.springer.com/journal/10479,,1984,,2011,
10480,Annals Software Engineering,1022-7091,1573-7489,Springer,http://link.springer.com/journal/10480,,1995,,1996,
10482,Antonie van Leeuwenhoek,0003-6072,1572-9699,Springer,http://link.springer.com/journal/10482,,1934,,2011,
10483,Applied Mathematics and Mechanics,0253-4827,1573-2754,Springer,http://link.springer.com/journal/10483,,1980,,2011,
10484,Applied Psychophysiology and Biofeedback,1090-0586,1573-3270,Springer,http://link.springer.com/journal/10484,,1976,,2011,
10485,Applied Categorical Structures,0927-2852,1572-9095,Springer,http://link.springer.com/journal/10485,,1993,,2011,
10488,Administration and Policy in Mental Health and Mental Health Services Research,0894-587X,1573-3289,Springer,http://link.springer.com/journal/10488,,1973,,2011,
10489,Applied Intelligence,0924-669X,1573-7497,Springer,http://link.springer.com/journal/10489,,1991,,2011,
10490,Asia Pacific Journal of Management,0217-4561,1572-9958,Springer,http://link.springer.com/journal/10490,,1983,,2011,
10492,Applications of Mathematics,0862-7940,1572-9109,Springer,http://link.springer.com/journal/10492,,2005,,2011,
10493,Experimental and Applied Acarology,0168-8162,1572-9702,Springer,http://link.springer.com/journal/10493,,1985,,2011,
10494,"Flow, Turbulence and Combustion",1386-6184,1573-1987,Springer,http://link.springer.com/journal/10494,,1949,,2011,
10495,Apoptosis,1360-8185,1573-675X,Springer,http://link.springer.com/journal/10495,,1996,,2011,
10498,Aquatic Geochemistry,1380-6165,1573-1421,Springer,http://link.springer.com/journal/10498,,1995,,2011,
10499,Aquaculture International,0967-6120,1573-143X,Springer,http://link.springer.com/journal/10499,,1993,,2011,
10502,Archival Science,1389-0166,1573-7519,Springer,http://link.springer.com/journal/10502,,2005,,2011,
10503,Argumentation,0920-427X,1572-8374,Springer,http://link.springer.com/journal/10503,,1987,,2011,
10505,Archives Museum Informatics,1042-1467,1573-7500,Springer,http://link.springer.com/journal/10505,,1987,,1996,
10506,Artificial Intelligence and Law,0924-8463,1572-8382,Springer,http://link.springer.com/journal/10506,,1992,,2011,
10508,Archives of Sexual Behavior,0004-0002,1573-2800,Springer,http://link.springer.com/journal/10508,,1971,,2011,
10509,Astrophysics and Space Science,0004-640X,1572-946X,Springer,http://link.springer.com/journal/10509,,1968,,2011,
10511,Astrophysics,0571-7256,1573-8191,Springer,http://link.springer.com/journal/10511,,1965,,2011,
10512,Atomic Energy,1063-4258,1573-8205,Springer,http://link.springer.com/journal/10512,,1956,,2011,
10514,Autonomous Robots,0929-5593,1573-7527,Springer,http://link.springer.com/journal/10514,,1994,,2011,
10515,Automated Software Engineering,0928-8910,1573-7535,Springer,http://link.springer.com/journal/10515,,1994,,2011,
10516,Axiomathes,1122-1151,1572-8390,Springer,http://link.springer.com/journal/10516,,1993,,2011,
10517,Bulletin of Experimental Biology and Medicine,0007-4888,1573-8221,Springer,http://link.springer.com/journal/10517,,1956,,2011,
10518,Bulletin of Earthquake Engineering,1570-761X,1573-1456,Springer,http://link.springer.com/journal/10518,,2005,,2011,
10519,Behavior Genetics,0001-8244,1573-3297,Springer,http://link.springer.com/journal/10519,,1970,,2011,
10522,Biogerontology,1389-5729,1573-6768,Springer,http://link.springer.com/journal/10522,,2005,,2011,
10526,BioControl,1386-6141,1573-8248,Springer,http://link.springer.com/journal/10526,,1956,,2011,
10527,Biomedical Engineering,0006-3398,1573-8256,Springer,http://link.springer.com/journal/10527,,1967,,2011,
10528,Biochemical Genetics,0006-2928,1573-4927,Springer,http://link.springer.com/journal/10528,,1967,,2011,
10529,Biotechnology Letters,0141-5492,1573-6776,Springer,http://link.springer.com/journal/10529,,1979,,2011,
10530,Biological Invasions,1387-3547,1573-1464,Springer,http://link.springer.com/journal/10530,,2005,,2011,
10531,Biodiversity and Conservation,0960-3115,1572-9710,Springer,http://link.springer.com/journal/10531,,1992,,2011,
10532,Biodegradation,0923-9820,1572-9729,Springer,http://link.springer.com/journal/10532,,1990,,2011,
10533,Biogeochemistry,0168-2563,1573-515X,Springer,http://link.springer.com/journal/10533,,1984,,2011,
10534,BioMetals,0966-0844,1572-8773,Springer,http://link.springer.com/journal/10534,,1988,,2011,
10535,Biologia Plantarum,0006-3134,1573-8264,Springer,http://link.springer.com/journal/10535,,1959,,2011,
10537,Biotherapy,0921-299X,1573-8280,Springer,http://link.springer.com/journal/10537,,1989,,1996,
10539,Biology & Philosophy,0169-3867,1572-8404,Springer,http://link.springer.com/journal/10539,,1986,,2011,
10541,Biochemistry (Moscow),0006-2979,1608-3040,Springer,http://link.springer.com/journal/10541,,2005,,2011,
10542,Biotechnology Techniques,0951-208X,1573-6784,Springer,http://link.springer.com/journal/10542,,1987,,1996,
10543,BIT Numerical Mathematics,0006-3835,1572-9125,Springer,http://link.springer.com/journal/10543,,1961,,2011,
10544,Biomedical Microdevices,1387-2176,1572-8781,Springer,http://link.springer.com/journal/10544,,2005,,2011,
10545,Journal of Inherited Metabolic Disease,0141-8955,1573-2665,Springer,http://link.springer.com/journal/10545,,1978,,2011,
10546,Boundary-Layer Meteorology,0006-8314,1573-1472,Springer,http://link.springer.com/journal/10546,,1970,,2011,
10548,Brain Topography,0896-0267,1573-6792,Springer,http://link.springer.com/journal/10548,,1988,,2011,
10549,Breast Cancer Research and Treatment,0167-6806,1573-7217,Springer,http://link.springer.com/journal/10549,,1981,,2011,
10551,Journal of Business Ethics,0167-4544,1573-0697,Springer,http://link.springer.com/journal/10551,,1982,,2011,
10552,Cancer Causes & Control,0957-5243,1573-7225,Springer,http://link.springer.com/journal/10552,,1990,,2011,
10553,Chemistry and Technology of Fuels and Oils,0009-3092,1573-8310,Springer,http://link.springer.com/journal/10553,,1965,,2011,
10554,The International Journal of Cardiovascular Imaging,1569-5794,1573-0743,Springer,http://link.springer.com/journal/10554,,1985,,2011,
10555,Cancer and Metastasis Reviews,0167-7659,1573-7233,Springer,http://link.springer.com/journal/10555,,1982,,2011,
10556,Chemical and Petroleum Engineering,0009-2355,1573-8329,Springer,http://link.springer.com/journal/10556,,1965,,2011,
10557,Cardiovascular Drugs and Therapy,0920-3206,1573-7241,Springer,http://link.springer.com/journal/10557,,1987,,2011,
10559,Cybernetics and Systems Analysis,1060-0396,1573-8337,Springer,http://link.springer.com/journal/10559,,1965,,2011,
10560,Child and Adolescent Social Work Journal,0738-0151,1573-2797,Springer,http://link.springer.com/journal/10560,,1984,,2011,
10561,Cell and Tissue Banking,1389-9333,1573-6814,Springer,http://link.springer.com/journal/10561,,2005,,2011,
10562,Catalysis Letters,1011-372X,1572-879X,Springer,http://link.springer.com/journal/10562,,1988,,2011,
10563,Catalysis Surveys from Asia,1571-1013,1574-9266,Springer,http://link.springer.com/journal/10563,,2005,,2011,
10565,Cell Biology and Toxicology,0742-2091,1573-6822,Springer,http://link.springer.com/journal/10565,,1984,,2011,
10566,Child & Youth Care Forum,1053-1890,1573-3319,Springer,http://link.springer.com/journal/10566,,1971,,2011,
10567,Clinical Child and Family  Psychology Review,1096-4037,1573-2827,Springer,http://link.springer.com/journal/10567,,2005,,2011,
10569,Celestial Mechanics and Dynamical Astronomy,0923-2958,1572-9478,Springer,http://link.springer.com/journal/10569,,1969,,2011,
10570,Cellulose,0969-0239,1572-882X,Springer,http://link.springer.com/journal/10570,,1994,,2011,
10571,Cellular and Molecular Neurobiology,0272-4340,1573-6830,Springer,http://link.springer.com/journal/10571,,1981,,2011,
10573,"Combustion, Explosion and Shock Waves",0010-5082,1573-8345,Springer,http://link.springer.com/journal/10573,,1965,,2011,
10577,Chromosome Research,0967-3849,1573-6849,Springer,http://link.springer.com/journal/10577,,1993,,2011,
10578,Child Psychiatry & Human Development,0009-398X,1573-3327,Springer,http://link.springer.com/journal/10578,,1970,,2011,
10579,Language Resources and Evaluation,1574-020X,1574-0218,Springer,http://link.springer.com/journal/10579,,1966,,2011,
10582,Czechoslovak Journal Physics,0011-4626,1572-9486,Springer,http://link.springer.com/journal/10582,,1952,,1996,
10583,Children's Literature in Education,0045-6713,1573-1693,Springer,http://link.springer.com/journal/10583,,1970,,2011,
10584,Climatic Change,0165-0009,1573-1480,Springer,http://link.springer.com/journal/10584,,1977,,2011,
10585,Clinical & Experimental Metastasis,0262-0898,1573-7276,Springer,http://link.springer.com/journal/10585,,1983,,2011,
10586,Cluster Computing,1386-7857,1573-7543,Springer,http://link.springer.com/journal/10586,,2005,,2011,
10587,Czechoslovak Mathematical Journal,0011-4642,1572-9141,Springer,http://link.springer.com/journal/10587,,2005,,2011,
10588,Computational and Mathematical Organization Theory,1381-298X,1572-9346,Springer,http://link.springer.com/journal/10588,,1995,,2011,
10589,Computational Optimization and Applications,0926-6003,1573-2894,Springer,http://link.springer.com/journal/10589,,1992,,2011,
10590,Machine Translation,0922-6567,1573-0573,Springer,http://link.springer.com/journal/10590,,1986,,2011,
10591,Contemporary Family Therapy,0892-2764,1573-3335,Springer,http://link.springer.com/journal/10591,,1979,,2011,
10592,Conservation Genetics,1566-0621,1572-9737,Springer,http://link.springer.com/journal/10592,,2005,,2011,
10593,Chemistry of Heterocyclic Compounds,0009-3122,1573-8353,Springer,http://link.springer.com/journal/10593,,1965,,2011,
10595,Colloid Journal,1061-933X,1608-3067,Springer,http://link.springer.com/journal/10595,,2005,,2011,
10596,Computational Geosciences,1420-0597,1573-1499,Springer,http://link.springer.com/journal/10596,,2005,,2011,
10597,Community Mental Health Journal,0010-3853,1573-2789,Springer,http://link.springer.com/journal/10597,,1965,,2011,
10598,Computational Mathematics and Modeling,1046-283X,1573-837X,Springer,http://link.springer.com/journal/10598,,1990,,2011,
10600,Chemistry of Natural Compounds,0009-3130,1573-8388,Springer,http://link.springer.com/journal/10600,,1965,,2011,
10601,Constraints,1383-7133,1572-9354,Springer,http://link.springer.com/journal/10601,,1996,,2011,
10602,Constitutional Political Economy,1043-4062,1572-9966,Springer,http://link.springer.com/journal/10602,,1990,,2011,
10603,Journal of Consumer Policy,0168-7034,1573-0700,Springer,http://link.springer.com/journal/10603,,1977,,2011,
10606,Computer Supported Cooperative Work (CSCW),0925-9724,1573-7551,Springer,http://link.springer.com/journal/10606,,1992,,2011,
10608,Cognitive Therapy and Research,0147-5916,1573-2819,Springer,http://link.springer.com/journal/10608,,1977,,2011,
10609,Criminal Law Forum,1046-8374,1572-9850,Springer,http://link.springer.com/journal/10609,,1989,,2011,
10610,European Journal on Criminal Policy and Research,0928-1371,1572-9869,Springer,http://link.springer.com/journal/10610,,1993,,2011,
10611,"Crime, Law and Social Change",0925-4994,1573-0751,Springer,http://link.springer.com/journal/10611,,1977,,2011,
10612,Critical Criminology,1205-8629,1572-9877,Springer,http://link.springer.com/journal/10612,,1989,,2011,
10614,Computational Economics,0927-7099,1572-9974,Springer,http://link.springer.com/journal/10614,,1988,,2011,
10615,Clinical Social Work Journal,0091-1674,1573-3343,Springer,http://link.springer.com/journal/10615,,1973,,2011,
10616,Cytotechnology,0920-9069,1573-0778,Springer,http://link.springer.com/journal/10616,,1987,,2011,
10617,Design Automation for Embedded Systems,0929-5585,1572-8080,Springer,http://link.springer.com/journal/10617,,1996,,2011,
10618,Data Mining and Knowledge Discovery,1384-5810,1573-756X,Springer,http://link.springer.com/journal/10618,,2005,,2011,
10619,Distributed and Parallel Databases,0926-8782,1573-7578,Springer,http://link.springer.com/journal/10619,,1993,,2011,
10620,Digestive Diseases and Sciences,0163-2116,1573-2568,Springer,http://link.springer.com/journal/10620,,1956,,2011,
10623,"Designs, Codes and Cryptography",0925-1022,1573-7586,Springer,http://link.springer.com/journal/10623,,1991,,2011,
10624,Dialectical Anthropology,0304-4092,1573-0786,Springer,http://link.springer.com/journal/10624,,1975,,2011,
10626,Discrete Event Dynamic Systems,0924-6703,1573-7594,Springer,http://link.springer.com/journal/10626,,1991,,2011,
10631,Doklady Chemistry,0012-5008,1608-3113,Springer,http://link.springer.com/journal/10631,,2005,,2011,
10633,Documenta Ophthalmologica,0012-4486,1573-2622,Springer,http://link.springer.com/journal/10633,,1938,,2011,
10637,Investigational New Drugs,0167-6997,1573-0646,Springer,http://link.springer.com/journal/10637,,1983,,2011,
10638,Dynamics Control,0925-4668,1573-8450,Springer,http://link.springer.com/journal/10638,,1991,,1996,
10639,Education and Information Technologies,1360-2357,1573-7608,Springer,http://link.springer.com/journal/10639,,1996,,2011,
10640,Environmental and Resource Economics,0924-6460,1573-1502,Springer,http://link.springer.com/journal/10640,,1991,,2011,
10641,Environmental Biology of Fishes,0378-1909,1573-5133,Springer,http://link.springer.com/journal/10641,,1976,,2011,
10643,Early Childhood Education Journal,1082-3301,1573-1707,Springer,http://link.springer.com/journal/10643,,1973,,2011,
10644,Economic Change and Restructuring,1573-9414,1574-0277,Springer,http://link.springer.com/journal/10644,,1961,,2011,
10645,De Economist,0013-063X,1572-9982,Springer,http://link.springer.com/journal/10645,,1852,,2011,
10646,Ecotoxicology,0963-9292,1573-3017,Springer,http://link.springer.com/journal/10646,,1992,,2011,
10648,Educational Psychology Review,1040-726X,1573-336X,Springer,http://link.springer.com/journal/10648,,1989,,2011,
10649,Educational Studies in Mathematics,0013-1954,1573-0816,Springer,http://link.springer.com/journal/10649,,1968,,2011,
10651,Environmental and Ecological Statistics,1352-8505,1573-3009,Springer,http://link.springer.com/journal/10651,,1994,,2011,
10652,Environmental Fluid Mechanics,1567-7419,1573-1510,Springer,http://link.springer.com/journal/10652,,2005,,2011,
10653,Environmental Geochemistry and Health,0269-4042,1573-2983,Springer,http://link.springer.com/journal/10653,,1979,,2011,
10654,European Journal of Epidemiology,0393-2990,1573-7284,Springer,http://link.springer.com/journal/10654,,1985,,2011,
10657,European Journal of Law and Economics,0929-1261,1572-9990,Springer,http://link.springer.com/journal/10657,,1994,,2011,
10658,European Journal of Plant Pathology,0929-1873,1573-8469,Springer,http://link.springer.com/journal/10658,,1895,,2011,
10659,Journal of Elasticity,0374-3535,1573-2681,Springer,http://link.springer.com/journal/10659,,1971,,2011,
10660,Electronic Commerce Research,1389-5753,1572-9362,Springer,http://link.springer.com/journal/10660,,2005,,2011,
10661,Environmental Monitoring and Assessment,0167-6369,1573-2959,Springer,http://link.springer.com/journal/10661,,1981,,2011,
10663,Empirica,0340-8744,1573-6911,Springer,http://link.springer.com/journal/10663,,1974,,2011,
10664,Empirical Software Engineering,1382-3256,1573-7616,Springer,http://link.springer.com/journal/10664,,1996,,2011,
10665,Journal of Engineering Mathematics,0022-0833,1573-2703,Springer,http://link.springer.com/journal/10665,,1967,,2011,
10666,Environmental Modeling & Assessment,1420-2026,1573-2967,Springer,http://link.springer.com/journal/10666,,1996,,2011,
10669,Environments Systems and Decisions,2194-5403,2194-5411,Springer,http://link.springer.com/journal/10669,,1981,,2011,
10670,Erkenntnis,0165-0106,1572-8420,Springer,http://link.springer.com/journal/10670,,1930,,2011,
10671,Educational Research for Policy and Practice,1570-2081,1573-1723,Springer,http://link.springer.com/journal/10671,,2005,,2011,
10672,Employee Responsibilities and Rights Journal,0892-7545,1573-3378,Springer,http://link.springer.com/journal/10672,,1988,,2011,
10676,Ethics and Information Technology,1388-1957,1572-8439,Springer,http://link.springer.com/journal/10676,,2005,,2011,
10677,Ethical Theory and Moral Practice,1386-2820,1572-8447,Springer,http://link.springer.com/journal/10677,,2005,,2011,
10680,European Journal of Population / Revue européenne de Démographie,0168-6577,1572-9885,Springer,http://link.springer.com/journal/10680,,1985,,2011,
10681,Euphytica,0014-2336,1573-5060,Springer,http://link.springer.com/journal/10681,,1952,,2011,
10682,Evolutionary Ecology,0269-7653,1573-8477,Springer,http://link.springer.com/journal/10682,,1987,,2011,
10683,Experimental Economics,1386-4157,1573-6938,Springer,http://link.springer.com/journal/10683,,2005,,2011,
10686,Experimental Astronomy,0922-6435,1572-9508,Springer,http://link.springer.com/journal/10686,,1989,,2011,
10687,Extremes,1386-1999,1572-915X,Springer,http://link.springer.com/journal/10687,,2005,,2011,
10688,Functional Analysis and Its Applications,0016-2663,1573-8485,Springer,http://link.springer.com/journal/10688,,1967,,2011,
10689,Familial Cancer,1389-9600,1573-7292,Springer,http://link.springer.com/journal/10689,,2005,,2011,
10690,Asia-Pacific Financial Markets,1387-2834,1573-6946,Springer,http://link.springer.com/journal/10690,,1994,,2011,
10691,Feminist Legal Studies,0966-3622,1572-8455,Springer,http://link.springer.com/journal/10691,,1993,,2011,
10692,Fibre Chemistry,0015-0541,1573-8493,Springer,http://link.springer.com/journal/10692,,1969,,2011,
10693,Journal of Financial Services Research,0920-8550,1573-0735,Springer,http://link.springer.com/journal/10693,,1987,,2011,
10694,Fire Technology,0015-2684,1572-8099,Springer,http://link.springer.com/journal/10694,,1965,,2011,
10695,Fish Physiology and Biochemistry,0920-1742,1573-5168,Springer,http://link.springer.com/journal/10695,,1986,,2011,
10696,Flexible Services and Manufacturing Journal,1936-6582,1936-6590,Springer,http://link.springer.com/journal/10696,,1988,,2011,
10697,Fluid Dynamics,0015-4628,1573-8507,Springer,http://link.springer.com/journal/10697,,1966,,2011,
10698,Foundations of Chemistry,1386-4238,1572-8463,Springer,http://link.springer.com/journal/10698,,2005,,2011,
10699,Foundations of Science,1233-1821,1572-8471,Springer,http://link.springer.com/journal/10699,,2005,,2011,
10700,Fuzzy Optimization and Decision Making,1568-4539,1573-2908,Springer,http://link.springer.com/journal/10700,,2005,,2011,
10701,Foundations of Physics,0015-9018,1572-9516,Springer,http://link.springer.com/journal/10701,,1970,,2011,
10702,Foundations Physics Letters,0894-9875,1572-9524,Springer,http://link.springer.com/journal/10702,,1988,,1996,
10703,Formal Methods in System Design,0925-9856,1572-8102,Springer,http://link.springer.com/journal/10703,,1992,,2011,
10704,International Journal of Fracture,0376-9429,1573-2673,Springer,http://link.springer.com/journal/10704,,1965,,2011,
10705,Nutrient Cycling in Agroecosystems,1385-1314,1573-0867,Springer,http://link.springer.com/journal/10705,,1980,,2011,
10706,Geotechnical and Geological Engineering,0960-3182,1573-1529,Springer,http://link.springer.com/journal/10706,,1983,,2011,
10707,GeoInformatica,1384-6175,1573-7624,Springer,http://link.springer.com/journal/10707,,2005,,2011,
10708,GeoJournal,0343-2521,1572-9893,Springer,http://link.springer.com/journal/10708,,1977,,2011,
10709,Genetica,0016-6707,1573-6857,Springer,http://link.springer.com/journal/10709,,1919,,2011,
10710,Genetic Programming and Evolvable Machines,1389-2576,1573-7632,Springer,http://link.springer.com/journal/10710,,2005,,2011,
10711,Geometriae Dedicata,0046-5755,1572-9168,Springer,http://link.springer.com/journal/10711,,1972,,2011,
10712,Surveys in Geophysics,0169-3298,1573-0956,Springer,http://link.springer.com/journal/10712,,1972,,2011,
10714,General Relativity and Gravitation,0001-7701,1572-9532,Springer,http://link.springer.com/journal/10714,,1970,,2011,
10715,Geriatric Nephrology Urology,0924-8455,1573-7306,Springer,http://link.springer.com/journal/10715,,1991,,1996,
10717,Glass and Ceramics,0361-7610,1573-8515,Springer,http://link.springer.com/journal/10717,,1956,,2011,
10719,Glycoconjugate Journal,0282-0080,1573-4986,Springer,http://link.springer.com/journal/10719,,1984,,2011,
