publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type
Theoretical Inquiries in Law	1565-1509	1565-3404	2000	1		2017	18		https://www.degruyter.com/openurl?genre=journal&issn=1565-3404		1565-3404		fulltext		De Gruyter	serial								P
Theoretical Linguistics	0301-4428	1613-4060	1974	1		2017	43		https://www.degruyter.com/openurl?genre=journal&issn=1613-4060		1613-4060		fulltext		De Gruyter Mouton	serial								P
tm - Technisches Messen	0171-8096	2196-7113	1931			2017	84		https://www.degruyter.com/openurl?genre=journal&issn=2196-7113		2196-7113		fulltext		Oldenbourg Wissenschaftsverlag	serial								P
Trends in Classics	1866-7473	1866-7481	2009	1		2017	9		https://www.degruyter.com/openurl?genre=journal&issn=1866-7481		1866-7481		fulltext		De Gruyter	serial								P
UmsatzsteuerRundschau	0341-8669	2194-4180	2005	54		2017	66		https://www.degruyter.com/openurl?genre=journal&issn=2194-4180		2194-4180		fulltext		Verlag Dr. Otto Schmidt	serial								P
Verkündigung und Forschung	0342-2410	2198-0454	1940	1		2017	62		https://www.degruyter.com/openurl?genre=journal&issn=2198-0454		2198-0454		fulltext		Gütersloher Verlagshaus	serial								P
Vierteljahrshefte für Zeitgeschichte	0042-5702	2196-7121	2005	53		2017	65		https://www.degruyter.com/openurl?genre=journal&issn=2196-7121		2196-7121		fulltext		De Gruyter Oldenbourg	serial								P
Wiener Jahrbuch für Kunstgeschichte	0083-9981	2307-2962	1923			2017			https://www.degruyter.com/openurl?genre=journal&issn=2307-2962		2307-2962		fulltext		Böhlau Verlag	yearbook								P
Wittgenstein-Studien	1868-7431	1868-7458	2010	1		2017			https://www.degruyter.com/openurl?genre=journal&issn=1868-7458		1868-7458		fulltext		De Gruyter	yearbook								P
World Political Science 	2363-4774	2363-4782	2005	1		2017	13		https://www.degruyter.com/openurl?genre=journal&issn=2363-4782		2363-4782		fulltext		De Gruyter	serial								P
Yearbook for European Jewish Literature Studies	2196-6249	2196-6257	2014			2017			https://www.degruyter.com/openurl?genre=journal&issn=2196-6257		2196-6257		fulltext		De Gruyter	yearbook								P
Yearbook of Phraseology	1868-632X	1868-6338	2010			2017			https://www.degruyter.com/openurl?genre=journal&issn=1868-6338		1868-6338		fulltext		De Gruyter	yearbook								P
Yearbook of the German Cognitive Linguistics Association	2197-2788	2197-2796	2013			2017			https://www.degruyter.com/openurl?genre=journal&issn=2197-2796		2197-2796		fulltext		De Gruyter Mouton	yearbook								P
Zeitschrift der Savigny-Stiftung für Rechtsgeschichte: Germanistische Abteilung			1861	1		2017	134		https://www.degruyter.com/openurl?genre=journal&issn=				fulltext			serial								P
Zeitschrift der Savigny-Stiftung für Rechtsgeschichte: Kanonistische Abteilung			1911	1		2017	103		https://www.degruyter.com/openurl?genre=journal&issn=				fulltext			serial								P
Zeitschrift der Savigny-Stiftung für Rechtsgeschichte: Romanistische Abteilung			1880	1		2017	134		https://www.degruyter.com/openurl?genre=journal&issn=				fulltext			serial								P
Zeitschrift für Ägyptische Sprache und Altertumskunde	0044-216X	2196-713X	1863			2017	144		https://www.degruyter.com/openurl?genre=journal&issn=2196-713X		2196-713X		fulltext		De Gruyter (A)	serial								P
Zeitschrift für Angewandte Linguistik	1433-9889	2190-0191	2010			2017			https://www.degruyter.com/openurl?genre=journal&issn=2190-0191		2190-0191		fulltext		De Gruyter Mouton	serial								P
Zeitschrift für Anglistik und Amerikanistik	0044-2305	2196-4726	2004	52		2017	65		https://www.degruyter.com/openurl?genre=journal&issn=2196-4726		2196-4726		fulltext		De Gruyter	serial								P
Zeitschrift für Antikes Christentum / Journal of Ancient Christianity	0949-9571	1612-961X	1997	1		2017	21		https://www.degruyter.com/openurl?genre=journal&issn=1612-961X		1612-961X		fulltext		De Gruyter	serial								P
Zeitschrift für Assyriologie und Vorderasiatische Archäologie     	0084-5299	1613-1150	1886	1		2017	107		https://www.degruyter.com/openurl?genre=journal&issn=1613-1150		1613-1150		fulltext		De Gruyter	serial								P
Zeitschrift für celtische Philologie	0084-5302	1865-889X	1897			2017			https://www.degruyter.com/openurl?genre=journal&issn=1865-889X		1865-889X		fulltext		De Gruyter	yearbook								P
Zeitschrift für das Privatrecht der Europäischen Union	2364-7205	2364-7213	2003	1		2017	14		https://www.degruyter.com/openurl?genre=journal&issn=2364-7213		2364-7213		fulltext		Verlag Dr. Otto Schmidt	serial								P
Zeitschrift für die alttestamentliche Wissenschaft	0044-2526	1613-0103	1881	1		2017	129		https://www.degruyter.com/openurl?genre=journal&issn=1613-0103		1613-0103		fulltext		De Gruyter	serial								P
Zeitschrift für die gesamte Strafrechtswissenschaft      	0084-5310	1612-703X	1882	1		2017	129		https://www.degruyter.com/openurl?genre=journal&issn=1612-703X		1612-703X		fulltext		De Gruyter	serial								P
Zeitschrift für die neutestamentliche Wissenschaft 	0044-2615	1613-009X	1900	1		2017	108		https://www.degruyter.com/openurl?genre=journal&issn=1613-009X		1613-009X		fulltext		De Gruyter	serial								P
Zeitschrift für Evangelische Ethik	0044-2674	2197-912X	1957	1		2017	61		https://www.degruyter.com/openurl?genre=journal&issn=2197-912X		2197-912X		fulltext		Gütersloher Verlagshaus	serial								P
Zeitschrift für germanistische Linguistik	0301-3294	1613-0626	1973	1		2017	45		https://www.degruyter.com/openurl?genre=journal&issn=1613-0626		1613-0626		fulltext		De Gruyter	serial								P
Zeitschrift für interkulturelle Germanistik	1869-3660	2198-0330	2010	1		2017	8		https://www.degruyter.com/openurl?genre=journal&issn=2198-0330		2198-0330		fulltext		transcript-Verlag	serial								P
Zeitschrift für Konfliktmanagement	1439-2127	2194-4210	2005	8		2017	20		https://www.degruyter.com/openurl?genre=journal&issn=2194-4210		2194-4210		fulltext		Verlag Dr. Otto Schmidt	serial								P
Zeitschrift für Kristallographie - Crystalline Materials 	2194-4946	2196-7105	1877			2017	232		https://www.degruyter.com/openurl?genre=journal&issn=2196-7105		2196-7105		fulltext		Oldenbourg Wissenschaftsverlag	serial								P
Zeitschrift für kritische Sozialtheorie und Philosophie	2194-5632	2194-5640	2014	1		2017	4		https://www.degruyter.com/openurl?genre=journal&issn=2194-5640		2194-5640		fulltext		De Gruyter	serial								P
Zeitschrift für Kulturwissenschaften	2197-9103	2197-9111	2007	1		2017	11		https://www.degruyter.com/openurl?genre=journal&issn=2197-9111		2197-9111		fulltext		transcript-Verlag	serial								P
Zeitschrift für Physikalische Chemie	0942-9352	2196-7156	1883			2017	231		https://www.degruyter.com/openurl?genre=journal&issn=2196-7156		2196-7156		fulltext		Oldenbourg Wissenschaftsverlag	serial								P
Zeitschrift für Religionswissenschaft	0943-8610	2194-508X	1993	1		2017	25		https://www.degruyter.com/openurl?genre=journal&issn=2194-508X		2194-508X		fulltext		De Gruyter	serial								P
Zeitschrift für romanische Philologie	0049-8661	1865-9063	1877	1		2017	133		https://www.degruyter.com/openurl?genre=journal&issn=1865-9063		1865-9063		fulltext		De Gruyter	serial								P
Zeitschrift für Slawistik	0044-3506	2196-7016	1956	1		2017	62		https://www.degruyter.com/openurl?genre=journal&issn=2196-7016		2196-7016		fulltext		De Gruyter (A)	serial								P
Zeitschrift für Sprachwissenschaft	0721-9067	1613-3706	1982	1		2017	36		https://www.degruyter.com/openurl?genre=journal&issn=1613-3706		1613-3706		fulltext		De Gruyter	serial								F
Zeitschrift für Unternehmens- und Gesellschaftsrecht	0340-2479	1612-7048	1972	1		2017	46		https://www.degruyter.com/openurl?genre=journal&issn=1612-7048		1612-7048		fulltext		De Gruyter	serial								P
