First Matching Affiliation,First Matching Author,Institution Guess,doi,url to publisher,Metadata path+filename (local),Article Title,Article Subtitle,Authors,Year,Journal Title,All Affiliations,Publisher,Date of Allowed Open Access Publication,Volume,Issue,Start Page,End Page,ISSN (print),ISSN (electronic),Copyright type,Copyright / Licence,Source,Link to Swissbib,Metadata in MARC XML,Metadata in Dublin Core,Metadata in Json-Marc,Comment
"Institute of Bio- and Geosciences, IBG-2: Plant Sciences, Forschungszentrum Jülich GmbH, 52425 Jülich, Germany Present address: Institute of Agricultural Sciences, Swiss Federal Institute of Technology Zurich (ETHZ), Universitätstrasse 2, 8092 Zürich, Switzerland",Achim Walter,ethz,10.1093/jxb/erv290,https://doi.org/10.1093/jxb/erv290,./exbotj.tar.gz/exbotj/abstracts/erv290.xml,Simultaneous effects of leaf irradiance and soil moisture on growth and root system architecture of novel wheat genotypes: implications for phenotyping,,Kerstin A. Nagel;David Bonnett;Robert Furbank;Achim Walter;Ulrich Schurr;Michelle Watt,2015,Journal Of Experimental Botany,"CSIRO Plant Industry, GPO Box 1600, Canberra, ACT, 2601, Australia Institute of Bio- and Geosciences, IBG-2: Plant Sciences, Forschungszentrum Jülich GmbH, 52425 Jülich, Germany E-mail: k.nagel@fz-juelich.de;CSIRO Plant Industry, GPO Box 1600, Canberra, ACT, 2601, Australia Present address: Bayer Crop Science, 90th Street S, Sabin, MN 56580, USA;CSIRO Plant Industry, GPO Box 1600, Canberra, ACT, 2601, Australia Present address: ANU College of Medicine, Biology and Environment, Australian National University, Canberra, ACT, 2601, Australia;Institute of Bio- and Geosciences, IBG-2: Plant Sciences, Forschungszentrum Jülich GmbH, 52425 Jülich, Germany Present address: Institute of Agricultural Sciences, Swiss Federal Institute of Technology Zurich (ETHZ), Universitätstrasse 2, 8092 Zürich, Switzerland;Institute of Bio- and Geosciences, IBG-2: Plant Sciences, Forschungszentrum Jülich GmbH, 52425 Jülich, Germany;CSIRO Plant Industry, GPO Box 1600, Canberra, ACT, 2601, Australia",Oxford University Press,2018-09-01,66,18,5441,5452,0022-0957,1460-2431,creative-commons,"This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/3.0/), which permits unrestricted reuse, distribution, and reproduction in any medium, provided the original work is properly cited.",oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093jxberv290,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093jxberv290&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093jxberv290&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093jxberv290&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Institute of Plant Science, ETH Zürich, 8092, Switzerland",Dominika Przybyla,ethz,10.1093/jxb/erj183,https://doi.org/10.1093/jxb/erj183,./exbotj.tar.gz/exbotj/abstracts/erj183.xml,A genetic approach towards elucidating the biological activity of different reactive oxygen species in Arabidopsis thaliana,,Christophe Laloi;Dominika Przybyla;Klaus Apel,2006,Journal of Experimental Botany,"E-mail: christophe.laloi@ipw.biol.ethz.ch;Institute of Plant Science, ETH Zürich, 8092, Switzerland;Institute of Plant Science, ETH Zürich, 8092, Switzerland",Oxford University Press,,57,8,1719,1724,,1460-2431,copyright,Published by Oxford University Press [2006] on behalf of the Society for Experimental Biology.,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093jxberj183,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093jxberj183&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093jxberj183&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093jxberj183&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"ETHZ, Institute of Terrestrial Ecosystems, Zürich, Switzerland",Rainer Schulin,ethz,10.1093/jxb/ert118,https://doi.org/10.1093/jxb/ert118,./exbotj.tar.gz/exbotj/abstracts/ert118.xml,"Zn uptake, translocation and grain Zn loading in rice (Oryza sativa L.) genotypes selected for Zn deficiency tolerance and high grain Zn",,Somayanda M. Impa;Mark J. Morete;Abdelbagi M. Ismail;Rainer Schulin;Sarah E. Johnson-Beebout,2013,Journal Of Experimental Botany,"Crop and Environmental Sciences Division, International Rice Research Institute, DAPO BOX 7777, Metro Manila, Philippines E-mail: s.impa@irri.org;Crop and Environmental Sciences Division, International Rice Research Institute, DAPO BOX 7777, Metro Manila, Philippines;Crop and Environmental Sciences Division, International Rice Research Institute, DAPO BOX 7777, Metro Manila, Philippines;ETHZ, Institute of Terrestrial Ecosystems, Zürich, Switzerland;Crop and Environmental Sciences Division, International Rice Research Institute, DAPO BOX 7777, Metro Manila, Philippines",Oxford University Press,,64,10,2739,2751,0022-0957,1460-2431,creative-commons,"This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License (http://creativecommons.org/licenses/by-nc/3.0/), which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited.",oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093jxbert118,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093jxbert118&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093jxbert118&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093jxbert118&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Institute of Plant Sciences, Swiss Federal Institute of Technology (ETH) Zürich, Universitätsstrasse 2, 8092 Zürich, Switzerland",Beat Reidy,ethz,10.1093/jexbot/52.362.1847,https://doi.org/10.1093/jexbot/52.362.1847,./exbotj.tar.gz/exbotj/abstracts/521847.xml,Differential expression of XET‐related genes in the leaf elongation zone of F. pratensis,,Beat Reidy;Josef Nösberger;Andrew Fleming,2001,Journal of Experimental Botany,"Institute of Plant Sciences, Swiss Federal Institute of Technology (ETH) Zürich, Universitätsstrasse 2, 8092 Zürich, Switzerland;Institute of Plant Sciences, Swiss Federal Institute of Technology (ETH) Zürich, Universitätsstrasse 2, 8092 Zürich, Switzerland;Institute of Plant Sciences, Swiss Federal Institute of Technology (ETH) Zürich, Universitätsstrasse 2, 8092 Zürich, Switzerland Institute of Plant Sciences, Swiss Federal Institute of Technology (ETH) Zürich, Universitätsstrasse 2, 8092 Zürich, Switzerland",Oxford University Press,,52,362,1847,1856,0022-0957,1460-2431,copyright,© Society for Experimental Biology,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093jexbot523621847,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093jexbot523621847&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093jexbot523621847&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093jexbot523621847&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Institute of Plant Sciences, Swiss Federal Institute of Technology, ETH Zürich, Zürich, Switzerland",Wilhelm Gruissem,ethz,10.1093/jxb/erj130,https://doi.org/10.1093/jxb/erj130,./exbotj.tar.gz/exbotj/abstracts/erj130.xml,Arabidopsis thaliana proteomics: from proteome to genome,,Sacha Baginsky;Wilhelm Gruissem,2006,Journal of Experimental Botany,"E-mail: sacha.baginsky@ipw.biol.ethz.ch;Institute of Plant Sciences, Swiss Federal Institute of Technology, ETH Zürich, Zürich, Switzerland",Oxford University Press,,57,7,1485,1491,,,copyright,"© The Author [2006]. Published by Oxford University Press [on behalf of the Society for Experimental Biology]. All rights reserved. For Permissions, please e-mail: journals.permissions@oxfordjournals.org",oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093jxberj130,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093jxberj130&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093jxberj130&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093jxberj130&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Department of Plant Biology and Forest Genetics, Uppsala BioCenter, Swedish University of Agricultural Sciences and Linnean Center for Plant Biology, SE-75007 Uppsala, Sweden Department of Biology and Zurich-Basel Plant Science Center, ETH Zurich, CH-8092, Zurich, Switzerland E-mail: Lars.Hennig@slu.se",Maria Derkacheva,ethz,10.1093/jxb/ert410,https://doi.org/10.1093/jxb/ert410,./exbotj.tar.gz/exbotj/abstracts/ert410.xml,Variations on a theme: Polycomb group proteins in plants,,Maria Derkacheva;Lars Hennig,2014,Journal Of Experimental Botany,"Department of Plant Biology and Forest Genetics, Uppsala BioCenter, Swedish University of Agricultural Sciences and Linnean Center for Plant Biology, SE-75007 Uppsala, Sweden Department of Biology and Zurich-Basel Plant Science Center, ETH Zurich, CH-8092, Zurich, Switzerland E-mail: Lars.Hennig@slu.se;Department of Plant Biology and Forest Genetics, Uppsala BioCenter, Swedish University of Agricultural Sciences and Linnean Center for Plant Biology, SE-75007 Uppsala, Sweden Department of Biology and Zurich-Basel Plant Science Center, ETH Zurich, CH-8092, Zurich, Switzerland Science for Life Laboratory, SE-75007 Uppsala, Sweden E-mail: Lars.Hennig@slu.se E-mail: Lars.Hennig@slu.se",Oxford University Press,,65,10,2769,2784,0022-0957,1460-2431,copyright,"© The Author 2013. Published by Oxford University Press on behalf of the Society for Experimental Biology. All rights reserved. For permissions, please email: journals.permissions@oup.com",oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093jxbert410,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093jxbert410&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093jxbert410&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093jxbert410&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Institute for Plant Sciences, Swiss Federal Institute of Technology (ETH), CH‐8092, Zürich, Switzerland",Geneviève Anne Frick,ethz,10.1093/jexbot/52.360.1447,https://doi.org/10.1093/jexbot/52.360.1447,./exbotj.tar.gz/exbotj/abstracts/521447.xml,Both light‐dependent protochlorophyllide oxidoreductase A and protochlorophyllide oxidoreductase B are down‐regulated in the slender mutant of barley,,Helen Joan Ougham;Ann Myfanwy Thomas;Barry John Thomas;Geneviève Anne Frick;Gregory Aleksandr Armstrong,2001,Journal of Experimental Botany,"Cell Biology Department, Institute of Grassland and Environmental Research, Plas Gogerddan, Aberystwyth, Ceredigion SY23 3EB, Wales, UK;Cell Biology Department, Institute of Grassland and Environmental Research, Plas Gogerddan, Aberystwyth, Ceredigion SY23 3EB, Wales, UK;Cell Biology Department, Institute of Grassland and Environmental Research, Plas Gogerddan, Aberystwyth, Ceredigion SY23 3EB, Wales, UK;Institute for Plant Sciences, Swiss Federal Institute of Technology (ETH), CH‐8092, Zürich, Switzerland;Institute for Plant Sciences, Swiss Federal Institute of Technology (ETH), CH‐8092, Zürich, Switzerland",Oxford University Press,,52,360,1447,1454,0022-0957,1460-2431,copyright,© Society for Experimental Biology,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093jexbot523601447,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093jexbot523601447&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093jexbot523601447&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093jexbot523601447&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Institute of Plant Sciences, Swiss Federal Institute of Technology, Universitätstrasse 2, 8092 Zurich, Switzerland",Ueli A. Hartwig,ethz,10.1093/jexbot/51.348.1289,https://doi.org/10.1093/jexbot/51.348.1289,./exbotj.tar.gz/exbotj/abstracts/511289.xml,Evidence that P deficiency induces N feedback regulation of symbiotic N2 fixation in white clover (Trifolium repens L.),,JoséP.F. Almeida;Ueli A. Hartwig;Marco Frehner;Josef Nösberger;Andreas Lüscher,2000,Journal of Experimental Botany,"Escola Superior Agrária, I.P., 6000 Castelo Branco, Portugal;Institute of Plant Sciences, Swiss Federal Institute of Technology, Universitätstrasse 2, 8092 Zurich, Switzerland;Institute of Plant Sciences, Swiss Federal Institute of Technology, Universitätstrasse 2, 8092 Zurich, Switzerland;Institute of Plant Sciences, Swiss Federal Institute of Technology, Universitätstrasse 2, 8092 Zurich, Switzerland;Institute of Plant Sciences, Swiss Federal Institute of Technology, Universitätstrasse 2, 8092 Zurich, Switzerland",Oxford University Press,,51,348,1289,1297,0022-0957,1460-2431,copyright,© Oxford University Press,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093jexbot513481289,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093jexbot513481289&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093jexbot513481289&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093jexbot513481289&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Seminar for Statistics, Swiss Federal Institute of Technology, 8092 Zürich, Switzerland Department of Toxicology, University of Würzburg, 97078 Würzburg, Germany, and",Roman W. Lutz,ethz,10.1093/toxsci/kfi200,https://doi.org/10.1093/toxsci/kfi200,./toxsci.tar.gz/toxsci/abstracts/kfi200.xml,"Different Types of Combination Effects for the Induction of Micronuclei in Mouse Lymphoma Cells by Binary Mixtures of the Genotoxic Agents MMS, MNU, and Genistein",,Werner K. Lutz;Oliver Tiedge;Roman W. Lutz;Helga Stopper,2005,Toxicological Sciences,"Department of Toxicology, University of Würzburg, 97078 Würzburg, Germany, and E-mail: lutz@toxi.uni-wuerzburg.de;Department of Toxicology, University of Würzburg, 97078 Würzburg, Germany, and Department of Toxicology, University of Würzburg, 97078 Würzburg, Germany, and;Seminar for Statistics, Swiss Federal Institute of Technology, 8092 Zürich, Switzerland Department of Toxicology, University of Würzburg, 97078 Würzburg, Germany, and;Department of Toxicology, University of Würzburg, 97078 Würzburg, Germany, and Department of Toxicology, University of Würzburg, 97078 Würzburg, Germany, and",Oxford University Press,,86,2,318,323,1096-6080,1096-0929,copyright,"© The Author 2005. Published by Oxford University Press on behalf of the Society of Toxicology. All rights reserved. For Permissions, please email: journals.permissions@oupjournals.org",oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093toxscikfi200,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093toxscikfi200&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093toxscikfi200&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093toxscikfi200&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"*Department of Surgery, University of Wisconsin School of Medicine and Public Health, Madison, Wisconsin 53726, Department of Biology, Institute of Molecular Health Sciences, Swiss Federal Institute of Technology (ETH) Zurich, 8093 Zurich, Switzerland, Divisions of Pharmaceutical Sciences, Molecular and Environmental Toxicology Center, Center for Neuroscience, Waisman Center, University of Wisconsin, Madison, Wisconsin 53705 and Veterans Administration Surgical Services, William S. Middleton Memorial Veterans Hospital, Madison, Wisconsin",Lung-Yi Lee,ethz,10.1093/toxsci/kfu184,https://doi.org/10.1093/toxsci/kfu184,./toxsci.tar.gz/toxsci/abstracts/kfu184.xml,Activation of the Nrf2-ARE Pathway in Hepatocytes Protects Against Steatosis in Nutritionally Induced Non-alcoholic Steatohepatitis in Mice,,Lung-Yi Lee;Ulrike A. Köhler;Li Zhang;Drew Roenneburg;Sabine Werner;Jeffrey A. Johnson;David P. Foley,2014,Toxicological Sciences,"*Department of Surgery, University of Wisconsin School of Medicine and Public Health, Madison, Wisconsin 53726, Department of Biology, Institute of Molecular Health Sciences, Swiss Federal Institute of Technology (ETH) Zurich, 8093 Zurich, Switzerland, Divisions of Pharmaceutical Sciences, Molecular and Environmental Toxicology Center, Center for Neuroscience, Waisman Center, University of Wisconsin, Madison, Wisconsin 53705 and Veterans Administration Surgical Services, William S. Middleton Memorial Veterans Hospital, Madison, Wisconsin;*Department of Surgery, University of Wisconsin School of Medicine and Public Health, Madison, Wisconsin 53726, Department of Biology, Institute of Molecular Health Sciences, Swiss Federal Institute of Technology (ETH) Zurich, 8093 Zurich, Switzerland, Divisions of Pharmaceutical Sciences, Molecular and Environmental Toxicology Center, Center for Neuroscience, Waisman Center, University of Wisconsin, Madison, Wisconsin 53705 and Veterans Administration Surgical Services, William S. Middleton Memorial Veterans Hospital, Madison, Wisconsin;*Department of Surgery, University of Wisconsin School of Medicine and Public Health, Madison, Wisconsin 53726, Department of Biology, Institute of Molecular Health Sciences, Swiss Federal Institute of Technology (ETH) Zurich, 8093 Zurich, Switzerland, Divisions of Pharmaceutical Sciences, Molecular and Environmental Toxicology Center, Center for Neuroscience, Waisman Center, University of Wisconsin, Madison, Wisconsin 53705 and Veterans Administration Surgical Services, William S. Middleton Memorial Veterans Hospital, Madison, Wisconsin;*Department of Surgery, University of Wisconsin School of Medicine and Public Health, Madison, Wisconsin 53726, Department of Biology, Institute of Molecular Health Sciences, Swiss Federal Institute of Technology (ETH) Zurich, 8093 Zurich, Switzerland, Divisions of Pharmaceutical Sciences, Molecular and Environmental Toxicology Center, Center for Neuroscience, Waisman Center, University of Wisconsin, Madison, Wisconsin 53705 and Veterans Administration Surgical Services, William S. Middleton Memorial Veterans Hospital, Madison, Wisconsin;*Department of Surgery, University of Wisconsin School of Medicine and Public Health, Madison, Wisconsin 53726, Department of Biology, Institute of Molecular Health Sciences, Swiss Federal Institute of Technology (ETH) Zurich, 8093 Zurich, Switzerland, Divisions of Pharmaceutical Sciences, Molecular and Environmental Toxicology Center, Center for Neuroscience, Waisman Center, University of Wisconsin, Madison, Wisconsin 53705 and Veterans Administration Surgical Services, William S. Middleton Memorial Veterans Hospital, Madison, Wisconsin;*Department of Surgery, University of Wisconsin School of Medicine and Public Health, Madison, Wisconsin 53726, Department of Biology, Institute of Molecular Health Sciences, Swiss Federal Institute of Technology (ETH) Zurich, 8093 Zurich, Switzerland, Divisions of Pharmaceutical Sciences, Molecular and Environmental Toxicology Center, Center for Neuroscience, Waisman Center, University of Wisconsin, Madison, Wisconsin 53705 and Veterans Administration Surgical Services, William S. Middleton Memorial Veterans Hospital, Madison, Wisconsin;*Department of Surgery, University of Wisconsin School of Medicine and Public Health, Madison, Wisconsin 53726, Department of Biology, Institute of Molecular Health Sciences, Swiss Federal Institute of Technology (ETH) Zurich, 8093 Zurich, Switzerland, Divisions of Pharmaceutical Sciences, Molecular and Environmental Toxicology Center, Center for Neuroscience, Waisman Center, University of Wisconsin, Madison, Wisconsin 53705 and Veterans Administration Surgical Services, William S. Middleton Memorial Veterans Hospital, Madison, Wisconsin E-mail: foley@surgery.wisc.edu",Oxford University Press,2017-12-01,142,2,361,374,1096-6080,1096-0929,copyright,"© The Author 2014. Published by Oxford University Press on behalf of the Society of Toxicology.All rights reserved. For Permissions, please e-mail: journals.permissions@oup.com",oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093toxscikfu184,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093toxscikfu184&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093toxscikfu184&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093toxscikfu184&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
