First Matching Affiliation,First Matching Author,Institution Guess,doi,url to publisher,Metadata path+filename (local),Article Title,Article Subtitle,Authors,Year,Journal Title,All Affiliations,Publisher,Date of Allowed Open Access Publication,Volume,Issue,Start Page,End Page,ISSN (print),ISSN (electronic),Copyright type,Copyright / Licence,Source,Link to Swissbib,Metadata in MARC XML,Metadata in Dublin Core,Metadata in Json-Marc,Comment
"Ifakara Health Research and Development Center, Dar Es Salaam, Tanzania Swiss Tropical Institute, Basel Travel Clinic, Medical Outpatient Clinic, University of Lausanne, Switzerland E-mail: blaise.genton@unibas.ch",Blaise Genton,unibas,10.1086/517837,https://doi.org/10.1086/517837,./cid/cid44-11/abstracts/44-11-1520.xml,Evidence of Efficacy Is Not Enough to Develop Recommendations: Antibiotics for Treatment of Traveler's Diarrhea,,,2007,Clinical Infectious Diseases,,The University of Chicago Press,,44,11,1520,1520,1058-4838,1537-6591,copyright,© 2007 by the Infectious Diseases Society of America,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101086517837,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101086517837&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101086517837&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101086517837&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Department of Pediatrics, University Children's Hospital, Basel, Switzerland",Urs B. Schaad,unibas,10.1086/341900,https://doi.org/10.1086/341900,./cid/cid35-6/abstracts/35-6-721.xml,The Battle against Emerging Antibiotic Resistance: Should Fluoroquinolones Be Used to Treat Children?,,,2002,Clinical Infectious Diseases,,The University of Chicago Press,,35,6,721,727,1058-4838,1537-6591,copyright,© 2002 by the Infectious Diseases Society of America,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101086341900,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101086341900&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101086341900&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101086341900&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Physical Biosciences Division, Lawrence Berkeley National Laboratory, MS 972R525, Berkeley, CA 94720, USA, Information and Computational Sciences, The James Hutton Institute, Dundee DD2 5DA, UK, Bioinformatics Core, Harvard School of Public Health, Boston, MA 02115, USA, The Computational Biology Institute, George Washington University, Washington, DC 20052, USA, Bioinformatics Department, Friedrich Miescher Institute for Biomedical Research, Maulbeerstrasse 66, 4058 Basel, Switzerland and National Evolutionary Synthesis Center (NESCent), Durham, NC 27705, USA *To whom correspondence should be addressed.",Nomi L. Harris,unibas,10.1093/bioinformatics/btu413,https://doi.org/10.1093/bioinformatics/btu413,./bioinformatics/bioinformatics31-2/abstracts/btu413.xml,The Bioinformatics Open Source Conference (BOSC) 2013,,,2015,Bioinformatics,,Oxford University Press,2018-01-15,31,2,299,300,1367-4803,1460-2059,copyright,Published by Oxford University Press 2014. This work is written by US Government employees and is in the public domain in the US.,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093bioinformaticsbtu413,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093bioinformaticsbtu413&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093bioinformaticsbtu413&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093bioinformaticsbtu413&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Institute of Plant Biology and Zürich-Basel Plant Science Center, University of Zurich, 8008 Zürich, Switzerland *To whom correspondence should be addressed.",Marc W. Schmid,unibas,10.1093/bioinformatics/btu680,https://doi.org/10.1093/bioinformatics/btu680,./bioinformatics/bioinformatics31-3/abstracts/btu680.xml,Rcount: simple and flexible RNA-Seq read counting,,,2015,Bioinformatics,,Oxford University Press,2018-02-01,31,3,436,437,1367-4803,1460-2059,copyright,"© The Author 2014. Published by Oxford University Press. All rights reserved. For Permissions, please e-mail: journals.permissions@oup.com",oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093bioinformaticsbtu680,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093bioinformaticsbtu680&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093bioinformaticsbtu680&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093bioinformaticsbtu680&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Université de Franche-Comié, Laboratoire d′Informatique de Besançon, Unité Associée, CNRS No. 822, 16 route de Gray, F-25030 Besançon, France, Mattenstrasse 22, PO Box 2543, CH-4002 Basel, Switzerland, 4-rue des Frères Lumière, F-68093 Mulhouse, France",Didier G. Arquès,unibas,10.1093/bioinformatics/8.1.5,https://doi.org/10.1093/bioinformatics/8.1.5,./bioinformatics/bioinformatics8-1/abstracts/8-1-5.xml,Analysis of Gene Evolution: the software AGE,,,1992,Bioinformatics,,Oxford University Press,,8,1,5,14,1367-4803,1460-2059,copyright,© Oxford University Press,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093bioinformatics815,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093bioinformatics815&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093bioinformatics815&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093bioinformatics815&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Friedrich-Schiller-University Jena, Faculty of Mathematics und Computer Science, Leutragraben 1, 07743 Jena, Germany, Department of Biosystems Science and Engineering, ETH Zurich, Mattenstrasse 26, SIB Swiss Institute of Bioinformatics, CH-4058 Basel, Switzerland, Universitätsklinikum Bonn, Institut für Virologie, Sigmund-Freud-Str. 25, 53127 Bonn, Technische Universität Muenchen, Wissenschaftszentrum Weihenstephan, Am Forum 1, 85354 Freising, Helmholtz Center Munich–German Research Center for Environmental Health (GmbH), Institute of Bioinformatics and Systems Biology, Ingolstädter Landstraße 1, D-85764 Neuherberg, Germany, Moscow Institute of Physics and Technology, Institutskii Per. 9, Moscow Region, Dolgoprudny 141700, Russia, Institut für theoretische Chemie, Universität Wien, Währingerstraße 17, A-1090 Wien, Austria, Institute of Virology, Technical University of Munich, Trogerstr. 30, 81675 München, Germany, University of Leipzig, Faculty of Mathematics and Computer Science, Institute for Computer Science, Augustusplatz 10, 04109 Leipzig, Germany, Division of Computational Systems Biology, Department of Microbiology and Ecosystem Science, Universität Wien, Althanstraße 14, 1090 Wien, Austria, Department of Computer Science and Interdisciplinary Center of Bioinformatics, University of Leipzig, Härtelstraße 16-18, D-04107 Leipzig, Max Planck Institute for Mathematics in the Sciences, Inselstraße 22, D-04103 Leipzig, Germany and The Santa Fe Institute, 1399 Hyde Park Rd., Santa Fe, NM 87501, USA *To whom correspondence should be addressed.",Manja Marz,unibas,10.1093/bioinformatics/btu105,https://doi.org/10.1093/bioinformatics/btu105,./bioinformatics/bioinformatics30-13/abstracts/btu105.xml,Challenges in RNA virus bioinformatics,,,2014,Bioinformatics,,Oxford University Press,2017-07-01,30,13,1793,1799,1367-4803,1460-2059,copyright,"© The Author 2014. Published by Oxford University Press. All rights reserved. For Permissions, please e-mail: journals.permissions@oup.com",oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093bioinformaticsbtu105,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093bioinformaticsbtu105&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093bioinformaticsbtu105&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093bioinformaticsbtu105&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Biocomputing, Biozentrum der Universitaet, CH 4056 Basel, Switzerland",R. Doelz,unibas,10.1093/bioinformatics/10.1.31,https://doi.org/10.1093/bioinformatics/10.1.31,./bioinformatics/bioinformatics10-1/abstracts/10-1-31.xml,Hierarchical Access System for Sequence Libraries in Europe (HASSLE): a tool to access sequence databases remotely,,,1994,Bioinformatics,,Oxford University Press,,10,1,31,34,1367-4803,1460-2059,copyright,© Oxford University Press,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093bioinformatics10131,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093bioinformatics10131&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093bioinformatics10131&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093bioinformatics10131&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Division of Cardiac Surgery, University Hospital Basel, CH-4031 Basel, Switzerland",O. Reuthebuch,unibas,10.1093/bja/aeu364,https://doi.org/10.1093/bja/aeu364,./BJAINT/bjaint114-2/abstracts/aeu364.xml,Perioperative administration of fibrinogen does not increase adverse cardiac and thromboembolic events after cardiac surgery,,,2015,British Journal of Anaesthesia,,Oxford University Press,2018-02-01,114,2,225,234,0007-0912,1471-6771,copyright,"© The Author 2014. Published by Oxford University Press on behalf of the British Journal of Anaesthesia. All rights reserved. For Permissions, please email: journals.permissions@oup.com",oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093bjaaeu364,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093bjaaeu364&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093bjaaeu364&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093bjaaeu364&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Division of Cardiology, University Hospital, Basel, Switzerland Address for correspondence: M. Pfisterer M.D., F.E.S.C., Division of Cardiology, Department of Internal Medicine. University Hospital, CH-4031 Basel, Switzerland.",M. PFISTERER,unibas,10.1093/oxfordjournals.eurheartj.a059871,https://doi.org/10.1093/oxfordjournals.eurheartj.a059871,./eurheartj/eurheartj12-2/abstracts/12-2-214.xml,Prolonged myocardial stunning after thrombolysis: can left ventricular function be assessed definitely at hospital discharge?,,,1991,European Heart Journal,,Oxford University Press,,12,2,214,217,0195-668X,1522-9645,copyright,© 1991 The European Society of Cardiology,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093oxfordjournalseurheartja059871,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093oxfordjournalseurheartja059871&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093oxfordjournalseurheartja059871&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093oxfordjournalseurheartja059871&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Division of Cardiology, Department of Medicine, University Hospital, 4031 Basel, Switzerland",P. Erne,unibas,10.1093/eurheartj/8.suppl_K.49,https://doi.org/10.1093/eurheartj/8.suppl_K.49,./eurheartj/eurheartj8-suppl_K/abstracts/8-suppl_K-49.xml,"Calcium antagonist induced vasodilation in peripheral, coronary and cerebral vasculature as important factors in the treatment of elderly hypertensives",,,1987,European Heart Journal,,Oxford University Press,,8,,49,56,0195-668X,1522-9645,copyright,© 1987 The European Society of Cardiology,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093eurheartj8suppl_K49,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093eurheartj8suppl_K49&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093eurheartj8suppl_K49&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093eurheartj8suppl_K49&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Department of Anesthesia, University of Basell Kantonsspit, CH-4031 Basel, Switzerland",K. Skarvan,unibas,10.1093/eurheartj/8.suppl_L.123,https://doi.org/10.1093/eurheartj/8.suppl_L.123,./eurheartj/eurheartj8-suppl_L/abstracts/8-suppl_L-123.xml,Value of a specific bradycardic agent in cardiac surgery compared to placebo,,,1987,European Heart Journal,,Oxford University Press,,8,,123,129,0195-668X,1522-9645,copyright,© 1987 The European Society of Cardiology,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093eurheartj8suppl_L123,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093eurheartj8suppl_L123&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093eurheartj8suppl_L123&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093eurheartj8suppl_L123&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Friedrich Miescher-Institute, PO Box 2543, CH-4002 Basel, Switzerland, Dundee DD1 9SY, UK, D-66421 Homburg/Saar, Germany E-mail: jost@fmi.ch",Jean-Pierre Jost,unibas,10.1093/nar/27.16.3245,https://doi.org/10.1093/nar/27.16.3245,./NAR/nar27-16/abstracts/27-16-3245.xml,A chicken embryo protein related to the mammalian DEAD box protein p68 is tightly associated with the highly purified protein-RNA complex of 5-MeC-DNA glycosylase,,,1999,Nucleic Acids Research,,Oxford University Press,,27,16,3245,3252,0305-1048,1362-4962,copyright,© 1999 Oxford University Press,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093nar27163245,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093nar27163245&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093nar27163245&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093nar27163245&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Division of Cardiology, Department of Medicine, University Hospital Basel, Switzerland",L. Linder,unibas,10.1093/eurheartj/14.suppl_C.5,https://doi.org/10.1093/eurheartj/14.suppl_C.5,./eurheartj/eurheartj14-suppl_C/abstracts/14-suppl_C-5.xml,Effects of angiotensin converting enzyme inhibition on endothelial vasodilator function in primary human hypertension,,,1993,European Heart Journal,,Oxford University Press,,14,,5,9,0195-668X,1522-9645,copyright,© 1993 The European Society of Cardiology,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093eurheartj14suppl_C5,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093eurheartj14suppl_C5&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093eurheartj14suppl_C5&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093eurheartj14suppl_C5&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Division of Cardiology, Department of Internal Medicine and Division of Cardiac and Thoracic Surgery, Department of Surgery, University Hospital Basel, Switzerland",S. VOGT,unibas,10.1093/oxfordjournals.eurheartj.a059763,https://doi.org/10.1093/oxfordjournals.eurheartj.a059763,./eurheartj/eurheartj11-7/abstracts/11-7-583.xml,Heart valve replacement with the Björk-Shiley and St Jude Medical prostheses: A randomized comparison in 178 patients,,,1990,European Heart Journal,,Oxford University Press,,11,7,583,591,0195-668X,1522-9645,copyright,© 1990 The European Society of Cardiology,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093oxfordjournalseurheartja059763,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093oxfordjournalseurheartja059763&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093oxfordjournalseurheartja059763&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093oxfordjournalseurheartja059763&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Biozentrum, Department of Cell Biology, Klingelbergstrasse 70, CH-4056 Basel, Switzerland *To whom correspondence should be addressed",Ruedi Ackermann,unibas,10.1093/nar/24.12.2452,https://doi.org/10.1093/nar/24.12.2452,./NAR/nar24-12/abstracts/24-12-2452.xml,A Strong Ubiquitous Promoter-Enhancer for Development and Aging of Drosophila melanogaster,,,1996,Nucleic Acids Research,,Oxford University Press,,24,12,2452,2453,0305-1048,1362-4962,copyright,© 1996 Oxford University Press,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093nar24122452,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093nar24122452&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093nar24122452&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093nar24122452&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Friedrich Miescher Institut, PO Box 2543, CH-4002, Basel, Switzerland",Yongliang Liu,unibas,10.1093/nar/24.14.2718,https://doi.org/10.1093/nar/24.14.2718,./NAR/nar24-14/abstracts/24-14-2718.xml,In Differentiating Mouse Myoblasts DNA Methyltransferase Is Posttranscriptionally and Posttranslationally Regulated,,,1996,Nucleic Acids Research,,Oxford University Press,,24,14,2718,2722,0305-1048,1362-4962,copyright,© 1996 Oxford University Press,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093nar24142718,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093nar24142718&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093nar24142718&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093nar24142718&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
