First Matching Affiliation,First Matching Author,Institution Guess,doi,url to publisher,Metadata path+filename (local),Article Title,Article Subtitle,Authors,Year,Journal Title,All Affiliations,Publisher,Date of Allowed Open Access Publication,Volume,Issue,Start Page,End Page,ISSN (print),ISSN (electronic),Copyright type,Copyright / Licence,Source,Link to Swissbib,Metadata in MARC XML,Metadata in Dublin Core,Metadata in Json-Marc,Comment
"Groupe de Statistique, Université de Neuchâtel, Espace de l'Europe 4, Case postale 805, 2002 Neuchâtel, Switzerland Laboratoire de Statistique d'Enquête, CREST-ENSAI, École Nationale de la Statistique et de l'Analyse de l'Information, rue Blaise Pascal, Campus de Ker Lann, 35170 Bruz, France","Tillé, Yves",unine,10.1093/biomet/91.4.893,https://doi.org/10.1093/biomet/91.4.893,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/biomet/914893.pdf,Efficient balanced sampling: The cube method,,"Deville, Jean-Claude;Tillé, Yves",2004,Biometrika,"Laboratoire de Statistique d'Enquête, CREST-ENSAI, École Nationale de la Statistique et de l'Analyse de l'Information, rue Blaise Pascal, Campus de Ker Lann, 35170 Bruz, France Laboratoire de Statistique d'Enquête, CREST-ENSAI, École Nationale de la Statistique et de l'Analyse de l'Information, rue Blaise Pascal, Campus de Ker Lann, 35170 Bruz, France;Groupe de Statistique, Université de Neuchâtel, Espace de l'Europe 4, Case postale 805, 2002 Neuchâtel, Switzerland Laboratoire de Statistique d'Enquête, CREST-ENSAI, École Nationale de la Statistique et de l'Analyse de l'Information, rue Blaise Pascal, Campus de Ker Lann, 35170 Bruz, France",Oxford University Press,,91,4,893,912,0006-3444,1464-3510,copyright,© 2004 Biometrika Trust,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093biomet914893,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093biomet914893&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093biomet914893&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093biomet914893&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"IBM T.J. Watson Research Center, Computational Biology Center, Yorktown Heights, NY 10003, USA, Philip Morris International R&D, Philip Morris Products S.A., 2000 Neuchâtel, Switzerland, Telethon Institute of Genetics and Medicine, Via Pietro Castellino, 111, 80131 Naples, Italy, ProtATonce Ltd, Scientific Park Lefkippos, Patriarchou Grigoriou & Neapoleos 15343 Ag. Paraskevi, Attiki and National Technical University of Athens, Heroon Polytechniou 9, Zografou 15780, Greece","Rhrissorrakrai, Kahn",unine,10.1093/bioinformatics/btu611,https://doi.org/10.1093/bioinformatics/btu611,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/bioinformatics/btu611.pdf,Understanding the limits of animal models as predictors of human biology: lessons learned from the sbv IMPROVER Species Translation Challenge,,"Rhrissorrakrai, Kahn;Belcastro, Vincenzo;Bilal, Erhan;Norel, Raquel;Poussin, Carine;Mathis, Carole;Dulize, Rémi H. J.;Ivanov, Nikolai V.;Alexopoulos, Leonidas;Jeremy Rice, J.;Peitsch, Manuel C.;Stolovitzky, Gustavo;Meyer, Pablo;Hoeng, Julia",2015,Bioinformatics,"IBM T.J. Watson Research Center, Computational Biology Center, Yorktown Heights, NY 10003, USA, Philip Morris International R&D, Philip Morris Products S.A., 2000 Neuchâtel, Switzerland, Telethon Institute of Genetics and Medicine, Via Pietro Castellino, 111, 80131 Naples, Italy, ProtATonce Ltd, Scientific Park Lefkippos, Patriarchou Grigoriou & Neapoleos 15343 Ag. Paraskevi, Attiki and National Technical University of Athens, Heroon Polytechniou 9, Zografou 15780, Greece;IBM T.J. Watson Research Center, Computational Biology Center, Yorktown Heights, NY 10003, USA, Philip Morris International R&D, Philip Morris Products S.A., 2000 Neuchâtel, Switzerland, Telethon Institute of Genetics and Medicine, Via Pietro Castellino, 111, 80131 Naples, Italy, ProtATonce Ltd, Scientific Park Lefkippos, Patriarchou Grigoriou & Neapoleos 15343 Ag. Paraskevi, Attiki and National Technical University of Athens, Heroon Polytechniou 9, Zografou 15780, Greece;IBM T.J. Watson Research Center, Computational Biology Center, Yorktown Heights, NY 10003, USA, Philip Morris International R&D, Philip Morris Products S.A., 2000 Neuchâtel, Switzerland, Telethon Institute of Genetics and Medicine, Via Pietro Castellino, 111, 80131 Naples, Italy, ProtATonce Ltd, Scientific Park Lefkippos, Patriarchou Grigoriou & Neapoleos 15343 Ag. Paraskevi, Attiki and National Technical University of Athens, Heroon Polytechniou 9, Zografou 15780, Greece;IBM T.J. Watson Research Center, Computational Biology Center, Yorktown Heights, NY 10003, USA, Philip Morris International R&D, Philip Morris Products S.A., 2000 Neuchâtel, Switzerland, Telethon Institute of Genetics and Medicine, Via Pietro Castellino, 111, 80131 Naples, Italy, ProtATonce Ltd, Scientific Park Lefkippos, Patriarchou Grigoriou & Neapoleos 15343 Ag. Paraskevi, Attiki and National Technical University of Athens, Heroon Polytechniou 9, Zografou 15780, Greece;IBM T.J. Watson Research Center, Computational Biology Center, Yorktown Heights, NY 10003, USA, Philip Morris International R&D, Philip Morris Products S.A., 2000 Neuchâtel, Switzerland, Telethon Institute of Genetics and Medicine, Via Pietro Castellino, 111, 80131 Naples, Italy, ProtATonce Ltd, Scientific Park Lefkippos, Patriarchou Grigoriou & Neapoleos 15343 Ag. Paraskevi, Attiki and National Technical University of Athens, Heroon Polytechniou 9, Zografou 15780, Greece;IBM T.J. Watson Research Center, Computational Biology Center, Yorktown Heights, NY 10003, USA, Philip Morris International R&D, Philip Morris Products S.A., 2000 Neuchâtel, Switzerland, Telethon Institute of Genetics and Medicine, Via Pietro Castellino, 111, 80131 Naples, Italy, ProtATonce Ltd, Scientific Park Lefkippos, Patriarchou Grigoriou & Neapoleos 15343 Ag. Paraskevi, Attiki and National Technical University of Athens, Heroon Polytechniou 9, Zografou 15780, Greece;IBM T.J. Watson Research Center, Computational Biology Center, Yorktown Heights, NY 10003, USA, Philip Morris International R&D, Philip Morris Products S.A., 2000 Neuchâtel, Switzerland, Telethon Institute of Genetics and Medicine, Via Pietro Castellino, 111, 80131 Naples, Italy, ProtATonce Ltd, Scientific Park Lefkippos, Patriarchou Grigoriou & Neapoleos 15343 Ag. Paraskevi, Attiki and National Technical University of Athens, Heroon Polytechniou 9, Zografou 15780, Greece;IBM T.J. Watson Research Center, Computational Biology Center, Yorktown Heights, NY 10003, USA, Philip Morris International R&D, Philip Morris Products S.A., 2000 Neuchâtel, Switzerland, Telethon Institute of Genetics and Medicine, Via Pietro Castellino, 111, 80131 Naples, Italy, ProtATonce Ltd, Scientific Park Lefkippos, Patriarchou Grigoriou & Neapoleos 15343 Ag. Paraskevi, Attiki and National Technical University of Athens, Heroon Polytechniou 9, Zografou 15780, Greece;IBM T.J. Watson Research Center, Computational Biology Center, Yorktown Heights, NY 10003, USA, Philip Morris International R&D, Philip Morris Products S.A., 2000 Neuchâtel, Switzerland, Telethon Institute of Genetics and Medicine, Via Pietro Castellino, 111, 80131 Naples, Italy, ProtATonce Ltd, Scientific Park Lefkippos, Patriarchou Grigoriou & Neapoleos 15343 Ag. Paraskevi, Attiki and National Technical University of Athens, Heroon Polytechniou 9, Zografou 15780, Greece;IBM T.J. Watson Research Center, Computational Biology Center, Yorktown Heights, NY 10003, USA, Philip Morris International R&D, Philip Morris Products S.A., 2000 Neuchâtel, Switzerland, Telethon Institute of Genetics and Medicine, Via Pietro Castellino, 111, 80131 Naples, Italy, ProtATonce Ltd, Scientific Park Lefkippos, Patriarchou Grigoriou & Neapoleos 15343 Ag. Paraskevi, Attiki and National Technical University of Athens, Heroon Polytechniou 9, Zografou 15780, Greece;IBM T.J. Watson Research Center, Computational Biology Center, Yorktown Heights, NY 10003, USA, Philip Morris International R&D, Philip Morris Products S.A., 2000 Neuchâtel, Switzerland, Telethon Institute of Genetics and Medicine, Via Pietro Castellino, 111, 80131 Naples, Italy, ProtATonce Ltd, Scientific Park Lefkippos, Patriarchou Grigoriou & Neapoleos 15343 Ag. Paraskevi, Attiki and National Technical University of Athens, Heroon Polytechniou 9, Zografou 15780, Greece;IBM T.J. Watson Research Center, Computational Biology Center, Yorktown Heights, NY 10003, USA, Philip Morris International R&D, Philip Morris Products S.A., 2000 Neuchâtel, Switzerland, Telethon Institute of Genetics and Medicine, Via Pietro Castellino, 111, 80131 Naples, Italy, ProtATonce Ltd, Scientific Park Lefkippos, Patriarchou Grigoriou & Neapoleos 15343 Ag. Paraskevi, Attiki and National Technical University of Athens, Heroon Polytechniou 9, Zografou 15780, Greece;IBM T.J. Watson Research Center, Computational Biology Center, Yorktown Heights, NY 10003, USA, Philip Morris International R&D, Philip Morris Products S.A., 2000 Neuchâtel, Switzerland, Telethon Institute of Genetics and Medicine, Via Pietro Castellino, 111, 80131 Naples, Italy, ProtATonce Ltd, Scientific Park Lefkippos, Patriarchou Grigoriou & Neapoleos 15343 Ag. Paraskevi, Attiki and National Technical University of Athens, Heroon Polytechniou 9, Zografou 15780, Greece *To whom correspondence should be addressed.;IBM T.J. Watson Research Center, Computational Biology Center, Yorktown Heights, NY 10003, USA, Philip Morris International R&D, Philip Morris Products S.A., 2000 Neuchâtel, Switzerland, Telethon Institute of Genetics and Medicine, Via Pietro Castellino, 111, 80131 Naples, Italy, ProtATonce Ltd, Scientific Park Lefkippos, Patriarchou Grigoriou & Neapoleos 15343 Ag. Paraskevi, Attiki and National Technical University of Athens, Heroon Polytechniou 9, Zografou 15780, Greece *To whom correspondence should be addressed.",Oxford University Press,2018-02-15,31,4,471,483,1367-4803,1460-2059,creative-commons,"This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License (http://creativecommons.org/licenses/by-nc/4.0/), which permits non-commercial re-use, distribution, and reproduction in any medium, provided the original work is properly cited. For commercial re-use, please contact journals.permissions@oup.com",oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093bioinformaticsbtu611,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093bioinformaticsbtu611&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093bioinformaticsbtu611&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093bioinformaticsbtu611&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Demont Institute of Ethnology, University of Neuchâtel","Centlivres, Micheline",unine,10.1093/jrs/5.2.185,https://doi.org/10.1093/jrs/5.2.185,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/refuge/5-2-185.pdf,BOOK REVIEWS,,"Centlivres, Micheline",1992,Journal of Refugee Studies,"Demont Institute of Ethnology, University of Neuchâtel",Oxford University Press,,5,2,185,186,0951-6328,1471-6925,copyright,© Oxford University Press,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093jrs52185,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093jrs52185&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093jrs52185&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093jrs52185&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Laboratoire de Physiologie Végétale, Institut de Biologie, Université de Neuchâtel, Rue Emile-Argand 11, CH-2009 Neuchâtel, Switzerland","Rahim, Gwendoline",unine,10.1093/jxb/ern283,https://doi.org/10.1093/jxb/ern283,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/exbotj/ern283.pdf,In vivo interaction between atToc33 and atToc159 GTP-binding domains demonstrated in a plant split-ubiquitin system,,"Rahim, Gwendoline;Bischof, Sylvain;Kessler, Felix;Agne, Birgit",2008,Journal of Experimental Botany,"Laboratoire de Physiologie Végétale, Institut de Biologie, Université de Neuchâtel, Rue Emile-Argand 11, CH-2009 Neuchâtel, Switzerland;Institute of Plant Sciences, ETH Zurich, Universitätstrasse 2, Zurich, Switzerland;Laboratoire de Physiologie Végétale, Institut de Biologie, Université de Neuchâtel, Rue Emile-Argand 11, CH-2009 Neuchâtel, Switzerland;Laboratoire de Physiologie Végétale, Institut de Biologie, Université de Neuchâtel, Rue Emile-Argand 11, CH-2009 Neuchâtel, Switzerland E-mail: birgit.agne@unine.ch",Oxford University Press,,60,1,257,267,0022-0957,1460-2431,copyright,"© The Author [2008]. Published by Oxford University Press [on behalf of the Society for Experimental Biology]. All rights reserved. For Permissions, please e-mail: journals.permissions@oxfordjournals.org",oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093jxbern283,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093jxbern283&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093jxbern283&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093jxbern283&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Laboratoire de Biochimie, Institute de Botanique, Université de Neuchâtel, rue Emile‐Argand 9, CP 2, CH‐2007 Neuchâtel 7, Switzerland","Flückiger, Ricardo",unine,10.1093/jxb/erg160,https://doi.org/10.1093/jxb/erg160,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/exbotj/erg160.pdf,"Vacuolar system distribution in Arabidopsis tissues, visualized using GFP fusion proteins",,"Flückiger, Ricardo;De Caroli, Monica;Piro, Gabriella;Dalessandro, Giuseppe;Neuhaus, Jean‐Marc;Di Sansebastiano, Gian‐Pietro",2003,Journal of Experimental Botany,"Laboratoire de Biochimie, Institute de Botanique, Université de Neuchâtel, rue Emile‐Argand 9, CP 2, CH‐2007 Neuchâtel 7, Switzerland;E-mail: gp.disansebastiano@unile.it;Laboratorio di Botanica, Di.S.Te.B.A., Università di Lecce, via pro.le Lecce‐Monteroni, I‐73100 Lecce, Italy;Laboratorio di Botanica, Di.S.Te.B.A., Università di Lecce, via pro.le Lecce‐Monteroni, I‐73100 Lecce, Italy;Laboratoire de Biochimie, Institute de Botanique, Université de Neuchâtel, rue Emile‐Argand 9, CP 2, CH‐2007 Neuchâtel 7, Switzerland;Laboratorio di Botanica, Di.S.Te.B.A., Università di Lecce, via pro.le Lecce‐Monteroni, I‐73100 Lecce, Italy To whom correspondence should be addressed. Fax: +39 832 320626. E‐mail: gp.disansebastiano@unile.it E-mail: gp.disansebastiano@unile.it",Oxford University Press,,54,387,1577,1584,0022-0957,1460-2431,,,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093jxberg160,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093jxberg160&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093jxberg160&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093jxberg160&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Laboratoire de Biochimie, Université de Neuchâtel, rue Émile-Argand 9, CH-2007 Neuchâtel 7, Switzerland E-mail: jean-marc.neuhaus@bota.unine.ch","Neuhaus, Jean-Marc",unine,10.1093/jxb/50.331.165,https://doi.org/10.1093/jxb/50.331.165,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/exbotj/50-331-165.pdf,Cis-elements of protein transport to the plant vacuoles,,"Matsuoka, Ken;Neuhaus, Jean-Marc",1999,Journal of Experimental Botany,"Laboratory of Biochemistry, Graduate School of Bioagricultural Sciences, Nagoya University, Chikusa-ku, Nagoya 464-8601, Japan;Laboratoire de Biochimie, Université de Neuchâtel, rue Émile-Argand 9, CH-2007 Neuchâtel 7, Switzerland E-mail: jean-marc.neuhaus@bota.unine.ch",Oxford University Press,,50,331,165,174,0022-0957,1460-2431,copyright,© Oxford University Press 1999,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093jxb50331165,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093jxb50331165&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093jxb50331165&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093jxb50331165&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Laboratoire de Physiologie végétale, Université de Neuchâtel, Rue Emile Argand 13, CH-2007 Neuchâtel, Switzerland 1 To whom correspondence should be addressed. Fax:+41 38 23 22 71","Siegenthaler, P.A.",unine,10.1093/jxb/45.10.1365,https://doi.org/10.1093/jxb/45.10.1365,/media/lionel/Data/swissbib-data/nationallizenzen/oxford/swiss-pdf/exbotj/45-10-1365.pdf,"Relationship between the ATP content measured at three imbibition times and germination of onion seeds during storage at 3, 15 and 30°C",,"Siegenthaler, P.A.;Douet-Orhant, V.",1994,Journal of Experimental Botany,"Laboratoire de Physiologie végétale, Université de Neuchâtel, Rue Emile Argand 13, CH-2007 Neuchâtel, Switzerland 1 To whom correspondence should be addressed. Fax:+41 38 23 22 71;Laboratoire de Physiologie végétale, Université de Neuchâtel, Rue Emile Argand 13, CH-2007 Neuchâtel, Switzerland",Oxford University Press,,45,10,1365,1371,0022-0957,1460-2431,copyright,© Oxford University Press,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093jxb45101365,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093jxb45101365&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093jxb45101365&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093jxb45101365&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Institut des Sciences du langage et de la communication, Faculté des Lettres et Sciences, Humaines Université de Neuchâtel, Espace Louis-Agassiz 1 2000, Neuchâtel, Switzerland e-mail: cecile.barbet@unine.ch E-mail: cecile.barbet@unine.ch","Barbet, Cécile",unine,10.1017/S095926950999024X,https://doi.org/10.1017/S095926950999024X,/media/lionel/Data/swissbib-data/nationallizenzen/cambridge/swiss-pdf/S095926950999024X.pdf,Book Review: Le temps verbal. Dimensions linguistiques et psycholinguistiques,"BarbazanMuriel, Le temps verbal. Dimensions linguistiques et psycholinguistiques. Collection Linguistique et didactique. Toulouse: Presses Universitaires du Mirail, 2006, 470 pp. 2 85816 849 0","Barbet, Cécile",2009,Journal of French Language Studies,"Institut des Sciences du langage et de la communication, Faculté des Lettres et Sciences, Humaines Université de Neuchâtel, Espace Louis-Agassiz 1 2000, Neuchâtel, Switzerland e-mail: cecile.barbet@unine.ch E-mail: cecile.barbet@unine.ch",Cambridge University Press,,19,3,404,406,0959-2695,1474-0079,copyright,Copyright © Cambridge University Press 2009,cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge101017S095926950999024X,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S095926950999024X&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S095926950999024X&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S095926950999024X&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Université de Neuchâtel, Faculté des lettres et sciences humaines, Institut des sciences du langage et de la communication, Chaire de linguistique française, Ruelle Vaucher 22, 2000 Neuchâtel, Suisse claudia.ricci@unine.ch E-mail: claudia.ricci@unine.ch","Ricci, Claudia",unine,10.1017/S0959269514000210,https://doi.org/10.1017/S0959269514000210,/media/lionel/Data/swissbib-data/nationallizenzen/cambridge/swiss-pdf/S0959269514000210.pdf,"Book Review: Modalité, évidentialité et autres friandises langagières: mélanges offerts à Hans Kronning à l’occasion de ses soixante ans","Norén Coco , Jonasson Kerstin , Nølke Henning et Svensson Maria (dir.), Modalité, évidentialité et autres friandises langagières: mélanges offerts à Hans Kronning à l’occasion de ses soixante ans. (Sciences pour la communication, 104.) Bern: Peter Lang, 2013, 373 pp. 978 3 0343 1387 2 (broché), 978 3 0352 0186 4 (numérique)","Ricci, Claudia",2015,Journal of French Language Studies,"Université de Neuchâtel, Faculté des lettres et sciences humaines, Institut des sciences du langage et de la communication, Chaire de linguistique française, Ruelle Vaucher 22, 2000 Neuchâtel, Suisse claudia.ricci@unine.ch E-mail: claudia.ricci@unine.ch",Cambridge University Press,2020-03-01,25,1,148,150,0959-2695,1474-0079,copyright,Copyright © Cambridge University Press 2015 ,cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge101017S0959269514000210,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0959269514000210&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0959269514000210&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0959269514000210&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
Université de Neuchâtel (Institut des Sciences du Langage et de la Communication) E-mail: louis.desaussure@unine.ch,"De Saussure, Louis",unine,10.1017/S0959269511000445,https://doi.org/10.1017/S0959269511000445,/media/lionel/Data/swissbib-data/nationallizenzen/cambridge/swiss-pdf/S0959269511000445.pdf,A cognitive-pragmatic view of the French epistemic future,,"De Saussure, Louis;Morency, Patrick",2012,Journal of French Language Studies,Université de Neuchâtel (Institut des Sciences du Langage et de la Communication) E-mail: louis.desaussure@unine.ch;Université de Neuchâtel (Institut des Sciences du Langage et de la Communication) E-mail: louis.desaussure@unine.ch,Cambridge University Press,,22,2,207,223,0959-2695,1474-0079,copyright,Copyright © Cambridge University Press 2011,cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge101017S0959269511000445,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0959269511000445&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0959269511000445&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0959269511000445&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
